,s,a,r,s1
274,[-0.49586678 -0.00589234],[0.36812386],-0.013551517568807814,[-0.50141466 -0.00554791]
275,[-0.50141466 -0.00554791],[-0.8573548],-0.07350572869907844,[-0.50841486 -0.0070002 ]
276,[-0.50841486 -0.0070002 ],[0.74376136],-0.05531809615889394,[-0.51441324 -0.00599839]
277,[-0.51441324 -0.00599839],[-0.17848432],-0.0031856652714523648,[-0.52074826 -0.006335  ]
278,[-0.52074826 -0.006335  ],[-0.38706326],-0.01498179709938654,[-0.5276852  -0.00693698]
279,[-0.5276852  -0.00693698],[0.89288545],-0.07972444206580463,[-0.53325224 -0.005567  ]
280,[-0.53325224 -0.005567  ],[0.87281173],-0.07618003241887586,[-0.5170284   0.00126946]
281,[-0.5170284   0.00126946],[-0.82196516],-0.06756267209424359,[-5.1704115e-01 -1.2759910e-05]
282,[-5.1704115e-01 -1.2759910e-05],[-0.5343007],-0.02854772219154853,[-0.5179045  -0.00086339]
283,[-0.5179045  -0.00086339],[-0.8683094],-0.07539611770063318,[-0.52011305 -0.00220856]
284,[-0.52011305 -0.00220856],[-0.47151095],-0.02223225729056857,[-0.523055   -0.00294197]
285,[-0.523055   -0.00294197],[-0.33022156],-0.010904628105166925,[-0.5264964  -0.00344138]
286,[-0.5264964  -0.00344138],[0.19928099],-0.0039712913832410605,[-0.52961713 -0.00312072]
287,[-0.52961713 -0.00312072],[-0.59575206],-0.035492051748676444,[-0.5335863  -0.00396922]
288,[-0.5335863  -0.00396922],[0.8746652],-0.07650392133335836,[-0.53616863 -0.00258232]
289,[-0.53616863 -0.00258232],[-0.7546177],-0.05694478596305999,[-0.53978866 -0.00362   ]
290,[-0.53978866 -0.00362   ],[-0.83190674],-0.06920688172309078,[-0.54453516 -0.00474648]
291,[-0.54453516 -0.00474648],[0.31569666],-0.009966437905405101,[-0.54865116 -0.00411602]
292,[-0.54865116 -0.00411602],[0.104582],-0.0010937395612757917,[-0.5524226  -0.00377143]
293,[-0.5524226  -0.00377143],[0.17747386],-0.0031496970272995254,[-0.55571187 -0.00328931]
294,[-0.55571187 -0.00328931],[-0.74287236],-0.05518593393421867,[-0.559875   -0.00416314]
295,[-0.559875   -0.00416314],[0.71389365],-0.05096441463120414,[-0.5626958  -0.00282077]
296,[-0.5626958  -0.00282077],[0.11973904],-0.001433743787551145,[-0.5650444 -0.0023486]
297,[-0.5650444 -0.0023486],[0.15357868],-0.002358641209744961,[-0.56685257 -0.00180819]
298,[-0.56685257 -0.00180819],[-0.30267626],-0.009161291865291687,[-0.5687913  -0.00193871]
299,[-0.5687913  -0.00193871],[-0.30225682],-0.009135918679982069,[-0.5708455  -0.00205419]
300,[-0.5708455  -0.00205419],[0.3154742],-0.00995239785440596,[-0.55382705  0.00070488]
301,[-0.55382705  0.00070488],[0.9323985],-0.08693669591814093,[-0.55149716  0.00232988]
302,[-0.55149716  0.00232988],[-0.94947433],-0.09015015122859041,[-0.5503825   0.00111466]
303,[-0.5503825   0.00111466],[0.52958995],-0.028046551624081317,[-0.5482728   0.00210971]
304,[-0.5482728   0.00210971],[0.626981],-0.03931051994073301,[-0.54503775  0.00323506]
305,[-0.54503775  0.00323506],[-0.92424154],-0.08542224294671996,[-0.54302835  0.00200938]
306,[-0.54302835  0.00200938],[-0.77255523],-0.059684158656479275,[-0.5420322   0.00099619]
307,[-0.5420322   0.00099619],[0.94953007],-0.09016073444522058,[-0.53947353  0.00255866]
308,[-0.53947353  0.00255866],[0.4384635],-0.019225024879719756,[-0.5361382   0.00333537]
309,[-0.5361382   0.00333537],[-0.28316125],-0.008018029505161284,[-0.5331335   0.00300466]
310,[-0.5331335   0.00300466],[-0.10010477],-0.0010020965287972639,[-0.5302075  0.002926 ]
311,[-0.5302075  0.002926 ],[0.14385317],-0.002069373528431151,[-0.52701616  0.00319134]
312,[-0.52701616  0.00319134],[-0.9874476],-0.09750528011341118,[-0.52528036  0.0017358 ]
313,[-0.52528036  0.0017358 ],[0.7533587],-0.056754936361132026,[-0.5224019   0.00287845]
314,[-0.5224019   0.00287845],[0.96651274],-0.09341468759219006,[-0.5180827   0.00431924]
315,[-0.5180827   0.00431924],[0.3556915],-0.012651643787780033,[-0.5132713   0.00481141]
316,[-0.5132713   0.00481141],[-0.7063227],-0.04988917983320143,[-0.50959677  0.00367448]
317,[-0.50959677  0.00367448],[0.4465952],-0.019944726547782923,[-0.5053574   0.00423939]
318,[-0.5053574   0.00423939],[-0.2750804],-0.007566923341063703,[-0.5016674   0.00369003]
319,[-0.5016674   0.00369003],[-0.23089886],-0.005331428221779788,[-0.49848807  0.00317931]
320,[-0.49848807  0.00317931],[0.7993551],-0.06389685593724757,[-0.43589717  0.00055284]
321,[-0.43589717  0.00055284],[-0.90982884],-0.08277885211641411,[-0.43735927 -0.0014621 ]
322,[-0.43735927 -0.0014621 ],[0.16227782],-0.0026334090125956777,[-0.43921757 -0.00185829]
323,[-0.43921757 -0.00185829],[-0.3911681],-0.015301247285120301,[-0.44228873 -0.00307117]
324,[-0.44228873 -0.00307117],[-0.4868394],-0.023701261467614643,[-0.44669396 -0.00440522]
325,[-0.44669396 -0.00440522],[0.8728009],-0.07617813877038807,[-0.45036167 -0.0036677 ]
326,[-0.45036167 -0.0036677 ],[-0.66370744],-0.04405075594482675,[-0.4555698  -0.00520813]
327,[-0.4555698  -0.00520813],[0.73529345],-0.05406564546295876,[-0.46018168 -0.00461188]
328,[-0.46018168 -0.00461188],[0.64549816],-0.04166678701062807,[-0.46429807 -0.00411639]
329,[-0.46429807 -0.00411639],[-0.633289],-0.040105493159457245,[-0.46980682 -0.00550874]
330,[-0.46980682 -0.00550874],[-0.5005281],-0.025052837603931268,[-0.47646806 -0.00666122]
331,[-0.47646806 -0.00666122],[0.763161],-0.058241471739993146,[-0.48233685 -0.00586878]
332,[-0.48233685 -0.00586878],[-0.25168088],-0.006334326575270755,[-0.48889184 -0.00655498]
333,[-0.48889184 -0.00655498],[0.06367073],-0.0004053962123722388,[-0.49561116 -0.00671931]
334,[-0.49561116 -0.00671931],[0.2732613],-0.007467174281606504,[-0.5021302  -0.00651908]
335,[-0.5021302  -0.00651908],[-0.85498315],-0.07309961884238057,[-0.5100927  -0.00796245]
336,[-0.5100927  -0.00796245],[-0.56978524],-0.03246552166590533,[-0.5190111 -0.0089184]
337,[-0.5190111 -0.0089184],[0.8445084],-0.07131944537164259,[-0.5266971  -0.00768604]
338,[-0.5266971  -0.00768604],[0.4601386],-0.02117275212192036,[-0.5336697 -0.0069726]
339,[-0.5336697 -0.0069726],[0.40072188],-0.016057802335824878,[-0.5399657  -0.00629599]
340,[-0.5399657  -0.00629599],[-0.80481684],-0.06477301492942758,[-0.58950585 -0.00072144]
341,[-0.58950585 -0.00072144],[0.10051311],-0.0010102884894829301,[-5.8958542e-01 -7.9584766e-05]
342,[-5.8958542e-01 -7.9584766e-05],[-0.23851983],-0.005689171049195196,[-5.8953112e-01  5.4309305e-05]
343,[-5.8953112e-01  5.4309305e-05],[0.26093495],-0.006808704756851114,[-0.58859414  0.00093699]
344,[-0.58859414  0.00093699],[-0.42788765],-0.01830878396053928,[-0.5878146   0.00077954]
345,[-0.5878146   0.00077954],[-0.29162973],-0.00850479003852378,[-0.5869939   0.00082074]
346,[-0.5869939   0.00082074],[0.78227973],-0.06119615757234556,[-0.58452713  0.00246676]
347,[-0.58452713  0.00246676],[0.10091506],-0.0010183849223249775,[-0.5814546   0.00307255]
348,[-0.5814546   0.00307255],[0.7303356],-0.05333900787292265,[-0.57685477  0.0045998 ]
349,[-0.57685477  0.0045998 ],[0.871339],-0.07592316931999542,[-0.57055026  0.00630453]
350,[-0.57055026  0.00630453],[-0.67768234],-0.045925335414455405,[-0.5649113   0.00563898]
351,[-0.5649113   0.00563898],[-0.00205906],-4.2397095202963145e-07,[-0.55896634  0.00594494]
352,[-0.55896634  0.00594494],[-0.34630704],-0.01199285654416258,[-0.5532761   0.00569024]
353,[-0.5532761   0.00569024],[-0.3448164],-0.011889834053662085,[-0.5478808  0.0053953]
354,[-0.5478808  0.0053953],[-0.9879359],-0.09760173438685485,[-0.54378545  0.00409536]
355,[-0.54378545  0.00409536],[0.39336264],-0.0154734167597681,[-0.5389488   0.00483671]
356,[-0.5389488   0.00483671],[-0.08249882],-0.0006806055076325813,[-0.53412074  0.00482804]
357,[-0.53412074  0.00482804],[0.92717636],-0.08596559957106963,[-0.52782303  0.00629771]
358,[-0.52782303  0.00629771],[-0.00209567],-4.391852155892365e-07,[-0.5214968   0.00632625]
359,[-0.5214968   0.00632625],[-0.6872472],-0.04723087368639689,[-0.5162172   0.00527961]
360,[-0.5162172   0.00527961],[0.11306639],-0.001278400858307749,[-0.40604454 -0.00069881]
361,[-0.40604454 -0.00069881],[0.81111854],-0.06579132910386001,[-4.0639016e-01 -3.4562842e-04]
362,[-4.0639016e-01 -3.4562842e-04],[0.20527482],-0.004213775186059365,[-0.40728894 -0.00089878]
363,[-0.40728894 -0.00089878],[0.45683637],-0.020869947134303235,[-0.4083572  -0.00106825]
364,[-0.4083572  -0.00106825],[-0.8503799],-0.07231459475251577,[-0.41154823 -0.00319102]
365,[-0.41154823 -0.00319102],[-0.09350647],-0.0008743459992192949,[-0.41570416 -0.00415592]
366,[-0.41570416 -0.00415592],[0.5056039],-0.025563531329409275,[-0.41989684 -0.00419267]
367,[-0.41989684 -0.00419267],[-0.6353215],-0.04036334057157234,[-0.42580777 -0.00591093]
368,[-0.42580777 -0.00591093],[0.8380825],-0.07023822639861557,[-0.43118453 -0.00537676]
369,[-0.43118453 -0.00537676],[-0.5049195],-0.025494373072638157,[-0.43800294 -0.0068184 ]
370,[-0.43800294 -0.0068184 ],[0.8276318],-0.06849743493029657,[-0.44421485 -0.00621189]
371,[-0.44421485 -0.00621189],[0.78390795],-0.06145116739547838,[-0.44984064 -0.0056258 ]
372,[-0.44984064 -0.0056258 ],[-0.61630344],-0.03798299349737136,[-0.45693958 -0.00709894]
373,[-0.45693958 -0.00709894],[-0.99174464],-0.09835574259888205,[-0.46602276 -0.00908317]
374,[-0.46602276 -0.00908317],[-0.24853902],-0.006177164230064336,[-0.47590843 -0.00988566]
375,[-0.47590843 -0.00988566],[-0.3607497],-0.013014034007952181,[-0.48669165 -0.01078324]
376,[-0.48669165 -0.01078324],[0.37016106],-0.013701920776293265,[-0.4971959  -0.01050424]
377,[-0.4971959  -0.01050424],[-0.49046507],-0.024055598957659987,[-0.5086337  -0.01143775]
378,[-0.5086337  -0.01143775],[-0.26847157],-0.007207698326620804,[-0.5205863  -0.01195266]
379,[-0.5205863  -0.01195266],[-0.20983736],-0.004403171856255584,[-0.5328763 -0.01229  ]
380,[-0.5328763 -0.01229  ],[0.14637986],-0.0021427062902867,[-0.58051085  0.00064914]
381,[-0.58051085  0.00064914],[-0.04701994],-0.0002210875095670639,[-0.57950747  0.00100338]
382,[-0.57950747  0.00100338],[-0.81437653],-0.06632091375523466,[-5.7930833e-01  1.9916358e-04]
383,[-5.7930833e-01  1.9916358e-04],[-0.49857172],-0.02485737636727601,[-5.7944113e-01 -1.3281472e-04]
384,[-5.7944113e-01 -1.3281472e-04],[-0.9878813],-0.09759094684881263,[-0.5806389  -0.00119778]
385,[-0.5806389  -0.00119778],[-0.883132],-0.0779922095681286,[-0.58273566 -0.00209676]
386,[-0.58273566 -0.00209676],[-0.75672203],-0.05726282352637249,[-0.5855263  -0.00279064]
387,[-0.5855263  -0.00279064],[0.00499788],-2.497875992781007e-06,[-0.58784765 -0.00232135]
388,[-0.58784765 -0.00232135],[-0.7975394],-0.06360691152490042,[-0.5908864  -0.00303877]
389,[-0.5908864  -0.00303877],[0.29104578],-0.008470764893731086,[-0.59298736 -0.00210097]
390,[-0.59298736 -0.00210097],[0.48987615],-0.02399786434017557,[-0.59383684 -0.00084949]
391,[-0.59383684 -0.00084949],[0.7097572],-0.0503755295477859,[-0.5930988   0.00073804]
392,[-0.5930988   0.00073804],[-0.40360764],-0.016289912439459986,[-0.5924487   0.00065011]
393,[-0.5924487   0.00065011],[-0.61253715],-0.03752017547577111,[-5.9220469e-01  2.4401957e-04]
394,[-5.9220469e-01  2.4401957e-04],[-0.00508389],-2.58459013433908e-06,[-0.59145737  0.00074731]
395,[-0.59145737  0.00074731],[0.14263089],-0.00203435707855546,[-0.5899907   0.00146669]
396,[-0.5899907   0.00146669],[0.4689717],-0.02199344549096347,[-0.5873259  0.0026648]
397,[-0.5873259  0.0026648],[-0.5045633],-0.025458409545069928,[-0.5849429  0.002383 ]
398,[-0.5849429  0.002383 ],[-0.04170372],-0.00017392005430073021,[-0.58216494  0.00277794]
399,[-0.58216494  0.00277794],[0.6858945],-0.047045125043609914,[-0.57792115  0.00424377]
400,[-0.57792115  0.00424377],[0.57750475],-0.03335117409693709,[-4.5723832e-01  3.7458894e-04]
401,[-4.5723832e-01  3.7458894e-04],[0.43713006],-0.0191082692653489,[-0.45670244  0.00053586]
402,[-0.45670244  0.00053586],[0.9768935],-0.09543208802391555,[-0.4551996   0.00150284]
403,[-0.4551996   0.00150284],[-0.4938473],-0.024388516613061385,[-4.5494694e-01  2.5266822e-04]
404,[-4.5494694e-01  2.5266822e-04],[0.4243109],-0.018003973376600958,[-4.5456907e-01  3.7787811e-04]
405,[-4.5456907e-01  3.7787811e-04],[-0.8730282],-0.07621782707271373,[-0.45601475 -0.00144569]
406,[-0.45601475 -0.00144569],[-0.63125604],-0.039848419297414145,[-0.45891073 -0.00289599]
407,[-0.45891073 -0.00289599],[0.9285016],-0.08621152323214575,[-0.4608961  -0.00198536]
408,[-0.4608961  -0.00198536],[0.5743816],-0.032991421080402004,[-0.4624874  -0.00159129]
409,[-0.4624874  -0.00159129],[0.55866235],-0.0312103626833963,[-0.46369648 -0.00120907]
410,[-0.46369648 -0.00120907],[-0.00099099],-9.820558083408708e-08,[-0.46535388 -0.00165741]
411,[-0.46535388 -0.00165741],[-0.7476101],-0.05589208499040979,[-0.4685673  -0.00321344]
412,[-0.4685673  -0.00321344],[-0.61168337],-0.037415654352321324,[-0.47310916 -0.00454183]
413,[-0.47310916 -0.00454183],[-0.29619586],-0.008773199025200995,[-0.4784725  -0.00536335]
414,[-0.4784725  -0.00536335],[-0.23969167],-0.005745209892495851,[-0.4845328 -0.0060603]
415,[-0.4845328 -0.0060603],[0.2783253],-0.007746496676848924,[-0.49046794 -0.00593514]
416,[-0.49046794 -0.00593514],[-0.11172985],-0.0012483560019045882,[-0.49681875 -0.0063508 ]
417,[-0.49681875 -0.0063508 ],[-0.7294641],-0.05321178931940871,[-0.5044644  -0.00764563]
418,[-0.5044644  -0.00764563],[-0.20923883],-0.004378088681997738,[-0.5125673  -0.00810292]
419,[-0.5125673  -0.00810292],[-0.86733496],-0.07522699361187649,[-0.52205396 -0.00948665]
420,[-0.52205396 -0.00948665],[0.6678799],-0.04460635334070595,[-0.53931206  0.00112808]
421,[-0.53931206  0.00112808],[-0.2564624],-0.006577296014720346,[-0.5384509   0.00086119]
422,[-0.5384509   0.00086119],[0.61368525],-0.0376609586414034,[-0.53655785  0.00189307]
423,[-0.53655785  0.00189307],[0.9122407],-0.08321830656039744,[-0.53319925  0.0033586 ]
424,[-0.53319925  0.0033586 ],[0.35220864],-0.012405092901517013,[-0.52924037  0.00395891]
425,[-0.52924037  0.00395891],[-0.6816649],-0.04646670142020107,[-0.5262616   0.00297872]
426,[-0.5262616   0.00297872],[0.8600539],-0.0739692705579742,[-0.52197284  0.00428877]
427,[-0.52197284  0.00428877],[-0.8084457],-0.06535844370142173,[-0.5189089   0.00306391]
428,[-0.5189089   0.00306391],[0.1101696],-0.0012137341738205133,[-0.51571494  0.00319399]
429,[-0.51571494  0.00319399],[0.41172588],-0.01695181992040631,[-0.5119625   0.00375246]
430,[-0.5119625   0.00375246],[-0.20390971],-0.004157916985252386,[-0.50860316  0.00335934]
431,[-0.50860316  0.00335934],[0.10804033],-0.001167271351027921,[-0.5051942   0.00340897]
432,[-0.5051942   0.00340897],[-0.49813786],-0.024814132905007915,[-0.5026704  0.0025238]
433,[-0.5026704  0.0025238],[0.93935174],-0.08823816867428357,[-0.49889445  0.00377596]
434,[-0.49889445  0.00377596],[0.40291438],-0.016233999363543552,[-0.49469924  0.00419522]
435,[-0.49469924  0.00419522],[0.42850748],-0.018361865788352194,[-0.49007773  0.00462151]
436,[-0.49007773  0.00462151],[0.17046194],-0.002905727223346788,[-0.48545152  0.00462622]
437,[-0.48545152  0.00462622],[-0.70016164],-0.0490226316352139,[-0.48216102  0.00329049]
438,[-0.48216102  0.00329049],[-0.01241617],-1.5416139257404608e-05,[-0.47919914  0.00296189]
439,[-0.47919914  0.00296189],[0.676927],-0.045823012336576596,[-0.47555387  0.00364526]
440,[-0.47555387  0.00364526],[0.8167197],-0.06670310860531324,[-0.5372877   0.00133774]
441,[-0.5372877   0.00133774],[0.12066507],-0.0014560059937366533,[-0.53566635  0.00162138]
442,[-0.53566635  0.00162138],[-0.11258182],-0.0012674666035970895,[-0.53412336  0.00154299]
443,[-0.53412336  0.00154299],[-0.4512286],-0.020360723936804083,[-0.53317827  0.00094507]
444,[-0.53317827  0.00094507],[0.05969436],-0.00035634167282318083,[-0.5320718   0.00110645]
445,[-0.5320718   0.00110645],[0.1917623],-0.0036772779066773786,[-0.5306142   0.00145763]
446,[-0.5306142   0.00145763],[0.21638982],-0.004682455419083298,[-0.5287794   0.00183483]
447,[-0.5287794   0.00183483],[-0.3897352],-0.01518935199304119,[-0.5274903   0.00128908]
448,[-0.5274903   0.00128908],[0.83902],-0.0703954583572397,[-0.52491355  0.00257679]
449,[-0.52491355  0.00257679],[-0.90435576],-0.08178593485836815,[-0.5236834   0.00123012]
450,[-0.5236834   0.00123012],[0.5098566],-0.025995373389049805,[-0.52168787  0.00199554]
451,[-0.52168787  0.00199554],[-0.847309],-0.07179325301940623,[-0.5209776   0.00071025]
452,[-0.5209776   0.00071025],[-0.11909464],-0.0014183533280673012,[-5.204657e-01  5.119459e-04]
453,[-5.204657e-01  5.119459e-04],[0.6281887],-0.039462107960220295,[-0.5190349   0.00143073]
454,[-0.5190349   0.00143073],[-0.8849128],-0.07830706439020539,[-5.189658e-01  6.913402e-05]
455,[-5.189658e-01  6.913402e-05],[0.67993337],-0.04623093864968589,[-0.5179115   0.00105429]
456,[-0.5179115   0.00105429],[0.43391743],-0.018828433868166263,[-0.516249    0.00166251]
457,[-0.516249    0.00166251],[0.96845645],-0.09379078899769731,[-0.5131889   0.00306008]
458,[-0.5131889   0.00306008],[0.08083841],-0.0006534848862188803,[-0.51008564  0.00310327]
459,[-0.51008564  0.00310327],[-0.6267483],-0.03928134609355425,[-0.5080238   0.00206183]
460,[-0.5080238   0.00206183],[0.42551702],-0.018106473653063306,[-4.0546042e-01 -2.3095337e-04]
461,[-4.0546042e-01 -2.3095337e-04],[-0.5183075],-0.026864267185206715,[-0.40733644 -0.00187602]
462,[-0.40733644 -0.00187602],[0.6536918],-0.04273130063219846,[-0.40908632 -0.00174988]
463,[-0.40908632 -0.00174988],[0.65388066],-0.042755991198436406,[-0.41069743 -0.00161111]
464,[-0.41069743 -0.00161111],[-0.02033462],-4.134966202082869e-05,[-0.4131697  -0.00247227]
465,[-0.4131697  -0.00247227],[-0.96223176],-0.0925889950824299,[-0.41789848 -0.00472877]
466,[-0.41789848 -0.00472877],[0.47951362],-0.02299333073250134,[-0.4226875  -0.00478903]
467,[-0.4226875  -0.00478903],[0.36736608],-0.013495783343984158,[-0.4276708  -0.00498331]
468,[-0.4276708  -0.00498331],[0.33777747],-0.011409361625492755,[-0.432857   -0.00518621]
469,[-0.432857   -0.00518621],[0.05220142],-0.0002724987868262266,[-0.4386371 -0.0057801]
470,[-0.4386371 -0.0057801],[0.7114896],-0.050621747627213054,[-0.4439803 -0.0053432]
471,[-0.4439803 -0.0053432],[-0.56740844],-0.03219523406171589,[-0.4507661  -0.00678579]
472,[-0.4507661  -0.00678579],[0.9500268],-0.09025509400403031,[-0.45666873 -0.00590266]
473,[-0.45666873 -0.00590266],[-0.5859648],-0.03433547455819195,[-0.46394894 -0.00728022]
474,[-0.46394894 -0.00728022],[0.3258331],-0.01061672168765293,[-0.4711854  -0.00723646]
475,[-0.4711854  -0.00723646],[-0.66409475],-0.044102183181465554,[-0.47980946 -0.00862408]
476,[-0.47980946 -0.00862408],[-0.4539302],-0.020605262569697302,[-0.4894419  -0.00963245]
477,[-0.4894419  -0.00963245],[-0.5569608],-0.031020535629801317,[-0.5001655  -0.01072362]
478,[-0.5001655  -0.01072362],[0.8406389],-0.07066737197774842,[-0.5098038  -0.00963827]
479,[-0.5098038  -0.00963827],[0.23694038],-0.0056140745527955005,[-0.5191901  -0.00938629]
480,[-0.5191901  -0.00938629],[0.71912634],-0.05171426982423242,[-0.51744086  0.00104031]
481,[-0.51744086  0.00104031],[0.07838111],-0.0006143597818139891,[-0.51632917  0.0011117 ]
482,[-0.51632917  0.0011117 ],[-0.7525113],-0.05662732904881729,[-5.1640075e-01 -7.1586022e-05]
483,[-5.1640075e-01 -7.1586022e-05],[0.8321013],-0.06923925492602089,[-0.51527816  0.00112258]
484,[-0.51527816  0.00112258],[-0.9854612],-0.09711337283030197,[-5.1569617e-01 -4.1800499e-04]
485,[-5.1569617e-01 -4.1800499e-04],[0.02948317],-8.692576024894907e-05,[-5.1612920e-01 -4.3304422e-04]
486,[-5.1612920e-01 -4.3304422e-04],[0.5153401],-0.026557540815298354,[-5.1584524e-01  2.8394876e-04]
487,[-5.1584524e-01  2.8394876e-04],[0.8376849],-0.07017160408950965,[-0.51436293  0.00148233]
488,[-0.51436293  0.00148233],[0.9785841],-0.09576268617866256,[-0.511482    0.00288095]
489,[-0.511482    0.00288095],[-0.5787639],-0.033496765447512546,[-0.50956005  0.00192194]
490,[-0.50956005  0.00192194],[-0.4986556],-0.024865739487991423,[-0.50849134  0.0010687 ]
491,[-0.50849134  0.0010687 ],[-0.992485],-0.09850264489878136,[-0.5090246  -0.00053329]
492,[-0.5090246  -0.00053329],[0.48010758],-0.023050328420130575,[-5.089470e-01  7.759725e-05]
493,[-5.089470e-01  7.759725e-05],[0.19207881],-0.0036894270753258466,[-5.0869113e-01  2.5586266e-04]
494,[-5.0869113e-01  2.5586266e-04],[0.25203988],-0.006352410088885652,[-0.508169    0.00052215]
495,[-0.508169    0.00052215],[0.98610824],-0.09724094678304632,[-0.50628334  0.00188563]
496,[-0.50628334  0.00188563],[0.5969366],-0.03563332847433145,[-0.5036321   0.00265123]
497,[-0.5036321   0.00265123],[0.51952267],-0.026990380145525707,[-0.50035125  0.00328085]
498,[-0.50035125  0.00328085],[0.23852482],-0.005689409184592709,[-0.49688682  0.00346443]
499,[-0.49688682  0.00346443],[0.5201687],-0.027057549900991164,[-0.49284226  0.00404455]
