,s,a,r,s1
371,[-0.01941016 -0.15016627  0.02510208  0.2659272 ],0,1.0,[-0.02241348 -0.34563732  0.03042062  0.5664207 ]
372,[-0.02241348 -0.34563732  0.03042062  0.5664207 ],1,1.0,[-0.02932623 -0.15095505  0.04174903  0.28347462]
373,[-0.02932623 -0.15095505  0.04174903  0.28347462],1,1.0,[-0.03234533  0.04354734  0.04741852  0.00424591]
374,[-0.03234533  0.04354734  0.04741852  0.00424591],0,1.0,[-0.03147438 -0.15222146  0.04750344  0.31150484]
375,[-0.03147438 -0.15222146  0.04750344  0.31150484],1,1.0,[ 0.04856814  0.24079958 -0.04229528 -0.2695721 ]
376,[ 0.04856814  0.24079958 -0.04229528 -0.2695721 ],0,1.0,[ 0.05338413  0.04630593 -0.04768673  0.00947635]
377,[ 0.05338413  0.04630593 -0.04768673  0.00947635],1,1.0,[ 0.05431025  0.24207819 -0.0474972  -0.2978628 ]
378,[ 0.05431025  0.24207819 -0.0474972  -0.2978628 ],0,1.0,[ 0.05915181  0.04766435 -0.05345445 -0.02052985]
379,[ 0.05915181  0.04766435 -0.05345445 -0.02052985],0,1.0,[ 0.0601051  -0.14665188 -0.05386505  0.25482005]
380,[ 0.0601051  -0.14665188 -0.05386505  0.25482005],1,1.0,[ 0.04529442  0.1530229   0.03238656 -0.2862107 ]
381,[ 0.04529442  0.1530229   0.03238656 -0.2862107 ],1,1.0,[ 0.04835488  0.34766835  0.02666235 -0.56850576]
382,[ 0.04835488  0.34766835  0.02666235 -0.56850576],1,1.0,[ 0.05530825  0.5424064   0.01529223 -0.8526712 ]
383,[ 0.05530825  0.5424064   0.01529223 -0.8526712 ],1,1.0,[ 0.06615637  0.73731655 -0.00176119 -1.1405065 ]
384,[ 0.06615637  0.73731655 -0.00176119 -1.1405065 ],1,1.0,[ 0.0809027   0.9324615  -0.02457132 -1.4337413 ]
385,[ 0.0809027   0.9324615  -0.02457132 -1.4337413 ],1,1.0,[ 0.01227033  0.22001947  0.00252972 -0.2726159 ]
386,[ 0.01227033  0.22001947  0.00252972 -0.2726159 ],0,1.0,[ 0.01667072  0.02486152 -0.00292259  0.02086382]
387,[ 0.01667072  0.02486152 -0.00292259  0.02086382],0,1.0,[ 0.01716795 -0.1702184  -0.00250532  0.3126232 ]
388,[ 0.01716795 -0.1702184  -0.00250532  0.3126232 ],1,1.0,[0.01376359 0.02493916 0.00374715 0.01915123]
389,[0.01376359 0.02493916 0.00374715 0.01915123],0,1.0,[ 0.01426237 -0.17023633  0.00413017  0.31301406]
390,[ 0.01426237 -0.17023633  0.00413017  0.31301406],1,1.0,[-0.00665212  0.216544    0.00080096 -0.2709584 ]
391,[-0.00665212  0.216544    0.00080096 -0.2709584 ],1,1.0,[-0.00232124  0.4116545  -0.00461821 -0.5633886 ]
392,[-0.00232124  0.4116545  -0.00461821 -0.5633886 ],1,1.0,[ 0.00591185  0.60684097 -0.01588598 -0.8575229 ]
393,[ 0.00591185  0.60684097 -0.01588598 -0.8575229 ],1,1.0,[ 0.01804867  0.8021757  -0.03303644 -1.1551583 ]
394,[ 0.01804867  0.8021757  -0.03303644 -1.1551583 ],1,1.0,[ 0.03409218  0.9977125  -0.0561396  -1.4580144 ]
395,[ 0.03409218  0.9977125  -0.0561396  -1.4580144 ],1,1.0,[ 0.02407739  0.1836574  -0.03973681 -0.2895197 ]
396,[ 0.02407739  0.1836574  -0.03973681 -0.2895197 ],1,1.0,[ 0.02775054  0.3793228  -0.04552721 -0.5944657 ]
397,[ 0.02775054  0.3793228  -0.04552721 -0.5944657 ],0,1.0,[ 0.035337    0.18486664 -0.05741652 -0.31646404]
398,[ 0.035337    0.18486664 -0.05741652 -0.31646404],1,1.0,[ 0.03903433  0.38075742 -0.0637458  -0.62668717]
399,[ 0.03903433  0.38075742 -0.0637458  -0.62668717],1,1.0,[ 0.04664948  0.5767085  -0.07627954 -0.9387454 ]
400,[ 0.04664948  0.5767085  -0.07627954 -0.9387454 ],0,1.0,[ 0.04259385 -0.23351592  0.02957188  0.29622114]
401,[ 0.04259385 -0.23351592  0.02957188  0.29622114],1,1.0,[ 0.03792353 -0.03882775  0.03549631  0.01300944]
402,[ 0.03792353 -0.03882775  0.03549631  0.01300944],0,1.0,[ 0.03714697 -0.23444031  0.03575649  0.31667715]
403,[ 0.03714697 -0.23444031  0.03575649  0.31667715],0,1.0,[ 0.03245817 -0.43005285  0.04209004  0.62041855]
404,[ 0.03245817 -0.43005285  0.04209004  0.62041855],1,1.0,[ 0.02385711 -0.2355432   0.05449841  0.34128335]
405,[ 0.02385711 -0.2355432   0.05449841  0.34128335],0,1.0,[ 0.02878506 -0.18207921 -0.04238427  0.28093743]
406,[ 0.02878506 -0.18207921 -0.04238427  0.28093743],1,1.0,[ 0.02514348  0.0136209  -0.03676552 -0.02480632]
407,[ 0.02514348  0.0136209  -0.03676552 -0.02480632],1,1.0,[ 0.0254159   0.20925029 -0.03726164 -0.32885873]
408,[ 0.0254159   0.20925029 -0.03726164 -0.32885873],1,1.0,[ 0.0296009   0.40488234 -0.04383882 -0.6330555 ]
409,[ 0.0296009   0.40488234 -0.04383882 -0.6330555 ],1,1.0,[ 0.03769855  0.60058755 -0.05649993 -0.9392158 ]
410,[ 0.03769855  0.60058755 -0.05649993 -0.9392158 ],0,1.0,[ 0.00622567 -0.19551723 -0.00242963  0.3165816 ]
411,[ 0.00622567 -0.19551723 -0.00242963  0.3165816 ],0,1.0,[ 0.00231533 -0.3906045   0.003902    0.6084973 ]
412,[ 0.00231533 -0.3906045   0.003902    0.6084973 ],0,1.0,[-0.00549676 -0.5857808   0.01607195  0.9024067 ]
413,[-0.00549676 -0.5857808   0.01607195  0.9024067 ],1,1.0,[-0.01721238 -0.3908802   0.03412008  0.6148185 ]
414,[-0.01721238 -0.3908802   0.03412008  0.6148185 ],1,1.0,[-0.02502998 -0.19625118  0.04641645  0.3330743 ]
415,[-0.02502998 -0.19625118  0.04641645  0.3330743 ],1,1.0,[ 0.01949805  0.23577787 -0.03821646 -0.32047126]
416,[ 0.01949805  0.23577787 -0.03821646 -0.32047126],1,1.0,[ 0.02421361  0.43142265 -0.04462589 -0.624957  ]
417,[ 0.02421361  0.43142265 -0.04462589 -0.624957  ],1,1.0,[ 0.03284206  0.62713826 -0.05712502 -0.93135387]
418,[ 0.03284206  0.62713826 -0.05712502 -0.93135387],1,1.0,[ 0.04538483  0.82298267 -0.0757521  -1.2414268 ]
419,[ 0.04538483  0.82298267 -0.0757521  -1.2414268 ],1,1.0,[ 0.06184448  1.0189909  -0.10058064 -1.5568459 ]
420,[ 0.06184448  1.0189909  -0.10058064 -1.5568459 ],0,1.0,[-0.01398623 -0.21080017  0.03039245  0.3517046 ]
421,[-0.01398623 -0.21080017  0.03039245  0.3517046 ],1,1.0,[-0.01820223 -0.01612331  0.03742655  0.06875817]
422,[-0.01820223 -0.01612331  0.03742655  0.06875817],0,1.0,[-0.0185247  -0.2117613   0.03880171  0.3730105 ]
423,[-0.0185247  -0.2117613   0.03880171  0.3730105 ],1,1.0,[-0.02275992 -0.01721141  0.04626192  0.09281015]
424,[-0.02275992 -0.01721141  0.04626192  0.09281015],1,1.0,[-0.02310415  0.17721799  0.04811812 -0.18492576]
425,[-0.02310415  0.17721799  0.04811812 -0.18492576],1,1.0,[-0.01126326  0.16403992  0.02866488 -0.24034017]
426,[-0.01126326  0.16403992  0.02866488 -0.24034017],0,1.0,[-0.00798247 -0.03147954  0.02385808  0.06124485]
427,[-0.00798247 -0.03147954  0.02385808  0.06124485],0,1.0,[-0.00861206 -0.2269353   0.02508297  0.36135864]
428,[-0.00861206 -0.2269353   0.02508297  0.36135864],1,1.0,[-0.01315076 -0.03217869  0.03231015  0.07668925]
429,[-0.01315076 -0.03217869  0.03231015  0.07668925],0,1.0,[-0.01379434 -0.22774857  0.03384393  0.3793885 ]
430,[-0.01379434 -0.22774857  0.03384393  0.3793885 ],0,1.0,[-0.05058233 -0.2352675   0.01425971  0.3357707 ]
431,[-0.05058233 -0.2352675   0.01425971  0.3357707 ],0,1.0,[-0.05528768 -0.43058947  0.02097513  0.63291603]
432,[-0.05528768 -0.43058947  0.02097513  0.63291603],0,1.0,[-0.06389946 -0.62599766  0.03363345  0.9321301 ]
433,[-0.06389946 -0.62599766  0.03363345  0.9321301 ],0,1.0,[-0.07641942 -0.8215569   0.05227605  1.2351894 ]
434,[-0.07641942 -0.8215569   0.05227605  1.2351894 ],1,1.0,[-0.09285056 -0.6271444   0.07697984  0.9593312 ]
435,[-0.09285056 -0.6271444   0.07697984  0.9593312 ],0,1.0,[ 0.03222481 -0.14709452  0.03469852  0.32035822]
436,[ 0.03222481 -0.14709452  0.03469852  0.32035822],0,1.0,[ 0.02928292 -0.342693    0.04110568  0.62377864]
437,[ 0.02928292 -0.342693    0.04110568  0.62377864],1,1.0,[ 0.02242906 -0.14816833  0.05358125  0.34431982]
438,[ 0.02242906 -0.14816833  0.05358125  0.34431982],0,1.0,[ 0.01946569 -0.34400994  0.06046765  0.653406  ]
439,[ 0.01946569 -0.34400994  0.06046765  0.653406  ],1,1.0,[ 0.01258549 -0.14977981  0.07353577  0.38035992]
440,[ 0.01258549 -0.14977981  0.07353577  0.38035992],0,1.0,[-0.0125498  -0.17959118  0.02145367  0.26569223]
441,[-0.0125498  -0.17959118  0.02145367  0.26569223],1,1.0,[-0.01614163  0.0152181   0.02676751 -0.02014754]
442,[-0.01614163  0.0152181   0.02676751 -0.02014754],0,1.0,[-0.01583727 -0.18027729  0.02636456  0.2808592 ]
443,[-0.01583727 -0.18027729  0.02636456  0.2808592 ],0,1.0,[-0.01944281 -0.3757652   0.03198175  0.5817395 ]
444,[-0.01944281 -0.3757652   0.03198175  0.5817395 ],1,1.0,[-0.02695812 -0.18110561  0.04361654  0.29930043]
445,[-0.02695812 -0.18110561  0.04361654  0.29930043],0,1.0,[ 0.02890524 -0.16818137  0.03021818  0.25954324]
446,[ 0.02890524 -0.16818137  0.03021818  0.25954324],1,1.0,[ 0.02554162  0.02649646  0.03540905 -0.02345737]
447,[ 0.02554162  0.02649646  0.03540905 -0.02345737],0,1.0,[ 0.02607154 -0.16911493  0.0349399   0.28018388]
448,[ 0.02607154 -0.16911493  0.0349399   0.28018388],0,1.0,[ 0.02268925 -0.36471742  0.04054358  0.5836788 ]
449,[ 0.02268925 -0.36471742  0.04054358  0.5836788 ],1,1.0,[ 0.0153949  -0.1701862   0.05221715  0.3040383 ]
450,[ 0.0153949  -0.1701862   0.05221715  0.3040383 ],1,1.0,[-0.02579474  0.17323984 -0.02098673 -0.34102863]
451,[-0.02579474  0.17323984 -0.02098673 -0.34102863],1,1.0,[-0.02232995  0.368654   -0.0278073  -0.640255  ]
452,[-0.02232995  0.368654   -0.0278073  -0.640255  ],0,1.0,[-0.01495687  0.17393054 -0.0406124  -0.356457  ]
453,[-0.01495687  0.17393054 -0.0406124  -0.356457  ],1,1.0,[-0.01147826  0.36960566 -0.04774154 -0.6616644 ]
454,[-0.01147826  0.36960566 -0.04774154 -0.6616644 ],1,1.0,[-0.00408614  0.5653582  -0.06097483 -0.96898943]
455,[-0.00408614  0.5653582  -0.06097483 -0.96898943],0,1.0,[ 0.00400978 -0.21055795  0.00167168  0.28861958]
456,[ 0.00400978 -0.21055795  0.00167168  0.28861958],1,1.0,[-0.00020138 -0.01545987  0.00744407 -0.00353566]
457,[-0.00020138 -0.01545987  0.00744407 -0.00353566],0,1.0,[-0.00051057 -0.21068779  0.00737336  0.29148665]
458,[-0.00051057 -0.21068779  0.00737336  0.29148665],0,1.0,[-0.00472433 -0.4059141   0.01320309  0.58648586]
459,[-0.00472433 -0.4059141   0.01320309  0.58648586],0,1.0,[-0.01284261 -0.60121846  0.02493281  0.88329846]
460,[-0.01284261 -0.60121846  0.02493281  0.88329846],1,1.0,[-0.03322316  0.23347567 -0.00278546 -0.2524041 ]
461,[-0.03322316  0.23347567 -0.00278546 -0.2524041 ],1,1.0,[-0.02855364  0.42863727 -0.00783354 -0.5459643 ]
462,[-0.02855364  0.42863727 -0.00783354 -0.5459643 ],1,1.0,[-0.0199809   0.6238684  -0.01875283 -0.84110504]
463,[-0.0199809   0.6238684  -0.01875283 -0.84110504],1,1.0,[-0.00750353  0.8192413  -0.03557493 -1.1396258 ]
464,[-0.00750353  0.8192413  -0.03557493 -1.1396258 ],0,1.0,[ 0.0088813   0.624602   -0.05836745 -0.85830855]
465,[ 0.0088813   0.624602   -0.05836745 -0.85830855],0,1.0,[-0.00570531 -0.23591942 -0.02757447  0.25602436]
466,[-0.00570531 -0.23591942 -0.02757447  0.25602436],1,1.0,[-0.0104237  -0.04041484 -0.02245398 -0.04522687]
467,[-0.0104237  -0.04041484 -0.02245398 -0.04522687],1,1.0,[-0.011232    0.15502177 -0.02335852 -0.3449088 ]
468,[-0.011232    0.15502177 -0.02335852 -0.3449088 ],0,1.0,[-0.00813156 -0.03976024 -0.0302567  -0.05968227]
469,[-0.00813156 -0.03976024 -0.0302567  -0.05968227],0,1.0,[-0.00892676 -0.2344356  -0.03145034  0.223303  ]
470,[-0.00892676 -0.2344356  -0.03145034  0.223303  ],0,1.0,[-0.04315042 -0.17871605 -0.04689072  0.24607474]
471,[-0.04315042 -0.17871605 -0.04689072  0.24607474],1,1.0,[-0.04672474  0.01704315 -0.04196922 -0.06102214]
472,[-0.04672474  0.01704315 -0.04196922 -0.06102214],1,1.0,[-0.04638388  0.21274094 -0.04318966 -0.36664566]
473,[-0.04638388  0.21274094 -0.04318966 -0.36664566],0,1.0,[-0.04212906  0.01825848 -0.05052258 -0.08788783]
474,[-0.04212906  0.01825848 -0.05052258 -0.08788783],0,1.0,[-0.04176389 -0.17610425 -0.05228033  0.18843693]
475,[-0.04176389 -0.17610425 -0.05228033  0.18843693],0,1.0,[ 0.01925702 -0.1826132   0.03036177  0.28949365]
476,[ 0.01925702 -0.1826132   0.03036177  0.28949365],0,1.0,[ 0.01560475 -0.37815464  0.03615164  0.59159565]
477,[ 0.01560475 -0.37815464  0.03615164  0.59159565],1,1.0,[ 0.00804166 -0.18355697  0.04798356  0.31051612]
478,[ 0.00804166 -0.18355697  0.04798356  0.31051612],1,1.0,[0.00437052 0.01084966 0.05419388 0.03334356]
479,[0.00437052 0.01084966 0.05419388 0.03334356],0,1.0,[ 0.00458751 -0.18500587  0.05486075  0.34262076]
480,[ 0.00458751 -0.18500587  0.05486075  0.34262076],1,1.0,[ 0.00758028  0.17884968  0.04208462 -0.31629533]
481,[ 0.00758028  0.17884968  0.04208462 -0.31629533],0,1.0,[ 0.01115728 -0.01684566  0.03575871 -0.01064299]
482,[ 0.01115728 -0.01684566  0.03575871 -0.01064299],0,1.0,[ 0.01082036 -0.21246171  0.03554585  0.29310432]
483,[ 0.01082036 -0.21246171  0.03554585  0.29310432],0,1.0,[ 0.00657113 -0.40807196  0.04140794  0.5967826 ]
484,[ 0.00657113 -0.40807196  0.04140794  0.5967826 ],0,1.0,[-0.00159031 -0.60374814  0.05334359  0.9022158 ]
485,[-0.00159031 -0.60374814  0.05334359  0.9022158 ],0,1.0,[ 0.03302722 -0.19119379 -0.02792333  0.3318842 ]
486,[ 0.03302722 -0.19119379 -0.02792333  0.3318842 ],0,1.0,[ 0.02920334 -0.38590738 -0.02128564  0.61563236]
487,[ 0.02920334 -0.38590738 -0.02128564  0.61563236],0,1.0,[ 0.02148519 -0.58072555 -0.00897299  0.9015359 ]
488,[ 0.02148519 -0.58072555 -0.00897299  0.9015359 ],1,1.0,[ 0.00987068 -0.3854832   0.00905773  0.60604614]
489,[ 0.00987068 -0.3854832   0.00905773  0.60604614],1,1.0,[ 0.00216102 -0.19048908  0.02117865  0.31622988]
490,[ 0.00216102 -0.19048908  0.02117865  0.31622988],1,1.0,[ 0.00834692  0.17671841 -0.02917243 -0.31966358]
491,[ 0.00834692  0.17671841 -0.02917243 -0.31966358],0,1.0,[ 0.01188129 -0.01797619 -0.0355657  -0.03632141]
492,[ 0.01188129 -0.01797619 -0.0355657  -0.03632141],1,1.0,[ 0.01152177  0.17763725 -0.03629213 -0.34001014]
493,[ 0.01152177  0.17763725 -0.03629213 -0.34001014],0,1.0,[ 0.01507451 -0.01695002 -0.04309233 -0.05898896]
494,[ 0.01507451 -0.01695002 -0.04309233 -0.05898896],0,1.0,[ 0.01473551 -0.21142846 -0.04427211  0.21979268]
495,[ 0.01473551 -0.21142846 -0.04427211  0.21979268],0,1.0,[-0.03978252 -0.19377711 -0.02021764  0.30009103]
496,[-0.03978252 -0.19377711 -0.02021764  0.30009103],1,1.0,[-0.04365807  0.00162709 -0.01421582  0.00110105]
497,[-0.04365807  0.00162709 -0.01421582  0.00110105],1,1.0,[-0.04362553  0.19695    -0.0141938  -0.29603302]
498,[-0.04362553  0.19695    -0.0141938  -0.29603302],0,1.0,[-0.03968653  0.00203324 -0.02011446 -0.00786018]
499,[-0.03968653  0.00203324 -0.02011446 -0.00786018],1,1.0,[-0.03964586  0.1974378  -0.02027166 -0.306821  ]
