,s,a,r,s1
592,[-0.5633461  -0.82622105  0.7573908 ],[-1.4216806],-4.764928510733255,[-0.56646216 -0.82408774 -0.07552708]
593,[-0.56646216 -0.82408774 -0.07552708],[-0.18484567],-4.722545651686846,[-0.59580886 -0.8031263  -0.72131974]
594,[-0.59580886 -0.8031263  -0.72131974],[0.5386984],-4.93230519926656,[-0.64453536 -0.7645745  -1.2428597 ]
595,[-0.64453536 -0.7645745  -1.2428597 ],[0.46097523],-5.313085302342909,[-0.7087838 -0.7054258 -1.7471442]
596,[-0.7087838 -0.7054258 -1.7471442],[-0.7602367],-5.868676798256783,[-0.7878346 -0.6158869 -2.390249 ]
597,[-0.7878346 -0.6158869 -2.390249 ],[0.2977812],-6.7123052480011065,[-0.86625654 -0.49959952 -2.807497  ]
598,[-0.86625654 -0.49959952 -2.807497  ],[-0.7509307],-7.645081143252045,[-0.93646115 -0.35077125 -3.2948363 ]
599,[-0.93646115 -0.35077125 -3.2948363 ],[-1.18747],-8.833196345093192,[-0.9853141  -0.17075197 -3.7360353 ]
600,[-0.9853141  -0.17075197 -3.7360353 ],[1.5799037],-8.582066158213715,[-0.96110415 -0.2761862   1.0294565 ]
601,[-0.96110415 -0.2761862   1.0294565 ],[-1.8945435],-8.299288894733332,[-0.95332587 -0.30194333  0.5381353 ]
602,[-0.95332587 -0.30194333  0.5381353 ],[0.4307522],-8.065588136011025,[-0.94747657 -0.3198252   0.37629062]
603,[-0.94747657 -0.3198252   0.37629062],[-0.924231],-7.945138081103741,[-0.947512   -0.31972036 -0.00221294]
604,[-0.947512   -0.31972036 -0.00221294],[0.8385317],-7.931451228347941,[-0.9493539  -0.31420884 -0.11622347]
605,[-0.9493539  -0.31420884 -0.11622347],[1.4261703],-7.966896492079143,[-0.9514986  -0.30765304 -0.13795455]
606,[-0.9514986  -0.30765304 -0.13795455],[-1.0194286],-8.005432051327714,[-0.9591978  -0.28273574 -0.5216086 ]
607,[-0.9591978  -0.28273574 -0.5216086 ],[-1.5877296],-8.1804544495199,[-0.9717987  -0.23581198 -0.9718198 ]
608,[-0.9717987  -0.23581198 -0.9718198 ],[-0.5354623],-8.525266672872064,[-0.984446   -0.17568752 -1.2289982 ]
609,[-0.984446   -0.17568752 -1.2289982 ],[0.92916185],-8.943064024900776,[-0.9933333  -0.11527778 -1.2213895 ]
610,[-0.9933333  -0.11527778 -1.2213895 ],[0.9382284],-9.307086627692291,[-0.9983657 -0.0571478 -1.1671137]
611,[-0.9983657 -0.0571478 -1.1671137],[1.2869903],-9.651479612729839,[-0.99998    -0.00633262 -1.0169259 ]
612,[-0.99998    -0.00633262 -1.0169259 ],[-1.0974174],-9.934473380114229,[-0.9985968   0.05295695 -1.186288  ]
613,[-0.9985968   0.05295695 -1.186288  ],[0.27641052],-9.680321706803362,[-0.9941481   0.10802596 -1.1051087 ]
614,[-0.9941481   0.10802596 -1.1051087 ],[0.06496675],-9.323376211820998,[-0.9873933   0.15828586 -1.0143442 ]
615,[-0.9873933   0.15828586 -1.0143442 ],[1.2628258],-9.000615191802883,[-0.9811899   0.1930451  -0.70620596]
616,[-0.9811899   0.1930451  -0.70620596],[0.9202162],-8.73746165384189,[-0.97688365  0.21377158 -0.4233897 ]
617,[-0.97688365  0.21377158 -0.4233897 ],[-0.3034324],-8.580421445420049,[-0.9734693   0.22881767 -0.30857587]
618,[-0.9734693   0.22881767 -0.30857587],[-0.5268934],-8.482146872591045,[-0.97094136  0.23931743 -0.21599662]
619,[-0.97094136  0.23931743 -0.21599662],[0.02199211],-8.414259145958495,[-0.97054267  0.24092934 -0.03320973]
620,[-0.97054267  0.24092934 -0.03320973],[0.8347089],-8.40077240428501,[-0.97373736  0.2276743   0.2726936 ]
621,[-0.97373736  0.2276743   0.2726936 ],[0.46129173],-8.486834205292336,[-0.97925264  0.20264328  0.5126431 ]
622,[-0.97925264  0.20264328  0.5126431 ],[0.06779621],-8.65540388591821,[-0.98553115  0.16949446  0.674795  ]
623,[-0.98553115  0.16949446  0.674795  ],[0.16921438],-8.874044295833775,[-0.99169725  0.12859471  0.827298  ]
624,[-0.99169725  0.12859471  0.827298  ],[0.09671246],-9.144456503972592,[-0.9966367   0.08194725  0.9382509 ]
625,[-0.9966367   0.08194725  0.9382509 ],[1.0928731],-9.450092884287171,[-0.99971545  0.02385487  1.1636423 ]
626,[-0.99971545  0.02385487  1.1636423 ],[0.54840356],-9.855981858844949,[-0.99922657 -0.03932242  1.263794  ]
627,[-0.99922657 -0.03932242  1.263794  ],[1.6905345],-9.7865930836302,[-0.9935401  -0.11348169  1.4878824 ]
628,[-0.9935401  -0.11348169  1.4878824 ],[-0.62911445],-9.389747508737479,[-0.9839961  -0.17819017  1.3084038 ]
629,[-0.9839961  -0.17819017  1.3084038 ],[-1.134031],-8.948563079121117,[-0.97380763 -0.22737353  1.0046567 ]
630,[-0.97380763 -0.22737353  1.0046567 ],[-1.1980985],-8.583353169339814,[-0.9658479  -0.25910968  0.6544117 ]
631,[-0.9658479  -0.25910968  0.6544117 ],[0.27424577],-8.334376930506927,[-0.9590518  -0.28323072  0.5012163 ]
632,[-0.9590518  -0.28323072  0.5012163 ],[-0.21560787],-8.172947712497548,[-0.9553413  -0.29550466  0.25645208]
633,[-0.9553413  -0.29550466  0.25645208],[-0.3636082],-8.081450356640374,[-0.95563215 -0.29456264 -0.01971764]
634,[-0.95563215 -0.29456264 -0.01971764],[1.4640137],-8.082527549409244,[-0.9559415  -0.2935573  -0.02103758]
635,[-0.9559415  -0.2935573  -0.02103758],[-0.66867006],-8.086817949445306,[-0.9608145  -0.2771923  -0.34150603]
636,[-0.9608145  -0.2771923  -0.34150603],[1.621387],-8.198021924479209,[-0.96494544 -0.2624507  -0.30619222]
637,[-0.96494544 -0.2624507  -0.30619222],[-0.2872608],-8.281015738594784,[-0.9717513  -0.23600735 -0.54611933]
638,[-0.9717513  -0.23600735 -0.54611933],[1.5130326],-8.461483017061498,[-0.97730666 -0.21182951 -0.49616995]
639,[-0.97730666 -0.21182951 -0.49616995],[0.04613963],-8.598660061227715,[-0.9836569  -0.18005317 -0.6481212 ]
640,[-0.9836569  -0.18005317 -0.6481212 ],[0.3601509],-8.807004774703396,[-0.98956597 -0.14408039 -0.7291384 ]
641,[-0.98956597 -0.14408039 -0.7291384 ],[-1.7684791],-9.038355095624615,[-0.9960011  -0.08934079 -1.1024705 ]
642,[-0.9960011  -0.08934079 -1.1024705 ],[0.34597102],-9.437177152672255,[-0.9994362  -0.03357473 -1.1175805 ]
643,[-0.9994362  -0.03357473 -1.1175805 ],[1.1765246],-9.786019000725055,[-0.99989146  0.01473257 -0.96628284]
644,[-0.99989146  0.01473257 -0.96628284],[-0.53899133],-9.87091143492793,[-0.99778724  0.06648812 -1.0360821 ]
645,[-0.99778724  0.06648812 -1.0360821 ],[-0.0065187],-9.563312664994893,[-0.9932915   0.11563762 -0.9871938 ]
646,[-0.9932915   0.11563762 -0.9871938 ],[1.9816577],-9.256216941065437,[-0.9893525   0.145539   -0.60321695]
647,[-0.9893525   0.145539   -0.60321695],[-0.4368747],-9.00980731244821,[-0.9848937  0.1731602 -0.5595939]
648,[-0.9848937  0.1731602 -0.5595939],[1.9194013],-8.841382570250433,[-0.9836411   0.18013935 -0.14181358]
649,[-0.9836411   0.18013935 -0.14181358],[0.62280184],-8.766749240146268,[-0.98441285  0.17587304  0.08671121]
650,[-0.98441285  0.17587304  0.08671121],[0.24438834],-8.790851202549472,[-0.9865774   0.16329429  0.25527424]
651,[-0.9865774   0.16329429  0.25527424],[-0.06145041],-8.87240648624842,[-0.9894187   0.14508855  0.3685274 ]
652,[-0.9894187   0.14508855  0.3685274 ],[-0.20730098],-8.98958135066039,[-0.9924094   0.12297793  0.44624868]
653,[-0.9924094   0.12297793  0.44624868],[0.0146363],-9.130064643644042,[-0.9953709   0.09610759  0.54067755]
654,[-0.9953709   0.09610759  0.54067755],[1.5089397],-9.305584447964904,[-0.99852604  0.05427452  0.8390992 ]
655,[-0.99852604  0.05427452  0.8390992 ],[-0.9036922],-9.602593905667506,[-0.99985397  0.01708781  0.7442513 ]
656,[-0.99985397  0.01708781  0.7442513 ],[-1.3014269],-9.819610045865177,[-0.99993944 -0.01100379  0.5618531 ]
657,[-0.99993944 -0.01100379  0.5618531 ],[1.9485956],-9.835950132155084,[-0.99858    -0.05327327  0.8458896 ]
658,[-0.99858    -0.05327327  0.8458896 ],[-1.6136304],-9.611717522860088,[-0.9966813  -0.08140283  0.5638901 ]
659,[-0.9966813  -0.08140283  0.5638901 ],[0.77928036],-9.396614356515954,[-0.99368083 -0.11224248  0.61973006]
660,[-0.99368083 -0.11224248  0.61973006],[-0.4333151],-9.214120763744928,[-0.9907653  -0.13558812  0.47055092]
661,[-0.9907653  -0.13558812  0.47055092],[1.3777846],-9.057584926361894,[-0.9864539  -0.16403869  0.5755275 ]
662,[-0.9864539  -0.16403869  0.5755275 ],[0.9815317],-8.895479776395755,[-0.9810922  -0.19354072  0.5997282 ]
663,[-0.9810922  -0.19354072  0.5997282 ],[-1.1971829],-8.72116535338619,[-0.9783384  -0.20701179  0.27499527]
664,[-0.9783384  -0.20701179  0.27499527],[0.14590006],-8.610501062868924,[-0.97684807 -0.21393423  0.14162143]
665,[-0.97684807 -0.21393423  0.14162143],[0.81335586],-8.564096292190605,[-0.97573143 -0.21897064  0.10317413]
666,[-0.97573143 -0.21897064  0.10317413],[-1.0597074],-8.533454497673594,[-0.97808117 -0.20822407 -0.22000997]
667,[-0.97808117 -0.20822407 -0.22000997],[1.219267],-8.601976330918594,[-0.9800478  -0.19876193 -0.19328797]
668,[-0.9800478  -0.19876193 -0.19328797],[0.5860456],-8.656490971984846,[-0.9824972  -0.18627739 -0.25445256]
669,[-0.9824972  -0.18627739 -0.25445256],[0.25840914],-8.733961925692777,[-0.985652   -0.16878997 -0.35539925]
670,[-0.985652   -0.16878997 -0.35539925],[0.7795212],-8.84596760892898,[-0.9885686  -0.15077157 -0.36506352]
671,[-0.9885686  -0.15077157 -0.36506352],[-0.45394668],-8.955092021388634,[-0.99231726 -0.12371919 -0.5462342 ]
672,[-0.99231726 -0.12371919 -0.5462342 ],[0.92406446],-9.136333173417816,[-0.99510187 -0.09885459 -0.50041395]
673,[-0.99510187 -0.09885459 -0.50041395],[-0.00387231],-9.282312246946564,[-0.99753284 -0.07020173 -0.5751357 ]
674,[-0.99753284 -0.07020173 -0.5751357 ],[-0.94379866],-9.467056074347807,[-0.9994947  -0.03178633 -0.76935685]
675,[-0.9994947  -0.03178633 -0.76935685],[-0.15364015],-9.730076689037116,[-0.9999593   0.00902033 -0.8162426 ]
676,[-0.9999593   0.00902033 -0.8162426 ],[0.8587159],-9.880371207151935,[-0.9990733   0.04304065 -0.68066996]
677,[-0.9990733   0.04304065 -0.68066996],[-1.344416],-9.649080731945803,[-0.99634224  0.0854522  -0.8500519 ]
678,[-0.99634224  0.0854522  -0.8500519 ],[-1.2283846],-9.413124472907013,[-0.9910264   0.13366629 -0.97022045]
679,[-0.9910264   0.13366629 -0.97022045],[1.5827945],-9.141845185351752,[-0.9863039   0.16493799 -0.6325515 ]
680,[-0.9863039   0.16493799 -0.6325515 ],[1.0810131],-8.897146761040203,[-0.98329675  0.18200973 -0.34669605]
681,[-0.98329675  0.18200973 -0.34669605],[0.9112662],-8.765943553482355,[-0.9826212   0.18562205 -0.07349883]
682,[-0.9826212   0.18562205 -0.07349883],[1.129976],-8.733178801580825,[-0.98473626  0.17405316  0.23521411]
683,[-0.98473626  0.17405316  0.23521411],[-0.21477611],-8.806581891683482,[-0.98750186  0.15760739  0.33353758]
684,[-0.98750186  0.15760739  0.33353758],[-1.3777155],-8.913253018650499,[-0.989359    0.14549473  0.2450858 ]
685,[-0.989359    0.14549473  0.2450858 ],[-1.6331806],-8.982171407938495,[-0.9901389   0.14008921  0.10922976]
686,[-0.9901389   0.14008921  0.10922976],[-0.90388393],-9.008258016061859,[-0.99068254  0.13619125  0.07871408]
687,[-0.99068254  0.13619125  0.07871408],[-0.20750464],-9.030548453656136,[-0.9916744   0.12877066  0.14973181]
688,[-0.9916744   0.12877066  0.14973181],[-0.3845804],-9.077325782406847,[-0.99284476  0.11941246  0.18862276]
689,[-0.99284476  0.11941246  0.18862276],[-0.62036335],-9.135789485656005,[-0.9939075   0.11021733  0.1851276 ]
690,[-0.9939075   0.11021733  0.1851276 ],[-0.95010954],-9.192206000006179,[-0.99457836  0.10398966  0.12527417]
691,[-0.99457836  0.10398966  0.12527417],[-0.68278503],-9.227923349176242,[-0.99509007  0.09897327  0.10084865]
692,[-0.99509007  0.09897327  0.10084865],[0.31147677],-9.257659197648401,[-0.9961265   0.08793185  0.22180012]
693,[-0.9961265   0.08793185  0.22180012],[-0.00602643],-9.329069420543624,[-0.9972851   0.0736366   0.28684503]
694,[-0.9972851   0.0736366   0.28684503],[1.1230025],-9.421434179206452,[-0.9988397   0.04815853  0.51052284]
695,[-0.9988397   0.04815853  0.51052284],[-0.2930907],-9.59536864709151,[-0.9997345   0.02304122  0.50267816]
696,[-0.9997345   0.02304122  0.50267816],[-0.582744],-9.750958460822684,[-0.999999    0.00141588  0.43254748]
697,[-0.999999    0.00141588  0.43254748],[-0.04934609],-9.879422311124497,[-0.9998021  -0.01989318  0.42620745]
698,[-0.9998021  -0.01989318  0.42620745],[-1.3314034],-9.764937343493354,[-0.99953574 -0.03046863  0.21157707]
699,[-0.99953574 -0.03046863  0.21157707],[-0.40510952],-9.683703962598281,[-0.9993203  -0.03686295  0.12795918]
700,[-0.9993203  -0.03686295  0.12795918],[1.6527929],-9.643663749373617,[-0.99852705 -0.05425619  0.3482309 ]
701,[-0.99852705 -0.05425619  0.3482309 ],[-0.1707168],-9.543637459281738,[-0.997663   -0.06832614  0.28193125]
702,[-0.997663   -0.06832614  0.28193125],[0.8367207],-9.453288267270787,[-0.996288   -0.08608247  0.35619473]
703,[-0.996288   -0.08608247  0.35619473],[-1.3716396],-9.35005945397607,[-0.99590915 -0.09036008  0.08588695]
704,[-0.99590915 -0.09036008  0.08588695],[0.63017696],-9.310401882357565,[-0.99538445 -0.09596775  0.11264344]
705,[-0.99538445 -0.09596775  0.11264344],[1.5256695],-9.278526604170152,[-0.99400085 -0.10937233  0.26951805]
706,[-0.99400085 -0.10937233  0.26951805],[0.70088625],-9.200785821533685,[-0.9922943  -0.12390342  0.29262173]
707,[-0.9922943  -0.12390342  0.29262173],[-0.18474925],-9.113118589466621,[-0.99119216 -0.13243155  0.17198178]
708,[-0.99119216 -0.13243155  0.17198178],[-1.5906763],-9.05819040980648,[-0.9922568  -0.124203   -0.16594332]
709,[-0.9922568  -0.124203   -0.16594332],[1.49066],-9.107675559582008,[-0.9924757  -0.12244172 -0.03549659]
710,[-0.9924757  -0.12244172 -0.03549659],[-0.7308101],-9.11407257054599,[-0.99385667 -0.11067508 -0.2369494 ]
711,[-0.99385667 -0.11067508 -0.2369494 ],[1.1568341],-9.19203691707502,[-0.9946403  -0.10339563 -0.1464306 ]
712,[-0.9946403  -0.10339563 -0.1464306 ],[-0.9185825],-9.232504318816865,[-0.9963477  -0.08538841 -0.3617647 ]
713,[-0.9963477  -0.08538841 -0.3617647 ],[-0.39020106],-9.352987686032813,[-0.9981232  -0.06123737 -0.48433617]
714,[-0.9981232  -0.06123737 -0.48433617],[-0.03067464],-9.511811584570621,[-0.99940383 -0.03452558 -0.5348654 ]
715,[-0.99940383 -0.03452558 -0.5348654 ],[-0.34997466],-9.682553762627382,[-0.9999925  -0.00386964 -0.61325574]
716,[-0.9999925  -0.00386964 -0.61325574],[-1.4444231],-9.885000266598853,[-0.9992868   0.03776244 -0.8328214 ]
717,[-0.9992868   0.03776244 -0.8328214 ],[0.36021698],-9.703195148725445,[-0.9971667   0.07522365 -0.75046706]
718,[-0.9971667   0.07522365 -0.75046706],[1.1272576],-9.459773467126185,[-0.99484897  0.1013684  -0.5249607 ]
719,[-0.99484897  0.1013684  -0.5249607 ],[0.5555859],-9.269770096531552,[-0.99282986  0.11953612 -0.3655965 ]
720,[-0.99282986  0.11953612 -0.3655965 ],[-1.9244556],-9.14816364941245,[-0.9890601   0.14751299 -0.56461275]
721,[-0.9890601   0.14751299 -0.56461275],[-0.5573795],-8.993467444939679,[-0.9847383   0.17404169 -0.53758496]
722,[-0.9847383   0.17404169 -0.53758496],[-1.9264265],-8.833683214726458,[-0.9780865   0.20819916 -0.6960177 ]
723,[-0.9780865   0.20819916 -0.6960177 ],[0.84735334],-8.644960720483732,[-0.9735816   0.22833939 -0.4127653 ]
724,[-0.9735816   0.22833939 -0.4127653 ],[-1.9925594],-8.496215429173544,[-0.9670573   0.25455877 -0.54039466]
725,[-0.9670573   0.25455877 -0.54039466],[-1.9782351],-8.351732907312815,[-0.9583291   0.2856666  -0.64621085]
726,[-0.9583291   0.2856666  -0.64621085],[1.6238228],-8.177676254250157,[-0.9555958   0.29468066 -0.1883875 ]
727,[-0.9555958   0.29468066 -0.1883875 ],[1.4397562],-8.085265157976966,[-0.9591846   0.2827808   0.24858642]
728,[-0.9591846   0.2827808   0.24858642],[-0.23110132],-8.156690670487556,[-0.96498984  0.26228723  0.42600682]
729,[-0.96498984  0.26228723  0.42600682],[0.15036458],-8.290702952525642,[-0.97294855  0.23102185  0.64527696]
730,[-0.97294855  0.23102185  0.64527696],[-1.6997709],-8.503695187422595,[-0.9790714   0.20351715  0.5635777 ]
731,[-0.9790714   0.20351715  0.5635777 ],[1.0307555],-8.656700808446054,[-0.9870021   0.16070755  0.87082887]
732,[-0.9870021   0.16070755  0.87082887],[0.06437325],-8.957342082162874,[-0.99380624  0.11112671  1.0010155 ]
733,[-0.99380624  0.11112671  1.0010155 ],[0.7609316],-9.283112115667745,[-0.9986777   0.05140902  1.1985003 ]
734,[-0.9986777   0.05140902  1.1985003 ],[0.94190884],-9.69362225705363,[-0.9998471  -0.01748459  1.3783433 ]
735,[-0.9998471  -0.01748459  1.3783433 ],[-0.27704787],-9.950105454743872,[-0.9965018  -0.08357153  1.3236728 ]
736,[-0.9965018  -0.08357153  1.3236728 ],[-1.9482423],-9.529902969955344,[-0.9912866  -0.13172308  0.9687578 ]
737,[-0.9912866  -0.13172308  0.9687578 ],[1.5733967],-9.15332860851443,[-0.9824909  -0.18631071  1.105975  ]
738,[-0.9824909  -0.18631071  1.105975  ],[1.3536023],-8.851370541408453,[-0.96992594 -0.24340013  1.1692823 ]
739,[-0.96992594 -0.24340013  1.1692823 ],[-0.96626204],-8.522866217910202,[-0.95882535 -0.28399634  0.8417929 ]
740,[-0.95882535 -0.28399634  0.8417929 ],[0.30903366],-8.214179129480199,[-0.9486939  -0.31619596  0.6751507 ]
741,[-0.9486939  -0.31619596  0.6751507 ],[-0.97750705],-7.998236800116906,[-0.9439868  -0.32998335  0.29137763]
742,[-0.9439868  -0.32998335  0.29137763],[-0.96717536],-7.879171339755915,[-0.94564414 -0.3252032  -0.10118617]
743,[-0.94564414 -0.3252032  -0.10118617],[-0.9445659],-7.900073309342244,[-0.9532783  -0.30209345 -0.48677346]
744,[-0.9532783  -0.30209345 -0.48677346],[-1.282762],-8.060891094075004,[-0.9659774  -0.2586265  -0.90575784]
745,[-0.9659774  -0.2586265  -0.90575784],[-0.9263],-8.377255139644836,[-0.9801328  -0.19834238 -1.2386727 ]
746,[-0.9801328  -0.19834238 -1.2386727 ],[-0.34538132],-8.808480287826958,[-0.9918569  -0.12735775 -1.4392368 ]
747,[-0.9918569  -0.12735775 -1.4392368 ],[0.40218738],-9.290823308715447,[-0.99854326 -0.05395702 -1.474427  ]
748,[-0.99854326 -0.05395702 -1.474427  ],[1.3244604],-9.752479604317026,[-0.99993     0.01182777 -1.3162256 ]
749,[-0.99993     0.01182777 -1.3162256 ],[-0.8990051],-9.969479687402218,[-0.9964793  0.0838398 -1.4422055]
750,[-0.9964793  0.0838398 -1.4422055],[0.7558588],-9.557816994519673,[-0.9891804   0.14670427 -1.2659469 ]
751,[-0.9891804   0.14670427 -1.2659469 ],[-0.4620208],-9.126649349707524,[-0.9783432   0.20698945 -1.2252219 ]
752,[-0.9783432   0.20698945 -1.2252219 ],[-0.02068926],-8.753168776534826,[-0.9658348   0.25915858 -1.0730832 ]
753,[-0.9658348   0.25915858 -1.0730832 ],[0.38242787],-8.40648168451918,[-0.95438045  0.29859334 -0.82135   ]
754,[-0.95438045  0.29859334 -0.82135   ],[-1.1202246],-8.125084771353752,[-0.9422566   0.33489177 -0.7654387 ]
755,[-0.9422566   0.33489177 -0.7654387 ],[-1.9030082],-7.902783959794989,[-0.92811596  0.37229115 -0.7997211 ]
756,[-0.92811596  0.37229115 -0.7997211 ],[1.7515926],-7.685265137249645,[-0.9232409   0.38422164 -0.25776383]
757,[-0.9232409   0.38422164 -0.25776383],[1.4594369],-7.556036142102558,[-0.92795867  0.37268305  0.24931793]
758,[-0.92795867  0.37268305  0.24931793],[1.7578692],-7.625216732172322,[-0.94199413  0.33562928  0.7925106 ]
759,[-0.94199413  0.33562928  0.7925106 ],[-0.9257225],-7.89985380921772,[-0.95621747  0.29265714  0.90537417]
760,[-0.95621747  0.29265714  0.90537417],[0.33864695],-8.173766882777489,[-0.97175926  0.23597449  1.1756641 ]
761,[-0.97175926  0.23597449  1.1756641 ],[-0.61968136],-8.568168052672084,[-0.9846853   0.17434114  1.2596928 ]
762,[-0.9846853   0.17434114  1.2596928 ],[1.5059354],-8.96021852486604,[-0.99554574  0.09427945  1.616339  ]
763,[-0.99554574  0.09427945  1.616339  ],[-0.2514088],-9.546581510754406,[-0.9999286   0.01195253  1.6493372 ]
764,[-0.9999286   0.01195253  1.6493372 ],[-0.8191654],-10.067347858130269,[-0.9979     -0.06477314  1.5354267 ]
765,[-0.9979     -0.06477314  1.5354267 ],[0.71596867],-9.702805207139132,[-0.9895736  -0.14402798  1.5942422 ]
766,[-0.9895736  -0.14402798  1.5942422 ],[-1.1596991],-9.237886481055787,[-0.9780009  -0.20860069  1.3122663 ]
767,[-0.9780009  -0.20860069  1.3122663 ],[-0.29305738],-8.765681673624496,[-0.96489924 -0.2626203   1.1118573 ]
768,[-0.96489924 -0.2626203   1.1118573 ],[0.16083094],-8.394195321895495,[-0.95151025 -0.30761707  0.9390167 ]
769,[-0.95151025 -0.30761707  0.9390167 ],[1.3239417],-8.092631572714955,[-0.93658817 -0.3504321   0.90689516]
770,[-0.93658817 -0.3504321   0.90689516],[1.100339],-7.831664270652855,[-0.92164856 -0.38802573  0.8091219 ]
771,[-0.92164856 -0.38802573  0.8091219 ],[-1.0518738],-7.591194645918179,[-0.91450864 -0.40456635  0.36032158]
772,[-0.91450864 -0.40456635  0.36032158],[-1.269862],-7.44070071054334,[-0.9171904  -0.39844924 -0.13358249]
773,[-0.9171904  -0.39844924 -0.13358249],[-0.94273746],-7.4652251965368,[-0.92824346 -0.3719733  -0.57383007]
774,[-0.92824346 -0.3719733  -0.57383007],[0.3617261],-7.65319116458908,[-0.94235164 -0.3346242  -0.7985511 ]
775,[-0.94235164 -0.3346242  -0.7985511 ],[0.04223029],-7.9059333395114075,[-0.9585159  -0.28503904 -1.0431848 ]
776,[-0.9585159  -0.28503904 -1.0431848 ],[0.5474692],-8.246138919403721,[-0.9735968  -0.22827446 -1.1748435 ]
777,[-0.9735968  -0.22827446 -1.1748435 ],[0.6290133],-8.614017298948545,[-0.98596793 -0.16693489 -1.2516974 ]
778,[-0.98596793 -0.16693489 -1.2516974 ],[1.8310803],-9.003945404234107,[-0.9936664  -0.11237045 -1.1022366 ]
779,[-0.9936664  -0.11237045 -1.1022366 ],[-1.1404271],-9.297539440722064,[-0.99899983 -0.04471444 -1.3575785 ]
780,[-0.99899983 -0.04471444 -1.3575785 ],[-0.44688863],-9.775063908400332,[-0.99960303  0.02817429 -1.4581476 ]
781,[-0.99960303  0.02817429 -1.4581476 ],[-1.8017178],-9.909216302269058,[-0.993561    0.11329795 -1.7072746 ]
782,[-0.993561    0.11329795 -1.7072746 ],[-1.6900674],-9.463427247678917,[-0.9785835   0.20585008 -1.8758112 ]
783,[-0.9785835   0.20585008 -1.8758112 ],[1.6592091],-8.964503510852932,[-0.96078986  0.2772776  -1.4725423 ]
784,[-0.96078986  0.2772776  -1.4725423 ],[-0.9948588],-8.401050300737804,[-0.93880564  0.34444737 -1.4138129 ]
785,[-0.93880564  0.34444737 -1.4138129 ],[-1.2123126],-7.985136026513879,[-0.91369295  0.40640524 -1.3373243 ]
786,[-0.91369295  0.40640524 -1.3373243 ],[-0.2216655],-7.594037684017736,[-0.89074945  0.45449463 -1.0657701 ]
787,[-0.89074945  0.45449463 -1.0657701 ],[0.22930041],-7.241406421271146,[-0.87453026  0.484971   -0.69050413]
788,[-0.87453026  0.484971   -0.69050413],[0.31428793],-6.992387646307489,[-0.8676643   0.49715054 -0.2796327 ]
789,[-0.8676643   0.49715054 -0.2796327 ],[1.8279094],-6.882274898849716,[-0.87665045  0.48112786  0.36741662]
790,[-0.87665045  0.48112786  0.36741662],[1.597],-6.983811819016278,[-0.89889723  0.43815953  0.96781254]
791,[-0.89889723  0.43815953  0.96781254],[1.0325725],-7.320304685388719,[-0.92829907  0.37183434  1.451318  ]
792,[-0.92829907  0.37183434  1.451318  ],[-0.17600477],-7.831622018062534,[-0.9565708   0.29150006  1.703793  ]
793,[-0.9565708   0.29150006  1.703793  ],[-0.4393038],-8.389050533535858,[-0.9794725   0.20157777  1.8565226 ]
794,[-0.9794725   0.20157777  1.8565226 ],[1.0166641],-8.981213176245594,[-0.99549484  0.09481557  2.1602056 ]
795,[-0.99549484  0.09481557  2.1602056 ],[-1.45429],-9.750745139093285,[-0.9999837  -0.00570044  2.0131736 ]
796,[-0.9999837  -0.00570044  2.0131736 ],[0.5241244],-10.239381328666108,[-0.99394774 -0.10985415  2.087517  ]
797,[-0.99394774 -0.10985415  2.087517  ],[-0.81750315],-9.626532325846963,[-0.97922325 -0.20278518  1.8825009 ]
798,[-0.97922325 -0.20278518  1.8825009 ],[-0.09918404],-8.982658393941277,[-0.95825016 -0.28593123  1.7155344 ]
799,[-0.95825016 -0.28593123  1.7155344 ],[-1.3953109],-8.427958374724481,[-0.9377967  -0.34718484  1.2917894 ]
800,[-0.9377967  -0.34718484  1.2917894 ],[0.11572362],-6.485430081799794,[-0.8142304  -0.5805419   0.29435343]
801,[-0.8142304  -0.5805419   0.29435343],[0.76012105],-6.37072799695984,[-0.81501436 -0.5794407  -0.02703483]
802,[-0.81501436 -0.5794407  -0.02703483],[-1.0624293],-6.369508212582772,[-0.8326097 -0.5538601 -0.6209798]
803,[-0.8326097 -0.5538601 -0.6209798],[-1.3481576],-6.566356896166611,[-0.8652922  -0.50126785 -1.2385985 ]
804,[-0.8652922  -0.50126785 -1.2385985 ],[1.1546856],-7.0009713186665135,[-0.8991399  -0.43766138 -1.4413465 ]
805,[-0.8991399  -0.43766138 -1.4413465 ],[0.27731085],-7.436376532238753,[-0.9335528  -0.35843995 -1.727996  ]
806,[-0.9335528  -0.35843995 -1.727996  ],[-1.8997202],-8.002810914811299,[-0.96828914 -0.2498323  -2.281784  ]
807,[-0.96828914 -0.2498323  -2.281784  ],[0.9915741],-8.868452562970736,[-0.99070024 -0.1360626  -2.3204222 ]
808,[-0.99070024 -0.1360626  -2.3204222 ],[1.0279855],-9.57015884616873,[-0.99973387 -0.02307035 -2.2682712 ]
809,[-0.99973387 -0.02307035 -2.2682712 ],[1.7394248],-10.242699591247797,[-0.996947    0.07808106 -2.0246603 ]
810,[-0.996947    0.07808106 -2.0246603 ],[0.7762527],-9.79514335604319,[-0.98547566  0.16981672 -1.8496616 ]
811,[-0.98547566  0.16981672 -1.8496616 ],[-1.0065618],-9.169675702040172,[-0.96527356  0.26124123 -1.8732833 ]
