,s,a,r,s1
2936,[ 0.0582142  -0.17067037 -0.02646519 -0.17141425],[-0.18729413],1.0,[ 0.0562735  -0.17839898 -0.07045948 -0.21600039]
2937,[ 0.0562735  -0.17839898 -0.07045948 -0.21600039],[2.4998498],1.0,[ 0.07026622 -0.22816338  0.76625682 -2.24653902]
2938,[ 0.00533329 -0.00729784  0.00400218 -0.00384981],[-1.2065545],1.0,[-0.00252055  0.01095977 -0.39562269  0.90753448]
2939,[-0.00252055  0.01095977 -0.39562269  0.90753448],[0.99518836],1.0,[-0.01161612  0.03105759 -0.06079864  0.11263481]
2940,[-0.01161612  0.03105759 -0.06079864  0.11263481],[0.4138605],1.0,[-0.01135219  0.02982185  0.07357409 -0.17067801]
2941,[-0.01135219  0.02982185  0.07357409 -0.17067801],[-0.20039575],1.0,[-0.00983918  0.02703482  0.00242846  0.02800626]
2942,[-0.00983918  0.02703482  0.00242846  0.02800626],[0.50315285],1.0,[-0.00645757  0.02106437  0.16622149 -0.32279554]
2943,[-0.00645757  0.02106437  0.16622149 -0.32279554],[1.6327904],1.0,[ 0.01094993 -0.01596404  0.70299475 -1.51919749]
2944,[ 0.01094993 -0.01596404  0.70299475 -1.51919749],[-2.871645],1.0,[ 0.01976846 -0.03093167 -0.25822843  0.73589518]
2945,[ 0.01976846 -0.03093167 -0.25822843  0.73589518],[-1.2450633],1.0,[ 1.33089495e-03  1.59740680e-02 -6.63158468e-01  1.60644573e+00]
2946,[ 1.33089495e-03  1.59740680e-02 -6.63158468e-01  1.60644573e+00],[-2.5001352],1.0,[-0.04158501  0.11677702 -1.48016808  3.42239057]
2947,[-0.04158501  0.11677702 -1.48016808  3.42239057],[-1.6820768],1.0,[-0.11138935  0.2765506  -2.00615811  4.56312242]
2948,[-0.0002041   0.00435837 -0.00768994  0.0051638 ],[0.9500115],1.0,[ 0.00579524 -0.00989818  0.30681723 -0.7107629 ]
2949,[ 0.00579524 -0.00989818  0.30681723 -0.7107629 ],[1.4463085],1.0,[ 0.02759473 -0.05977626  0.7822472  -1.77728061]
2950,[ 0.02759473 -0.05977626  0.7822472  -1.77728061],[-1.0991945],1.0,[ 0.0514306  -0.11300769  0.41215366 -0.90824881]
2951,[ 0.0514306  -0.11300769  0.41215366 -0.90824881],[1.589631],1.0,[ 0.07852711 -0.17476034  0.94088225 -2.16970919]
2952,[ 0.07852711 -0.17476034  0.94088225 -2.16970919],[1.7471905],1.0,[ 0.12755421 -0.28826656  1.507002   -3.49518807]
2953,[ 0.00013513 -0.00319072 -0.00098007  0.00052581],[2.7631452],1.0,[ 0.01847786 -0.04565212  0.91546776 -2.10174186]
2954,[ 0.01847786 -0.04565212  0.91546776 -2.10174186],[1.7206883],1.0,[ 0.06625008 -0.15412726  1.47156027 -3.31996379]
2955,[ 0.06625008 -0.15412726  1.47156027 -3.31996379],[-2.6806157],1.0,[ 0.10717607 -0.24572528  0.58208025 -1.31783381]
2956,[ 0.00217495 -0.00540979  0.00295445 -0.00800346],[-0.54214865],1.0,[-0.00130593  0.00252297 -0.17651683  0.40047962]
2957,[-0.00130593  0.00252297 -0.17651683  0.40047962],[0.06636938],1.0,[-0.00787342  0.01708478 -0.15224253  0.33147275]
2958,[-0.00787342  0.01708478 -0.15224253  0.33147275],[-0.43235326],1.0,[-0.01682969  0.03697624 -0.29542253  0.66233496]
2959,[-0.01682969  0.03697624 -0.29542253  0.66233496],[-2.1448383],1.0,[-0.04287839  0.09634036 -1.00497082  2.29215443]
2960,[-0.04287839  0.09634036 -1.00497082  2.29215443],[2.176467],1.0,[-0.0684999   0.15412857 -0.28066244  0.63602671]
2961,[-0.0684999   0.15412857 -0.28066244  0.63602671],[-2.4696515],1.0,[-0.09623182  0.21931554 -1.10207464  2.59996657]
2962,[0.00014984 0.00156453 0.00381064 0.00617679],[-0.83968335],1.0,[-0.00529002  0.01478059 -0.27505516  0.64820737]
2963,[-0.00529002  0.01478059 -0.27505516  0.64820737],[1.5565466],1.0,[-0.00587828  0.01632074  0.24374576 -0.55399777]
2964,[-0.00587828  0.01632074  0.24374576 -0.55399777],[0.7868274],1.0,[ 0.0089804  -0.01676711  0.49895569 -1.09926938]
2965,[ 0.0089804  -0.01676711  0.49895569 -1.09926938],[-1.593141],1.0,[ 0.01820762 -0.03515203 -0.0352498   0.1585062 ]
2966,[ 0.01820762 -0.03515203 -0.0352498   0.1585062 ],[1.7621318],1.0,[ 0.02861178 -0.05684423  0.5536197  -1.22750474]
2967,[ 0.02861178 -0.05684423  0.5536197  -1.22750474],[-0.22299428],1.0,[ 0.04920303 -0.102156    0.47709113 -1.04967109]
2968,[ 0.04920303 -0.102156    0.47709113 -1.04967109],[-1.7246866],1.0,[ 0.05691463 -0.1188203  -0.0890743   0.19486752]
2969,[ 0.05691463 -0.1188203  -0.0890743   0.19486752],[2.2167354],1.0,[ 0.06832292 -0.14766301  0.65670543 -1.61500417]
2970,[ 0.06832292 -0.14766301  0.65670543 -1.61500417],[1.6007122],1.0,[ 0.10515861 -0.2373475   1.18274618 -2.86094719]
2971,[-0.00251483  0.00886754 -0.00118011 -0.0080994 ],[-0.22677548],1.0,[-0.00409532  0.01228374 -0.07762435  0.17699197]
2972,[-0.00409532  0.01228374 -0.07762435  0.17699197],[1.6661708],1.0,[ 0.00387804 -0.00614399  0.47469508 -1.08436682]
2973,[ 0.00387804 -0.00614399  0.47469508 -1.08436682],[-1.6434693],1.0,[ 0.01177866 -0.02292693 -0.07729629  0.22342055]
2974,[ 0.01177866 -0.02292693 -0.07729629  0.22342055],[-1.6992531],1.0,[-0.00253536  0.01132169 -0.63710711  1.4782216 ]
2975,[-0.00253536  0.01132169 -0.63710711  1.4782216 ],[1.4336413],1.0,[-0.01828756  0.04676244 -0.15306047  0.3175586 ]
2976,[-0.01828756  0.04676244 -0.15306047  0.3175586 ],[-1.5553486],1.0,[-0.03480289  0.08399486 -0.6712669   1.53326232]
2977,[-0.03480289  0.08399486 -0.6712669   1.53326232],[-1.7576256],1.0,[-0.07321678  0.17190366 -1.2474583   2.85472145]
2978,[-0.07321678  0.17190366 -1.2474583   2.85472145],[-1.1092557],1.0,[-0.13014232  0.3022488  -1.596793    3.66475933]
2979,[-0.00852214 -0.00898905 -0.00733734 -0.00254869],[1.3856663],1.0,[ 4.17955509e-04 -3.05469223e-02  4.53072108e-01 -1.06456396e+00]
2980,[ 4.17955509e-04 -3.05469223e-02  4.53072108e-01 -1.06456396e+00],[0.46009526],1.0,[ 0.0214976  -0.07942691  0.60121988 -1.38418898]
2981,[ 0.0214976  -0.07942691  0.60121988 -1.38418898],[-2.51278],1.0,[ 0.02882956 -0.09638384 -0.2311411   0.50545586]
2982,[ 0.02882956 -0.09638384 -0.2311411   0.50545586],[2.626806],1.0,[ 0.03729908 -0.11910899  0.65137879 -1.61475864]
2983,[ 0.03729908 -0.11910899  0.65137879 -1.61475864],[1.9465314],1.0,[ 0.07617784 -0.21353465  1.28973884 -3.09509617]
2984,[-0.00594804 -0.0058822  -0.00250481  0.00062658],[2.3124595],1.0,[ 0.00934245 -0.04147985  0.76484437 -1.76230683]
2985,[ 0.00934245 -0.04147985  0.76484437 -1.76230683],[-1.416019],1.0,[ 0.03033868 -0.0888312   0.28784999 -0.63162079]
2986,[ 0.03033868 -0.0888312   0.28784999 -0.63162079],[-1.6418434],1.0,[ 0.03105605 -0.09021906 -0.2501107   0.5453708 ]
2987,[ 0.03105605 -0.09021906 -0.2501107   0.5453708 ],[-0.6184857],1.0,[ 0.01722487 -0.06173442 -0.44150511  0.88003848]
2988,[ 0.01722487 -0.06173442 -0.44150511  0.88003848],[-2.9573743],1.0,[-0.01983164  0.01626878 -1.40956491  3.00659792]
2989,[-0.01983164  0.01626878 -1.40956491  3.00659792],[-0.00872529],1.0,[-0.07580047  0.13294285 -1.39059129  2.85067944]
2990,[-0.07580047  0.13294285 -1.39059129  2.85067944],[-2.4308548],1.0,[-0.14708378  0.28215868 -2.1675116   4.59122906]
2991,[-0.00286076 -0.00841451 -0.00678328  0.00565111],[1.1642512],1.0,[ 0.00462857 -0.02624049  0.38018488 -0.88785563]
2992,[ 0.00462857 -0.02624049  0.38018488 -0.88785563],[2.5324724],1.0,[ 0.03657986 -0.0999593   1.21493303 -2.78254801]
2993,[ 0.03657986 -0.0999593   1.21493303 -2.78254801],[1.4260068],1.0,[ 0.09427044 -0.23108568  1.66757637 -3.77489612]
2994,[ 0.00237695  0.00565076 -0.00407092 -0.00207997],[-1.0333654],1.0,[-0.00467608  0.02161593 -0.34763921  0.79228739]
2995,[-0.00467608  0.02161593 -0.34763921  0.79228739],[-2.4671886],1.0,[-0.03490613  0.0906199  -1.16153362  2.64258933]
2996,[-0.03490613  0.0906199  -1.16153362  2.64258933],[1.0824767],1.0,[-0.07394077  0.17837116 -0.79368365  1.77717463]
2997,[-0.07394077  0.17837116 -0.79368365  1.77717463],[-1.8013054],1.0,[-0.1175407   0.27772022 -1.38294329  3.17770662]
2998,[-0.00953954  0.00254326  0.00670756  0.00324399],[-1.7558204],1.0,[-0.02095977  0.02974213 -0.57610143  1.3430476 ]
2999,[-0.02095977  0.02974213 -0.57610143  1.3430476 ],[0.6534327],1.0,[-0.03952161  0.07237035 -0.35370052  0.80471507]
3000,[-0.03952161  0.07237035 -0.35370052  0.80471507],[-0.65585893],1.0,[-0.05805888  0.11520632 -0.57294673  1.33724462]
3001,[-0.05805888  0.11520632 -0.57294673  1.33724462],[2.1411977],1.0,[-0.06685243  0.13714159  0.13009654 -0.2128408 ]
3002,[-0.06685243  0.13714159  0.13009654 -0.2128408 ],[0.90917504],1.0,[-0.05597389  0.11835728  0.41347658 -0.72337442]
3003,[-0.05597389  0.11835728  0.41347658 -0.72337442],[0.62802887],1.0,[-0.0356493   0.08361495  0.60300647 -1.01685831]
3004,[-0.0356493   0.08361495  0.60300647 -1.01685831],[2.0574908],1.0,[ 1.79525743e-03  1.47830905e-02  1.26860058e+00 -2.42020088e+00]
3005,[ 1.79525743e-03  1.47830905e-02  1.26860058e+00 -2.42020088e+00],[1.8307061],1.0,[ 0.06427279 -0.10642943  1.85419577 -3.64260955]
3006,[ 0.06427279 -0.10642943  1.85419577 -3.64260955],[-2.1570992],1.0,[ 0.12372017 -0.2168165   1.12464331 -1.93138596]
3007,[-0.00289118  0.00722298 -0.00852652  0.00069724],[-1.1871278],1.0,[-0.01114797  0.02569314 -0.4032258   0.91355294]
3008,[-0.01114797  0.02569314 -0.4032258   0.91355294],[1.0410662],1.0,[-0.0202758   0.04567196 -0.05485671  0.10098354]
3009,[-0.0202758   0.04567196 -0.05485671  0.10098354],[-2.3577855],1.0,[-0.03822667  0.08680682 -0.84018282  1.93628755]
3010,[-0.03822667  0.08680682 -0.84018282  1.93628755],[-1.8735223],1.0,[-0.08407725  0.19202072 -1.44990054  3.31689545]
3011,[-0.08407725  0.19202072 -1.44990054  3.31689545],[-1.2342376],1.0,[-0.14976556  0.34214097 -1.83134936  4.18920228]
3012,[ 0.00889043 -0.00132918  0.00617287  0.00908163],[-2.6429038],1.0,[-0.0084416   0.03963155 -0.87027091  2.01822779]
3013,[-0.0084416   0.03963155 -0.87027091  2.01822779],[0.8340153],1.0,[-0.03747957  0.10581812 -0.58410996  1.3149344 ]
3014,[-0.03747957  0.10581812 -0.58410996  1.3149344 ],[-0.7153435],1.0,[-0.06559204  0.16994016 -0.82128422  1.89355071]
3015,[-0.06559204  0.16994016 -0.82128422  1.89355071],[1.8958802],1.0,[-0.08601893  0.21874092 -0.20396987  0.57884244]
3016,[-0.00397024 -0.0067487   0.00305824  0.00813486],[0.22756292],1.0,[-0.00232184 -0.0100482   0.0791477  -0.17124779]
3017,[-0.00232184 -0.0100482   0.0791477  -0.17124779],[1.8139484],1.0,[ 0.01290102 -0.04472586  0.68040212 -1.54969252]
3018,[ 0.01290102 -0.04472586  0.68040212 -1.54969252],[0.56737816],1.0,[ 0.04372939 -0.11429214  0.86139246 -1.93576389]
3019,[ 0.04372939 -0.11429214  0.86139246 -1.93576389],[-1.583169],1.0,[ 0.06763623 -0.16770782  0.33741263 -0.76492456]
3020,[ 0.06763623 -0.16770782  0.33741263 -0.76492456],[1.4661226],1.0,[ 0.09101899 -0.22300584  0.8297701  -1.98904402]
3021,[-0.00923588 -0.00698942  0.00931239 -0.00894956],[1.744178],1.0,[ 0.00274834 -0.0342534   0.58829205 -1.34070908]
3022,[ 0.00274834 -0.0342534   0.58829205 -1.34070908],[-0.50016147],1.0,[ 0.02281833 -0.07916666  0.41675704 -0.92002508]
3023,[ 0.02281833 -0.07916666  0.41675704 -0.92002508],[-2.8484862],1.0,[ 0.02060956 -0.07300799 -0.52410871  1.19980524]
3024,[ 0.02060956 -0.07300799 -0.52410871  1.19980524],[1.7170433],1.0,[ 0.01139447 -0.05457727  0.06091355 -0.25483503]
3025,[ 0.01139447 -0.05457727  0.06091355 -0.25483503],[2.4271731],1.0,[ 0.03003497 -0.10282943  0.86849192 -2.13831338]
3026,[ 0.03003497 -0.10282943  0.86849192 -2.13831338],[1.0029058],1.0,[ 0.07124316 -0.2028891   1.19123942 -2.86880774]
3027,[ 0.00632269  0.00107628 -0.00320943  0.00136048],[2.3503597],1.0,[ 0.02182221 -0.03491614  0.77600672 -1.78270453]
3028,[ 0.02182221 -0.03491614  0.77600672 -1.78270453],[0.472007],1.0,[ 0.0557826  -0.11180348  0.92265418 -2.07162945]
3029,[ 0.0557826  -0.11180348  0.92265418 -2.07162945],[1.6014752],1.0,[ 0.10312132 -0.2184636   1.44212948 -3.2567467 ]
3030,[ 0.00672427 -0.00417092  0.00760347  0.00677765],[-0.84723437],1.0,[ 0.00139863  0.0090514  -0.27314076  0.64794725]
3031,[ 0.00139863  0.0090514  -0.27314076  0.64794725],[2.5096064],1.0,[ 0.00724001 -0.00419837  0.56247568 -1.28596658]
3032,[ 0.00724001 -0.00419837  0.56247568 -1.28596658],[-0.43506038],1.0,[ 0.0266531  -0.04729082  0.40961731 -0.8829114 ]
3033,[ 0.0266531  -0.04729082  0.40961731 -0.8829114 ],[-1.4382038],1.0,[ 0.03344464 -0.06043909 -0.06803342  0.20729876]
3034,[ 0.03344464 -0.06043909 -0.06803342  0.20729876],[-2.3141239],1.0,[ 0.01550113 -0.0183026  -0.82752838  1.88526721]
3035,[ 0.01550113 -0.0183026  -0.82752838  1.88526721],[1.674085],1.0,[-0.00613979  0.02848281 -0.25756274  0.48303005]
3036,[-0.00613979  0.02848281 -0.25756274  0.48303005],[1.3449858],1.0,[-0.00748977  0.02720826  0.18851326 -0.53275367]
3037,[-0.00748977  0.02720826  0.18851326 -0.53275367],[2.1500707],1.0,[ 0.0142089  -0.02574923  0.89493645 -2.10351122]
3038,[ 0.0142089  -0.02574923  0.89493645 -2.10351122],[1.9725174],1.0,[ 0.062807   -0.13776318  1.53316082 -3.49347937]
3039,[ 0.062807   -0.13776318  1.53316082 -3.49347937],[2.4956608],1.0,[ 0.14001378 -0.31250787  2.31948255 -5.22259446]
3040,[-0.00340108  0.00689185  0.00871714  0.00466305],[1.1576228],1.0,[ 0.00462863 -0.01051187  0.39174851 -0.86607389]
3041,[ 0.00462863 -0.01051187  0.39174851 -0.86607389],[2.1321287],1.0,[ 0.03435835 -0.07692271  1.09304327 -2.44356297]
3042,[ 0.03435835 -0.07692271  1.09304327 -2.44356297],[-2.778863],1.0,[ 0.05941816 -0.13073849  0.16519849 -0.29216215]
3043,[ 0.05941816 -0.13073849  0.16519849 -0.29216215],[-0.5887963],1.0,[ 0.06237    -0.13609881 -0.01698288  0.01859337]
3044,[ 0.06237    -0.13609881 -0.01698288  0.01859337],[1.2080783],1.0,[ 0.06998361 -0.15677503  0.39619767 -1.04064367]
3045,[ 0.06998361 -0.15677503  0.39619767 -1.04064367],[2.846473],1.0,[ 0.10472317 -0.24311948  1.33563102 -3.24862166]
3046,[ 0.00743993 -0.00404103 -0.0006671  -0.00728107],[-2.4277642],1.0,[-0.00873074  0.03291894 -0.80560251  1.83631565]
3047,[-0.00873074  0.03291894 -0.80560251  1.83631565],[0.67813826],1.0,[-0.03623267  0.09430203 -0.57163773  1.25370857]
3048,[-0.03623267  0.09430203 -0.57163773  1.25370857],[-0.1502083],1.0,[-0.06009867  0.14724708 -0.62229482  1.40142962]
3049,[-0.06009867  0.14724708 -0.62229482  1.40142962],[-2.5055165],1.0,[-0.10154999  0.24226814 -1.44573978  3.32759102]
3050,[-0.00089969  0.00656742  0.00782839  0.00021565],[-2.1881697],1.0,[-0.01515945  0.04038059 -0.71873677  1.6731395 ]
3051,[-0.01515945  0.04038059 -0.71873677  1.6731395 ],[2.8989336],1.0,[-0.02447943  0.0616171   0.24864238 -0.57461592]
3052,[-0.02447943  0.0616171   0.24864238 -0.57461592],[-2.5371275],1.0,[-0.03162018  0.07973222 -0.60268348  1.45460084]
3053,[-0.03162018  0.07973222 -0.60268348  1.45460084],[1.3532931],1.0,[-0.04670323  0.11721278 -0.15404323  0.44237303]
3054,[-0.04670323  0.11721278 -0.15404323  0.44237303],[-1.5653894],1.0,[-0.0634179   0.16079092 -0.67988054  1.72437916]
3055,[-0.0634179   0.16079092 -0.67988054  1.72437916],[1.6137294],1.0,[-0.08005153  0.20700335 -0.15511577  0.61418834]
3056,[-0.00593505 -0.00499927  0.00219656  0.00716685],[2.352463],1.0,[ 0.00980818 -0.04093732  0.78274006 -1.7855202 ]
3057,[ 0.00980818 -0.04093732  0.78274006 -1.7855202 ],[-2.9538321],1.0,[ 0.02129751 -0.06560358 -0.20400131  0.51395338]
3058,[ 0.02129751 -0.06560358 -0.20400131  0.51395338],[1.781121],1.0,[ 0.02519282 -0.07450072  0.39663228 -0.9399081 ]
3059,[ 0.02519282 -0.07450072  0.39663228 -0.9399081 ],[-1.0894576],1.0,[ 0.03384412 -0.09588502  0.03769398 -0.14522486]
3060,[ 0.03384412 -0.09588502  0.03769398 -0.14522486],[0.09182931],1.0,[ 0.03615231 -0.10509633  0.0776368  -0.31478807]
3061,[ 0.03615231 -0.10509633  0.0776368  -0.31478807],[-2.0396569],1.0,[ 0.02591842 -0.08860159 -0.58759792  1.12345742]
3062,[ 0.02591842 -0.08860159 -0.58759792  1.12345742],[1.8201598],1.0,[ 0.01487028 -0.07502715  0.03271113 -0.42103211]
3063,[ 0.01487028 -0.07502715  0.03271113 -0.42103211],[0.7191248],1.0,[ 0.02106145 -0.10402268  0.27634088 -1.02547118]
3064,[ 0.02106145 -0.10402268  0.27634088 -1.02547118],[1.9935384],1.0,[ 0.04537263 -0.17627415  0.93674182 -2.5737026 ]
3065,[ 0.04537263 -0.17627415  0.93674182 -2.5737026 ],[1.2073863],1.0,[ 0.09060553 -0.2973458   1.32275138 -3.47940432]
3066,[ 0.00557573 -0.00926946 -0.00423562 -0.0065735 ],[2.5153618],1.0,[ 0.02215252 -0.04833799  0.83065222 -1.92688641]
3067,[ 0.02215252 -0.04833799  0.83065222 -1.92688641],[-1.0254178],1.0,[ 0.04836311 -0.10819827  0.48251771 -1.0908161 ]
3068,[ 0.04836311 -0.10819827  0.48251771 -1.0908161 ],[-0.8828312],1.0,[ 0.06187937 -0.1394173   0.19501286 -0.48562924]
3069,[ 0.06187937 -0.1394173   0.19501286 -0.48562924],[1.9902354],1.0,[ 0.08304926 -0.19138335  0.86082734 -2.0954798 ]
3070,[ 0.08304926 -0.19138335  0.86082734 -2.0954798 ],[-0.7411081],1.0,[ 0.11264439 -0.26563428  0.6214301  -1.64021195]
3071,[ 0.00987876  0.00880151  0.00903832 -0.00732355],[-1.2108736],1.0,[ 0.002161    0.02736475 -0.39380692  0.92594735]
3072,[ 0.002161    0.02736475 -0.39380692  0.92594735],[-2.9464602],1.0,[-0.03308336  0.10897761 -1.36522301  3.13471432]
3073,[-0.03308336  0.10897761 -1.36522301  3.13471432],[2.329044],1.0,[-0.07198181  0.19738456 -0.58579229  1.33613408]
3074,[-0.07198181  0.19738456 -0.58579229  1.33613408],[0.8053877],1.0,[-0.0903311   0.24162503 -0.33351355  0.89231998]
3075,[-0.00966373 -0.00648393 -0.00424992  0.00936947],[-0.70432496],1.0,[-0.01450652  0.00458718 -0.23727946  0.53894538]
3076,[-0.01450652  0.00458718 -0.23727946  0.53894538],[2.5782893],1.0,[-0.00677911 -0.01404147  0.6209206  -1.44618364]
3077,[-0.00677911 -0.01404147  0.6209206  -1.44618364],[-2.1519175],1.0,[ 0.00355289 -0.03719918 -0.10116265  0.25940529]
3078,[ 0.00355289 -0.03719918 -0.10116265  0.25940529],[2.267077],1.0,[ 0.01469843 -0.06278592  0.65599615 -1.51810237]
3079,[ 0.01469843 -0.06278592  0.65599615 -1.51810237],[2.4064555],1.0,[ 0.05677216 -0.15954481  1.44472196 -3.30592103]
3080,[ 0.05677216 -0.15954481  1.44472196 -3.30592103],[0.01064015],1.0,[ 0.11427105 -0.29070559  1.43157511 -3.27532881]
3081,[-0.00896202 -0.00432817 -0.00381884 -0.00749725],[2.5797958],1.0,[ 0.00804946 -0.04431075  0.85193833 -1.97132579]
3082,[ 0.00804946 -0.04431075  0.85193833 -1.97132579],[0.99401903],1.0,[ 0.04849044 -0.13665184  1.1699293  -2.65135672]
3083,[ 0.04849044 -0.13665184  1.1699293  -2.65135672],[2.111205],1.0,[ 0.10892281 -0.27351934  1.84708172 -4.17890025]
3084,[ 0.00137464 -0.00194154 -0.00253773  0.00628933],[1.5098141],1.0,[ 0.0113177  -0.02490103  0.49831907 -1.1425763 ]
3085,[ 0.0113177  -0.02490103  0.49831907 -1.1425763 ],[-0.5359189],1.0,[ 0.02756241 -0.06138799  0.31533866 -0.69547405]
3086,[ 0.02756241 -0.06138799  0.31533866 -0.69547405],[-0.11636116],1.0,[ 0.03942844 -0.0878814   0.27857203 -0.63533825]
3087,[ 0.03942844 -0.0878814   0.27857203 -0.63533825],[-2.7547033],1.0,[ 0.03238362 -0.07238333 -0.62817974  1.38588261]
3088,[ 0.03238362 -0.07238333 -0.62817974  1.38588261],[2.3454182],1.0,[ 0.02320964 -0.05637671  0.16635633 -0.55586062]
3089,[ 0.02320964 -0.05637671  0.16635633 -0.55586062],[-2.9637492],1.0,[ 0.01020889 -0.03372517 -0.81356506  1.66261701]
3090,[ 0.01020889 -0.03372517 -0.81356506  1.66261701],[1.250557],1.0,[-0.0136872   0.01059372 -0.38367489  0.57709247]
3091,[-0.0136872   0.01059372 -0.38367489  0.57709247],[2.1429105],1.0,[-1.47113974e-02  2.53105140e-04  3.30115954e-01 -1.07305848e+00]
3092,[-1.47113974e-02  2.53105140e-04  3.30115954e-01 -1.07305848e+00],[0.528194],1.0,[ 0.00184584 -0.04932047  0.49807213 -1.41042061]
3093,[ 0.00184584 -0.04932047  0.49807213 -1.41042061],[-1.76073],1.0,[ 0.00996508 -0.07800153 -0.08926112 -0.04929348]
3094,[ 0.00996508 -0.07800153 -0.08926112 -0.04929348],[-0.45979092],1.0,[ 0.00351331 -0.07467127 -0.23297535  0.21278003]
3095,[ 0.00351331 -0.07467127 -0.23297535  0.21278003],[-0.26408085],1.0,[-0.00735383 -0.0641248  -0.31041454  0.31519417]
3096,[-0.00735383 -0.0641248  -0.31041454  0.31519417],[2.2114806],1.0,[-0.00487851 -0.08728361  0.43164992 -1.45189451]
3097,[-0.00487851 -0.08728361  0.43164992 -1.45189451],[-1.2027471],1.0,[ 0.00438375 -0.1270891   0.03388563 -0.56005932]
3098,[ 0.00438375 -0.1270891   0.03388563 -0.56005932],[1.3025379],1.0,[ 0.01455352 -0.17137402  0.47317112 -1.6451973 ]
3099,[ 0.01455352 -0.17137402  0.47317112 -1.6451973 ],[-2.1263819],1.0,[ 0.01959361 -0.20710216 -0.21743826 -0.17234573]
3100,[ 0.00633433 -0.00686427 -0.00203539 -0.00019073],[0.4633066],1.0,[ 0.00934669 -0.01411159  0.152236   -0.35857704]
3101,[ 0.00934669 -0.01411159  0.152236   -0.35857704],[0.5270265],1.0,[ 0.01891497 -0.03636097  0.32597208 -0.75269308]
3102,[ 0.01891497 -0.03636097  0.32597208 -0.75269308],[-1.01617],1.0,[ 0.02516098 -0.05068065 -0.01215427  0.02280023]
3103,[ 0.02516098 -0.05068065 -0.01215427  0.02280023],[-1.2821037],1.0,[ 0.01626535 -0.03127592 -0.43162607  0.9386709 ]
3104,[ 0.01626535 -0.03127592 -0.43162607  0.9386709 ],[-2.6020308],1.0,[-0.01809549  0.04428956 -1.28461126  2.82720943]
3105,[-0.01809549  0.04428956 -1.28461126  2.82720943],[0.5225448],1.0,[-0.06562726  0.1465591  -1.0945553   2.31401324]
3106,[-0.06562726  0.1465591  -1.0945553   2.31401324],[0.5303973],1.0,[-0.10580581  0.23131979 -0.91669282  1.94709778]
3107,[ 0.00725005  0.00545556 -0.00068131  0.00895126],[-1.2631253],1.0,[-0.001194    0.02537325 -0.42037266  0.97717539]
3108,[-0.001194    0.02537325 -0.42037266  0.97717539],[-2.4279215],1.0,[-0.0340465   0.10098602 -1.21992715  2.78929838]
3109,[-0.0340465   0.10098602 -1.21992715  2.78929838],[-2.5634332],1.0,[-0.09941506  0.2495082  -2.04279683  4.61879897]
3110,[0.00992136 0.00195724 0.00734811 0.00193242],[1.9159408],1.0,[ 0.02295128 -0.02731796  0.64240586 -1.45092621]
3111,[ 0.02295128 -0.02731796  0.64240586 -1.45092621],[-2.3893766],1.0,[ 0.03259436 -0.04734144 -0.15686276  0.41902661]
3112,[ 0.03259436 -0.04734144 -0.15686276  0.41902661],[0.29117373],1.0,[ 0.02842082 -0.03666919 -0.05245761  0.12082041]
3113,[ 0.02842082 -0.03666919 -0.05245761  0.12082041],[-0.07005552],1.0,[ 0.02595432 -0.03173971 -0.07094526  0.12653469]
3114,[ 0.02595432 -0.03173971 -0.07094526  0.12653469],[0.46179447],1.0,[ 0.02627605 -0.03464243  0.08648235 -0.26673006]
3115,[ 0.02627605 -0.03464243  0.08648235 -0.26673006],[-1.2211465],1.0,[ 0.02165089 -0.02698417 -0.31649557  0.63851804]
3116,[ 0.02165089 -0.02698417 -0.31649557  0.63851804],[2.1591508],1.0,[ 0.02350833 -0.03605329  0.40686487 -1.06965164]
3117,[ 0.02350833 -0.03605329  0.40686487 -1.06965164],[-1.867559],1.0,[ 0.02728425 -0.04956869 -0.21551004  0.37067458]
3118,[ 0.02728425 -0.04956869 -0.21551004  0.37067458],[-2.1944804],1.0,[ 0.00423808 -0.00267999 -0.935326    1.96132314]
3119,[ 0.00423808 -0.00267999 -0.935326    1.96132314],[0.66540456],1.0,[-0.02843738  0.06288539 -0.70061741  1.33878507]
3120,[-0.02843738  0.06288539 -0.70061741  1.33878507],[2.5802367],1.0,[-0.03925695  0.07666278  0.1561809  -0.61899437]
3121,[-0.03925695  0.07666278  0.1561809  -0.61899437],[2.1779602],1.0,[-0.01879534  0.02117107  0.8658595  -2.14660161]
3122,[-0.01879534  0.02117107  0.8658595  -2.14660161],[-1.580587],1.0,[ 0.00495303 -0.03702491  0.3246979  -0.79369584]
3123,[ 0.00495303 -0.03702491  0.3246979  -0.79369584],[0.72740835],1.0,[ 0.02273232 -0.07968562  0.56409029 -1.33957091]
3124,[ 0.02273232 -0.07968562  0.56409029 -1.33957091],[-1.2384781],1.0,[ 0.03704249 -0.11438086  0.15374809 -0.41609091]
3125,[ 0.03704249 -0.11438086  0.15374809 -0.41609091],[0.72648484],1.0,[ 0.04819094 -0.14411404  0.40304481 -1.06650174]
3126,[ 0.04819094 -0.14411404  0.40304481 -1.06650174],[-0.4905648],1.0,[ 0.06121765 -0.18123274  0.24952748 -0.8010516 ]
3127,[ 0.06121765 -0.18123274  0.24952748 -0.8010516 ],[-0.94525933],1.0,[ 0.06524811 -0.20221991 -0.04658048 -0.26083913]
