,s,a,r,s1
1344,[-0.00874634  0.00241078 -0.00708745 -0.00668284],[1.4344913],1.0,[ 5.02673180e-04 -1.97934462e-02  4.68260815e-01 -1.09262344e+00]
1345,[ 5.02673180e-04 -1.97934462e-02  4.68260815e-01 -1.09262344e+00],[2.8389964],1.0,[ 0.03796562 -0.10597621  1.40201108 -3.19926725]
1346,[ 0.03796562 -0.10597621  1.40201108 -3.19926725],[1.4790119],1.0,[ 0.10337681 -0.25397173  1.86588012 -4.20157747]
1347,[-0.00636934 -0.00454226  0.00223716  0.00079814],[2.2400503],1.0,[ 0.00862614 -0.03899007  0.74543572 -1.7056254 ]
1348,[ 0.00862614 -0.03899007  0.74543572 -1.7056254 ],[-2.1478646],1.0,[ 0.0239867  -0.0728713   0.02609091 -0.01992095]
1349,[ 0.0239867  -0.0728713   0.02609091 -0.01992095],[-0.3199429],1.0,[ 0.02306177 -0.07040272 -0.07212216  0.14155091]
1350,[ 0.02306177 -0.07040272 -0.07212216  0.14155091],[0.4755403],1.0,[ 0.0235133  -0.07381328  0.09407834 -0.30647195]
1351,[ 0.0235133  -0.07381328  0.09407834 -0.30647195],[-1.2207378],1.0,[ 0.01928736 -0.06867393 -0.30415776  0.55249665]
1352,[ 0.01928736 -0.06867393 -0.30415776  0.55249665],[0.83081716],1.0,[ 0.01288029 -0.06160847 -0.01743061 -0.18759402]
1353,[ 0.01288029 -0.06160847 -0.01743061 -0.18759402],[-2.9901865],1.0,[-0.00757905 -0.02443817 -1.00307941  2.02370248]
1354,[-0.00757905 -0.02443817 -1.00307941  2.02370248],[0.5817569],1.0,[-0.04346512  0.0443197  -0.79330756  1.4358374 ]
1355,[-0.04346512  0.0443197  -0.79330756  1.4358374 ],[0.19678587],1.0,[-0.0737529   0.09784309 -0.72236543  1.25354772]
1356,[-0.0737529   0.09784309 -0.72236543  1.25354772],[-2.5947616],1.0,[-0.11980185  0.18786362 -1.57625735  3.22751207]
1357,[-0.11980185  0.18786362 -1.57625735  3.22751207],[-1.4363594],1.0,[-0.19187743  0.337436   -2.02372893  4.24729484]
1358,[ 0.00255705  0.0062987  -0.00276505  0.00039925],[-0.5687231],1.0,[-0.00135441  0.01523725 -0.19229223  0.44208812]
1359,[-0.00135441  0.01523725 -0.19229223  0.44208812],[1.8288203],1.0,[ 0.00314717  0.00463335  0.41542202 -0.95483968]
1360,[ 0.00314717  0.00463335  0.41542202 -0.95483968],[-1.0339173],1.0,[ 0.0127269  -0.01625247  0.06527817 -0.10553818]
1361,[ 0.0127269  -0.01625247  0.06527817 -0.10553818],[0.5737658],1.0,[ 0.01916997 -0.02948389  0.25642817 -0.55234731]
1362,[ 0.01916997 -0.02948389  0.25642817 -0.55234731],[2.9560294],1.0,[ 0.04904645 -0.09680734  1.23429114 -2.79209224]
1363,[ 0.04904645 -0.09680734  1.23429114 -2.79209224],[-1.4966615],1.0,[ 0.08823068 -0.18412826  0.7292137  -1.61192353]
1364,[ 0.08823068 -0.18412826  0.7292137  -1.61192353],[-2.2383783],1.0,[ 0.10280851 -0.21726554  0.00347245 -0.07651726]
1365,[ 0.00039048 -0.00779735 -0.00874321  0.00842991],[2.1659234],1.0,[ 0.01446243 -0.04088687  0.71029224 -1.64578838]
1366,[ 0.01446243 -0.04088687  0.71029224 -1.64578838],[2.6578808],1.0,[ 0.06032515 -0.14601147  1.57965303 -3.59562389]
1367,[ 0.06032515 -0.14601147  1.57965303 -3.59562389],[-0.30766988],1.0,[ 0.12104017 -0.28328855  1.45842718 -3.29865058]
1368,[ 0.00169073 -0.00732856 -0.00594456 -0.00134596],[-1.4807265],1.0,[-0.00838366  0.01523603 -0.49645425  1.11827881]
1369,[-0.00838366  0.01523603 -0.49645425  1.11827881],[-1.1088154],1.0,[-0.03547494  0.07586755 -0.85772897  1.91305139]
1370,[-0.03547494  0.07586755 -0.85772897  1.91305139],[1.2621299],1.0,[-0.06127193  0.13234724 -0.43509409  0.93765582]
1371,[-0.06127193  0.13234724 -0.43509409  0.93765582],[1.6477002],1.0,[-0.06792937  0.14678198  0.09999531 -0.19631981]
1372,[-0.06792937  0.14678198  0.09999531 -0.19631981],[1.6210995],1.0,[-0.05356447  0.11810629  0.61750381 -1.2301313 ]
1373,[-0.05356447  0.11810629  0.61750381 -1.2301313 ],[2.2647238],1.0,[-0.01427462  0.03874891  1.346716   -2.735468  ]
1374,[-0.01427462  0.03874891  1.346716   -2.735468  ],[0.5608635],1.0,[ 0.04280784 -0.07466452  1.50841675 -2.95262096]
1375,[ 0.04280784 -0.07466452  1.50841675 -2.95262096],[-1.4986033],1.0,[ 0.09284726 -0.16754248  0.99789037 -1.73051614]
1376,[ 0.09284726 -0.16754248  0.99789037 -1.73051614],[1.642446],1.0,[ 0.14356839 -0.26253084  1.53544569 -3.00943063]
1377,[ 0.00328229  0.00578013  0.0033874  -0.00577547],[0.91996855],1.0,[ 0.00951956 -0.00840349  0.30767486 -0.69652103]
1378,[ 0.00951956 -0.00840349  0.30767486 -0.69652103],[-0.07603993],1.0,[ 0.0212291  -0.034321    0.27843349 -0.60576942]
1379,[ 0.0212291  -0.034321    0.27843349 -0.60576942],[1.2620994],1.0,[ 0.04073352 -0.07785323  0.69590654 -1.56510205]
1380,[ 0.04073352 -0.07785323  0.69590654 -1.56510205],[-0.57336897],1.0,[ 0.0646808  -0.13135393  0.50327742 -1.12733439]
1381,[ 0.0646808  -0.13135393  0.50327742 -1.12733439],[0.77142674],1.0,[ 0.09000256 -0.18953723  0.76232414 -1.78179743]
1382,[ 0.09000256 -0.18953723  0.76232414 -1.78179743],[-1.6675901],1.0,[ 0.1096438  -0.23790934  0.22323868 -0.66588353]
1383,[-0.0093934   0.00480759 -0.00352967 -0.00699264],[1.156906],1.0,[-0.00185421 -0.01308734  0.37947389 -0.87904511]
1384,[-0.00185421 -0.01308734  0.37947389 -0.87904511],[2.6698892],1.0,[ 0.03096108 -0.08830236  1.25882004 -2.86561143]
1385,[ 0.03096108 -0.08830236  1.25882004 -2.86561143],[-2.676205],1.0,[ 0.06329199 -0.16034034  0.36362448 -0.78582945]
1386,[ 0.06329199 -0.16034034  0.36362448 -0.78582945],[1.1254827],1.0,[ 0.085469   -0.2112258   0.74392909 -1.75171469]
1387,[-0.00271977 -0.00762033  0.00926857  0.00788596],[0.03420169],1.0,[-0.00210765 -0.00797808  0.02129386 -0.02538027]
1388,[-0.00210765 -0.00797808  0.02129386 -0.02538027],[-0.8359516],1.0,[-0.00680685  0.0037384  -0.25550059  0.60468283]
1389,[-0.00680685  0.0037384  -0.25550059  0.60468283],[2.0184994],1.0,[-0.00352073 -0.00376615  0.41752963 -0.95945273]
1390,[-0.00352073 -0.00376615  0.41752963 -0.95945273],[-1.2639971],1.0,[ 0.00463113 -0.02149267 -0.00801289  0.05529033]
1391,[ 0.00463113 -0.02149267 -0.00801289  0.05529033],[-0.5588603],1.0,[ 0.00064566 -0.0112311  -0.19083942  0.45423692]
1392,[ 0.00064566 -0.0112311  -0.19083942  0.45423692],[-2.6052103],1.0,[-0.02422491  0.04612773 -1.05050219  2.39687218]
1393,[-0.02422491  0.04612773 -1.05050219  2.39687218],[-2.0110574],1.0,[-0.07926029  0.1704491  -1.69880032  3.81429696]
1394,[-0.07926029  0.1704491  -1.69880032  3.81429696],[-0.7984027],1.0,[-0.15190244  0.33290131 -1.93158761  4.31961356]
1395,[-0.0077333  -0.0033597   0.00776111 -0.00598483],[-1.6122504],1.0,[-0.0181447   0.02114041 -0.52686961  1.21854179]
1396,[-0.0181447   0.02114041 -0.52686961  1.21854179],[-0.39308372],1.0,[-0.04169268  0.07480308 -0.6510252   1.47123512]
1397,[-0.04169268  0.07480308 -0.6510252   1.47123512],[-2.5684357],1.0,[-0.08466139  0.17247006 -1.49386272  3.39480693]
1398,[-0.08466139  0.17247006 -1.49386272  3.39480693],[-1.9899441],1.0,[-0.15699821  0.33635502 -2.11687147  4.78545187]
1399,[-0.00666389 -0.00172049 -0.00962479  0.00484609],[-2.3871496],1.0,[-0.02292564  0.03513706 -0.80123162  1.81940646]
1400,[-0.02292564  0.03513706 -0.80123162  1.81940646],[-1.533859],1.0,[-0.06493723  0.12974489 -1.29828711  2.91013023]
1401,[-0.06493723  0.12974489 -1.29828711  2.91013023],[-1.1142728],1.0,[-0.12389413  0.26162734 -1.6479518   3.68855251]
1402,[-0.00706686  0.00580161 -0.00224036 -0.00903674],[-0.84402514],1.0,[-0.01278861  0.01859254 -0.28307481  0.64194525]
1403,[-0.01278861  0.01859254 -0.28307481  0.64194525],[2.7822955],1.0,[-5.55387085e-03  1.15232798e-03  6.41879654e-01 -1.48769501e+00]
1404,[-5.55387085e-03  1.15232798e-03  6.41879654e-01 -1.48769501e+00],[-0.01460722],1.0,[ 0.01978841 -0.05607101  0.62639411 -1.38605294]
1405,[ 0.01978841 -0.05607101  0.62639411 -1.38605294],[-2.4351547],1.0,[ 0.02857273 -0.07363505 -0.18378216  0.47744588]
1406,[ 0.02857273 -0.07363505 -0.18378216  0.47744588],[0.8349685],1.0,[ 0.02700109 -0.06962928  0.10400911 -0.26604905]
1407,[ 0.02700109 -0.06962928  0.10400911 -0.26604905],[2.7285216],1.0,[ 0.04938151 -0.12319012  1.01179662 -2.38885282]
1408,[ 0.04938151 -0.12319012  1.01179662 -2.38885282],[-0.7864884],1.0,[ 0.08449937 -0.20636141  0.74693207 -1.79646242]
1409,[ 0.00286186  0.00991176 -0.0029567  -0.00102439],[2.7907557],1.0,[ 0.02128067 -0.03273216  0.92133561 -2.10968248]
1410,[ 0.02128067 -0.03273216  0.92133561 -2.10968248],[-1.9709481],1.0,[ 0.04477222 -0.08479034  0.25700372 -0.527305  ]
1411,[ 0.04477222 -0.08479034  0.25700372 -0.527305  ],[0.46678177],1.0,[ 0.05825114 -0.11422504  0.41676317 -0.94400117]
1412,[ 0.05825114 -0.11422504  0.41676317 -0.94400117],[-2.890179],1.0,[ 0.05587875 -0.10941284 -0.53231705  1.15655225]
1413,[ 0.05587875 -0.10941284 -0.53231705  1.15655225],[0.57232016],1.0,[ 0.03879375 -0.07591476 -0.32333226  0.5329949 ]
1414,[ 0.03879375 -0.07591476 -0.32333226  0.5329949 ],[2.9103642],1.0,[ 0.04544013 -0.10156013  0.65214296 -1.78603854]
1415,[ 0.04544013 -0.10156013  0.65214296 -1.78603854],[-0.0070618],1.0,[ 0.0714026  -0.17276548  0.64713994 -1.7877702 ]
1416,[ 0.0714026  -0.17276548  0.64713994 -1.7877702 ],[2.4732852],1.0,[ 0.11354131 -0.28236271  1.45451812 -3.66920588]
1417,[-0.00660553 -0.00577617 -0.00622158  0.00033378],[-2.650778],1.0,[-0.02447645  0.03486319 -0.88484506  2.01096496]
1418,[-0.02447645  0.03486319 -0.88484506  2.01096496],[-2.0252674],1.0,[-0.07305124  0.14434714 -1.54183742  3.4576295 ]
1419,[-0.07305124  0.14434714 -1.54183742  3.4576295 ],[-1.9376496],1.0,[-0.14696582  0.30957828 -2.14843739  4.7934968 ]
1420,[-0.00112678 -0.00325099  0.00457919 -0.00965483],[1.4715421],1.0,[ 0.00884684 -0.02626919  0.49277316 -1.12996982]
1421,[ 0.00884684 -0.02626919  0.49277316 -1.12996982],[-1.1366516],1.0,[ 0.02088126 -0.05308302  0.11092501 -0.22901152]
1422,[ 0.02088126 -0.05308302  0.11092501 -0.22901152],[-1.3008546],1.0,[ 0.01675209 -0.04319003 -0.31614177  0.71255204]
1423,[ 0.01675209 -0.04319003 -0.31614177  0.71255204],[2.641169],1.0,[ 0.02186944 -0.05713809  0.56892632 -1.38284646]
1424,[ 0.02186944 -0.05713809  0.56892632 -1.38284646],[-0.03330534],1.0,[ 0.04430933 -0.11136426  0.55410506 -1.33966887]
1425,[ 0.04430933 -0.11136426  0.55410506 -1.33966887],[-0.07342594],1.0,[ 0.06601017 -0.16455264  0.53189984 -1.33025046]
1426,[ 0.06601017 -0.16455264  0.53189984 -1.33025046],[0.47072476],1.0,[ 0.09051091 -0.22671132  0.69306875 -1.78145318]
1427,[-0.00175652  0.00512235 -0.00241374  0.00112703],[-0.17301224],1.0,[-0.00301904  0.00798239 -0.06055215  0.1404888 ]
1428,[-0.00301904  0.00798239 -0.06055215  0.1404888 ],[-0.40704474],1.0,[-0.00814913  0.01989281 -0.19569234  0.45299178]
1429,[-0.00814913  0.01989281 -0.19569234  0.45299178],[-1.173041],1.0,[-0.02375562  0.05591526 -0.58381734  1.34229105]
1430,[-0.02375562  0.05591526 -0.58381734  1.34229105],[0.12900996],1.0,[-0.04616541  0.10715629 -0.53779402  1.23146344]
1431,[-0.04616541  0.10715629 -0.53779402  1.23146344],[-1.3854629],1.0,[-0.07687154  0.17822581 -0.99609437  2.31642806]
1432,[-0.07687154  0.17822581 -0.99609437  2.31642806],[0.4131236],1.0,[-0.11394937  0.26558718 -0.8598422   2.07297817]
1433,[-0.00543192 -0.00589133 -0.00086322 -0.0040863 ],[1.6435089],1.0,[ 0.00547465 -0.03139715  0.54468444 -1.25845603]
1434,[ 0.00547465 -0.03139715  0.54468444 -1.25845603],[-0.09279326],1.0,[ 0.02651468 -0.07931084  0.50836995 -1.14823406]
1435,[ 0.02651468 -0.07931084  0.50836995 -1.14823406],[-2.634624],1.0,[ 0.0293583  -0.08526573 -0.36294291  0.82132535]
1436,[ 0.0293583  -0.08526573 -0.36294291  0.82132535],[0.879273],1.0,[ 0.02099083 -0.06890024 -0.05688888  0.01115689]
1437,[ 0.02099083 -0.06890024 -0.05688888  0.01115689],[2.9105148],1.0,[ 0.03819385 -0.1145447   0.91358263 -2.26708465]
1438,[ 0.03819385 -0.1145447   0.91358263 -2.26708465],[-1.9479945],1.0,[ 0.06172356 -0.17526572  0.26723913 -0.80570932]
1439,[ 0.06172356 -0.17526572  0.26723913 -0.80570932],[-1.1656828],1.0,[ 0.06499283 -0.19297352 -0.1021387  -0.09400822]
1440,[ 0.06499283 -0.19297352 -0.1021387  -0.09400822],[-1.0912905],1.0,[ 0.05413676 -0.18473309 -0.43995585  0.49966756]
1441,[ 0.05413676 -0.18473309 -0.43995585  0.49966756],[1.8840576],1.0,[ 0.04944239 -0.19785069  0.20271597 -1.13409394]
1442,[ 0.04944239 -0.19785069  0.20271597 -1.13409394],[0.37904185],1.0,[ 0.0602835  -0.25179323  0.33922345 -1.56572601]
1443,[ 0.00311471 -0.00646261  0.00147583 -0.00622249],[-2.8623714],1.0,[-0.01585536  0.0371581  -0.9472771   2.16481849]
1444,[-0.01585536  0.0371581  -0.9472771   2.16481849],[-2.696147],1.0,[-0.07133999  0.16282972 -1.82323083  4.10486558]
1445,[-0.07133999  0.16282972 -1.82323083  4.10486558],[0.8971693],1.0,[-0.13782096  0.31139363 -1.50505616  3.36722586]
1446,[ 0.00453    -0.00409348  0.00955185  0.00269992],[-0.4849712],1.0,[ 0.00169124  0.00340713 -0.15106526  0.36867943]
1447,[ 0.00169124  0.00340713 -0.15106526  0.36867943],[-0.19270222],1.0,[-0.00558903  0.02074184 -0.21307221  0.49964299]
1448,[-0.00558903  0.02074184 -0.21307221  0.49964299],[-2.0866373],1.0,[-0.02795707  0.07259946 -0.90347594  2.07977318]
1449,[-0.02795707  0.07259946 -0.90347594  2.07977318],[1.9537956],1.0,[-0.05096436  0.12490025 -0.25080458  0.56949687]
1450,[-0.05096436  0.12490025 -0.25080458  0.56949687],[1.7226715],1.0,[-0.04978818  0.1237376   0.30781282 -0.61136307]
1451,[-0.04978818  0.1237376   0.30781282 -0.61136307],[-2.4320593],1.0,[-0.05395464  0.13992138 -0.51303812  1.39425891]
1452,[-0.05395464  0.13992138 -0.51303812  1.39425891],[-2.546138],1.0,[-0.09131048  0.23520509 -1.35023464  3.34779028]
1453,[0.00665241 0.00289233 0.00787232 0.00669753],[2.474699],1.0,[ 0.02341812 -0.03475967  0.82811678 -1.87003601]
1454,[ 0.02341812 -0.03475967  0.82811678 -1.87003601],[2.485351],1.0,[ 0.07279723 -0.14577342  1.63797123 -3.66921459]
1455,[ 0.07279723 -0.14577342  1.63797123 -3.66921459],[-0.6002816],1.0,[ 0.13390706 -0.28152506  1.42070119 -3.15384639]
1456,[-0.0085724  -0.00491046 -0.00953562  0.00451187],[0.14548668],1.0,[-0.0079775  -0.00704827  0.03914458 -0.11021768]
1457,[-0.0079775  -0.00704827  0.03914458 -0.11021768],[-2.5583735],1.0,[-0.02343338  0.02786864 -0.80950509  1.83537465]
1458,[-0.02343338  0.02786864 -0.80950509  1.83537465],[0.3454916],1.0,[-0.05328958  0.09419062 -0.68505045  1.49869529]
1459,[-0.05328958  0.09419062 -0.68505045  1.49869529],[-0.79771906],1.0,[-0.08592781  0.16640387 -0.94660394  2.11499252]
1460,[-0.08592781  0.16640387 -0.94660394  2.11499252],[-0.27306864],1.0,[-0.125546    0.25591579 -1.03481966  2.37190492]
1461,[ 0.00901651 -0.00111094  0.00849209  0.0015249 ],[-2.5437908],1.0,[-0.00756522  0.03804045 -0.83517612  1.93607868]
1462,[-0.00756522  0.03804045 -0.83517612  1.93607868],[-1.9758036],1.0,[-0.05384547  0.14394747 -1.47686855  3.35373131]
1463,[-0.05384547  0.14394747 -1.47686855  3.35373131],[2.7514248],1.0,[-0.09448908  0.23556702 -0.56275434  1.28606571]
1464,[ 0.00895262 -0.00924608  0.00565332 -0.00629453],[1.8253896],1.0,[ 0.02133604 -0.03770657  0.61181806 -1.40245796]
1465,[ 0.02133604 -0.03770657  0.61181806 -1.40245796],[-2.8656535],1.0,[ 0.02662425 -0.04881606 -0.34367495  0.813284  ]
1466,[ 0.02662425 -0.04881606 -0.34367495  0.813284  ],[0.66722333],1.0,[ 0.01754192 -0.02870588 -0.11171479  0.20456975]
1467,[ 0.01754192 -0.02870588 -0.11171479  0.20456975],[-1.3160703],1.0,[ 0.00441343 -0.00121719 -0.54376658  1.16198386]
1468,[ 0.00441343 -0.00121719 -0.54376658  1.16198386],[-0.20196308],1.0,[-0.0184999   0.04681131 -0.60261596  1.24758405]
1469,[-0.0184999   0.04681131 -0.60261596  1.24758405],[1.5273231],1.0,[-0.03236758  0.07276461 -0.09323596  0.07240008]
1470,[-0.03236758  0.07276461 -0.09323596  0.07240008],[-0.9944135],1.0,[-0.04285168  0.09249072 -0.42995627  0.90567237]
1471,[-0.04285168  0.09249072 -0.42995627  0.90567237],[-0.3343575],1.0,[-0.06232781  0.13475978 -0.54403542  1.21127025]
1472,[-0.06232781  0.13475978 -0.54403542  1.21127025],[2.6579082],1.0,[-0.06662965  0.14458452  0.32560128 -0.69051077]
1473,[-0.06662965  0.14458452  0.32560128 -0.69051077],[-2.4071567],1.0,[-0.06995067  0.15764827 -0.48853644  1.31693583]
1474,[-0.06995067  0.15764827 -0.48853644  1.31693583],[2.2745793],1.0,[-0.07463627  0.17809246  0.25097833 -0.26656135]
1475,[-0.07463627  0.17809246  0.25097833 -0.26656135],[-0.46843714],1.0,[-0.06812908  0.17896262  0.07519517  0.30238849]
1476,[-0.06812908  0.17896262  0.07519517  0.30238849],[2.8922627],1.0,[-0.04641538  0.15149486  1.00873312 -1.6571997 ]
1477,[-0.04641538  0.15149486  1.00873312 -1.6571997 ],[0.31079593],1.0,[-0.00458393  0.08621391  1.08395088 -1.62001663]
1478,[-0.00458393  0.08621391  1.08395088 -1.62001663],[0.13405445],1.0,[ 0.039212    0.02359092  1.10701771 -1.52451576]
1479,[ 0.039212    0.02359092  1.10701771 -1.52451576],[0.4301546],1.0,[ 0.08603599 -0.04130467  1.23494427 -1.72986822]
1480,[ 0.08603599 -0.04130467  1.23494427 -1.72986822],[-0.69386005],1.0,[ 0.13060466 -0.0983818   0.99557652 -1.14409353]
1481,[ 0.13060466 -0.0983818   0.99557652 -1.14409353],[1.848559],1.0,[ 0.18265262 -0.17280718  1.60466574 -2.5663696 ]
1482,[ 0.18265262 -0.17280718  1.60466574 -2.5663696 ],[-0.12445837],1.0,[ 0.24585263 -0.27377962  1.55689136 -2.50203646]
1483,[ 0.00304769 -0.00152844  0.00339715 -0.00668585],[-0.31795686],1.0,[ 0.00106716  0.00310158 -0.10213661  0.23570242]
1484,[ 0.00106716  0.00310158 -0.10213661  0.23570242],[2.9624674],1.0,[ 0.01671231 -0.03318731  0.88147385 -2.02521645]
1485,[ 0.01671231 -0.03318731  0.88147385 -2.02521645],[-2.5440724],1.0,[ 0.03481639 -0.07320545  0.02792458 -0.01333453]
1486,[ 0.03481639 -0.07320545  0.02792458 -0.01333453],[-0.9912988],1.0,[ 0.02950605 -0.06021182 -0.29268667  0.65638098]
1487,[ 0.02950605 -0.06021182 -0.29268667  0.65638098],[-1.3880056],1.0,[ 0.00880014 -0.01490308 -0.74207735  1.60519801]
1488,[ 0.00880014 -0.01490308 -0.74207735  1.60519801],[1.4201959],1.0,[-0.01115904  0.02502648 -0.25847611  0.41594984]
1489,[-0.01115904  0.02502648 -0.25847611  0.41594984],[-0.6706718],1.0,[-0.02594866  0.05201228 -0.4806709   0.93124801]
1490,[-0.02594866  0.05201228 -0.4806709   0.93124801],[-1.8101186],1.0,[-0.05715752  0.11692044 -1.07811077  2.30465291]
1491,[-0.05715752  0.11692044 -1.07811077  2.30465291],[2.1690607],1.0,[-0.08580842  0.17589656 -0.35911089  0.68333343]
1492,[-0.08580842  0.17589656 -0.35911089  0.68333343],[-1.822724],1.0,[-0.11242426  0.2335306  -0.96896358  2.18240775]
1493,[0.00488752 0.00924878 0.00722076 0.00327486],[0.29551363],1.0,[ 0.00711721  0.00509176  0.10401307 -0.2089693 ]
1494,[ 0.00711721  0.00509176  0.10401307 -0.2089693 ],[0.22557221],1.0,[ 0.01273025 -0.0062937   0.17661972 -0.36043323]
1495,[ 0.01273025 -0.0062937   0.17661972 -0.36043323],[2.5962162],1.0,[ 0.03701436 -0.06020449  1.0352301  -2.31699533]
1496,[ 0.03701436 -0.06020449  1.0352301  -2.31699533],[2.2587907],1.0,[ 0.09310118 -0.18539612  1.76591238 -3.9331863 ]
1497,[ 0.09310118 -0.18539612  1.76591238 -3.9331863 ],[1.928206],1.0,[ 0.17570435 -0.36895654  2.35714814 -5.23100259]
1498,[ 0.00092129 -0.00549887  0.00585509  0.00521571],[-1.3375518],1.0,[-0.00773286  0.01516476 -0.43737325  1.0177982 ]
1499,[-0.00773286  0.01516476 -0.43737325  1.0177982 ],[-2.7818153],1.0,[-0.04359205  0.09755966 -1.35284464  3.08504858]
1500,[-0.04359205  0.09755966 -1.35284464  3.08504858],[1.2893147],1.0,[-0.08883498  0.19942243 -0.91355995  2.04689509]
1501,[-0.08883498  0.19942243 -0.91355995  2.04689509],[-1.0261841],1.0,[-0.13210659  0.29801484 -1.24843325  2.88192262]
1502,[-0.00603392 -0.00291976  0.00717069 -0.00273384],[0.20857833],1.0,[-0.0043576  -0.0062585   0.07646178 -0.16262161]
1503,[-0.0043576  -0.0062585   0.07646178 -0.16262161],[0.32456064],1.0,[ 0.00084506 -0.01763887  0.18351055 -0.40524019]
1504,[ 0.00084506 -0.01763887  0.18351055 -0.40524019],[-0.09484068],1.0,[ 0.00752849 -0.03222191  0.15106293 -0.32790562]
1505,[ 0.00752849 -0.03222191  0.15106293 -0.32790562],[-0.85266733],1.0,[ 0.00791954 -0.0325227  -0.13051984  0.30392081]
1506,[ 0.00791954 -0.0325227  -0.13051984  0.30392081],[-2.0249584],1.0,[-0.01065421  0.00960907 -0.79668017  1.79032454]
1507,[-0.01065421  0.00960907 -0.79668017  1.79032454],[1.0036585],1.0,[-0.03559303  0.06367084 -0.45267842  0.93591831]
1508,[-0.03559303  0.06367084 -0.45267842  0.93591831],[0.17435314],1.0,[-0.05253876  0.0986947  -0.39546383  0.82387302]
1509,[-0.05253876  0.0986947  -0.39546383  0.82387302],[1.4076248],1.0,[-0.05912044  0.11144359  0.06447703 -0.16945672]
1510,[-0.05912044  0.11144359  0.06447703 -0.16945672],[-0.10378459],1.0,[-0.05750774  0.10909648  0.01650808  0.04866162]
1511,[-0.05750774  0.10909648  0.01650808  0.04866162],[1.7349923],1.0,[-0.04558619  0.08713855  0.57835635 -1.13525894]
1512,[-0.04558619  0.08713855  0.57835635 -1.13525894],[1.6020398],1.0,[-0.01217444  0.02077678  1.09204102 -2.18243915]
1513,[-0.01217444  0.02077678  1.09204102 -2.18243915],[0.8856675],1.0,[ 0.0369994  -0.07664718  1.36710086 -2.69913611]
1514,[ 0.0369994  -0.07664718  1.36710086 -2.69913611],[-2.284969],1.0,[ 0.07623691 -0.14783511  0.59987877 -0.9041402 ]
1515,[ 0.07623691 -0.14783511  0.59987877 -0.9041402 ],[-2.4709272],1.0,[ 0.08407544 -0.14886405 -0.20523446  0.82816144]
1516,[ 0.08407544 -0.14886405 -0.20523446  0.82816144],[-1.4401286],1.0,[ 0.06676134 -0.09837168 -0.66045759  1.69620808]
1517,[ 0.06676134 -0.09837168 -0.66045759  1.69620808],[1.0287744],1.0,[ 0.0476289  -0.05072132 -0.2982375   0.70827133]
1518,[ 0.0476289  -0.05072132 -0.2982375   0.70827133],[2.1230078],1.0,[ 0.05003044 -0.05704326  0.41575632 -1.0014636 ]
1519,[ 0.05003044 -0.05704326  0.41575632 -1.0014636 ],[-2.0209386],1.0,[ 0.05320541 -0.0661037  -0.25439607  0.52490401]
1520,[ 0.05320541 -0.0661037  -0.25439607  0.52490401],[1.5235022],1.0,[ 0.05337923 -0.07065103  0.26121083 -0.7353983 ]
1521,[ 0.05337923 -0.07065103  0.26121083 -0.7353983 ],[-2.0710258],1.0,[ 0.05011953 -0.06901575 -0.42186326  0.79604959]
1522,[ 0.05011953 -0.06901575 -0.42186326  0.79604959],[2.6858351],1.0,[ 0.05136623 -0.08094649  0.48095014 -1.36403662]
1523,[ 0.05136623 -0.08094649  0.48095014 -1.36403662],[0.88134533],1.0,[ 0.07640313 -0.14892462  0.77056    -2.03660998]
1524,[ 0.07640313 -0.14892462  0.77056    -2.03660998],[2.3993857],1.0,[ 0.1229303  -0.26670603  1.55084718 -3.83285722]
1525,[-0.00616995 -0.00892552 -0.0059701   0.00633082],[0.08667803],1.0,[-0.00581453 -0.01018256  0.02365092 -0.06838703]
1526,[-0.00581453 -0.01018256  0.02365092 -0.06838703],[0.05648653],1.0,[-0.00448343 -0.01389442  0.04290061 -0.11726058]
1527,[-0.00448343 -0.01389442  0.04290061 -0.11726058],[-1.3388202],1.0,[-0.01166259  0.00185331 -0.40059608  0.89360357]
1528,[-0.01166259  0.00185331 -0.40059608  0.89360357],[2.4329782],1.0,[-1.13736975e-02 -8.94908000e-04  4.12154888e-01 -1.00491389e+00]
1529,[-1.13736975e-02 -8.94908000e-04  4.12154888e-01 -1.00491389e+00],[-2.8811226],1.0,[-0.01420565  0.00453084 -0.55036963  1.2456788 ]
1530,[-0.01420565  0.00453084 -0.55036963  1.2456788 ],[-0.28871176],1.0,[-0.03796057  0.05726181 -0.63804481  1.39888629]
1531,[-0.03796057  0.05726181 -0.63804481  1.39888629],[0.6220703],1.0,[-0.05925904  0.10318084 -0.42861141  0.91351431]
1532,[-0.05925904  0.10318084 -0.42861141  0.91351431],[-0.83218646],1.0,[-0.08199503  0.15353954 -0.70765887  1.60298401]
1533,[-0.08199503  0.15353954 -0.70765887  1.60298401],[-2.230363],1.0,[-0.12500527  0.25226532 -1.43877667  3.31531364]
1534,[-0.0057551  -0.00144185 -0.00472172  0.00424121],[1.8725804],1.0,[ 0.00651223 -0.0300421   0.61637121 -1.41972316]
1535,[ 0.00651223 -0.0300421   0.61637121 -1.41972316],[-1.1619043],1.0,[ 0.02328612 -0.0677631   0.22460005 -0.48744001]
1536,[ 0.02328612 -0.0677631   0.22460005 -0.48744001],[2.4085205],1.0,[ 0.04832394 -0.12493913  1.02457649 -2.35272199]
