,s,a,r,s1
3498,[-0.7937731  -0.00955078],[-0.6724999],-0.045225610890389595,[-0.80252105 -0.00874791]
3499,[-0.80252105 -0.00874791],[0.5008434],-0.025084411705678634,[-0.80866146 -0.00614044]
3500,[-0.80866146 -0.00614044],[-0.67671305],-0.04579405512441817,[-0.55174124 -0.00081031]
3501,[-0.55174124 -0.00081031],[-0.4109123],-0.01688489224962817,[-0.5529571  -0.00121586]
3502,[-0.5529571  -0.00121586],[0.06915697],-0.0004782686098951994,[-0.55384934 -0.00089222]
3503,[-0.55384934 -0.00089222],[-0.7305855],-0.053375519545710765,[-0.5556109  -0.00176153]
3504,[-0.5556109  -0.00176153],[0.39413664],-0.0155343688979813,[-0.5565415 -0.0009306]
3505,[-0.5565415 -0.0009306],[-0.23893596],-0.005709039408948536,[-0.55758387 -0.00104234]
3506,[-0.55758387 -0.00104234],[0.9252464],-0.08560809331380917,[-0.5569839   0.00059998]
3507,[-0.5569839   0.00059998],[-0.3377088],-0.011404723429387165,[-5.5664051e-01  3.4338408e-04]
3508,[-5.5664051e-01  3.4338408e-04],[-0.26942688],-0.007259084488811496,[-5.564539e-01  1.866511e-04]
3509,[-5.564539e-01  1.866511e-04],[0.35994688],-0.012956175409237236,[-0.5554813   0.00097259]
3510,[-0.5554813   0.00097259],[-0.5629431],-0.03169049348838513,[-5.551144e-01  3.669259e-04]
3511,[-5.551144e-01  3.669259e-04],[0.8443075],-0.07128551245708117,[-0.553245   0.0018694]
3512,[-0.553245   0.0018694],[-0.27932388],-0.0078021827650079706,[-0.55157256  0.00167247]
3513,[-0.55157256  0.00167247],[-0.1585022],-0.002512294937227133,[-0.5499283   0.00164427]
3514,[-0.5499283   0.00164427],[0.24895087],-0.00619765350986734,[-0.54771334  0.00221497]
3515,[-0.54771334  0.00221497],[0.0401462],-0.00016117175228993477,[-0.54525745  0.00245589]
3516,[-0.54525745  0.00245589],[-0.06314404],-0.00039871692365745507,[-0.54273397  0.0025235 ]
3517,[-0.54273397  0.0025235 ],[-0.8684941],-0.07542819903021646,[-0.5413698   0.00136419]
3518,[-0.5413698   0.00136419],[-0.16139466],-0.0026048234889973544,[-0.54011446  0.00125532]
3519,[-0.54011446  0.00125532],[0.8233742],-0.06779450926378026,[-0.53750026  0.0026142 ]
3520,[-0.53750026  0.0026142 ],[-0.4129864],-0.017055776472092533,[-0.5354013   0.00209895]
3521,[-0.5354013   0.00209895],[0.13701522],-0.0018773171471607954,[-0.53300834  0.00239297]
3522,[-0.53300834  0.00239297],[0.8047045],-0.0647549311918997,[-0.52933776  0.00367059]
3523,[-0.52933776  0.00367059],[0.5190782],-0.026944217262314753,[-0.52484554  0.00449225]
3524,[-0.52484554  0.00449225],[0.12361303],-0.0015280181116161806,[-0.5201585   0.00468702]
3525,[-0.5201585   0.00468702],[0.6514051],-0.04243285991652215,[-0.5145202   0.00563833]
3526,[-0.5145202   0.00563833],[-0.62459487],-0.03901187481693889,[-0.50988686  0.00463335]
3527,[-0.50988686  0.00463335],[-0.39135268],-0.015315692273060311,[-0.50594336  0.00394351]
3528,[-0.50594336  0.00394351],[0.5428304],-0.029466485143632683,[-0.501318   0.0046254]
3529,[-0.501318   0.0046254],[0.9047109],-0.08185017924265736,[-0.4955025   0.00581549]
3530,[-0.4955025   0.00581549],[0.17792426],-0.003165704247343748,[-0.4896306  0.0058719]
3531,[-0.4896306  0.0058719],[0.04144087],-0.00017173454483932483,[-0.48395085  0.00567974]
3532,[-0.48395085  0.00567974],[0.75197977],-0.05654735718967494,[-0.4774398   0.00651106]
3533,[-0.4774398   0.00651106],[-0.01369892],-1.8766045132864815e-05,[-0.47129437  0.00614542]
3534,[-0.47129437  0.00614542],[0.41867068],-0.017528514172408995,[-0.4649116   0.00638275]
3535,[-0.4649116   0.00638275],[0.6918142],-0.04786068654448741,[-0.45792902  0.00698259]
3536,[-0.45792902  0.00698259],[-0.41787583],-0.017462020625504594,[-0.45206258  0.00586643]
3537,[-0.45206258  0.00586643],[0.10621355],-0.00112813192104968,[-0.44656923  0.00549334]
3538,[-0.44656923  0.00549334],[-0.71200854],-0.050695615514030484,[-0.4427165   0.00385273]
3539,[-0.4427165   0.00385273],[0.0016691],-2.785896431504488e-07,[-0.43946195  0.00325456]
3540,[-0.43946195  0.00325456],[0.9534949],-0.09091525365793274,[-0.4354015   0.00406045]
3541,[-0.4354015   0.00406045],[-0.7563717],-0.057209811364956314,[-0.4331294  0.0022721]
3542,[-0.4331294  0.0022721],[0.79430586],-0.06309218008129883,[-0.43033606  0.00279334]
3543,[-0.43033606  0.00279334],[-0.4757301],-0.022631911980007493,[-0.4289467   0.00138937]
3544,[-0.4289467   0.00138937],[-0.38023004],-0.014457488283029197,[-4.2882806e-01  1.1863340e-04]
3545,[-4.2882806e-01  1.1863340e-04],[0.94384605],-0.08908453602951774,[-0.4279949   0.00083316]
3546,[-0.4279949   0.00083316],[-0.40913752],-0.016739350799189003,[-0.42848268 -0.00048779]
3547,[-0.42848268 -0.00048779],[0.31944954],-0.010204801113174256,[-0.42919502 -0.00071234]
3548,[-0.42919502 -0.00071234],[0.01477196],-2.1821073966015685e-05,[-0.4305838  -0.00138878]
3549,[-0.4305838  -0.00138878],[0.36296916],-0.013174661116914878,[-0.43211672 -0.00153292]
3550,[-0.43211672 -0.00153292],[0.1375252],-0.0018913180867130563,[-0.4341209  -0.00200417]
3551,[-0.4341209  -0.00200417],[-0.7485746],-0.05603639535110148,[-0.43791097 -0.00379009]
3552,[-0.43791097 -0.00379009],[0.853977],-0.07292767584681635,[-0.4410557  -0.00314472]
3553,[-0.4410557  -0.00314472],[0.67968166],-0.046196715723409915,[-0.44379365 -0.00273797]
3554,[-0.44379365 -0.00273797],[0.64050514],-0.04102468280374048,[-0.4461637  -0.00237005]
3555,[-0.4461637  -0.00237005],[-0.3425302],-0.011732693170859322,[-0.4496231 -0.0034594]
3556,[-0.4496231 -0.0034594],[0.05202884],-0.00027070000403504185,[-0.45355475 -0.00393163]
3557,[-0.45355475 -0.00393163],[-0.18593396],-0.003457143839768784,[-0.45828676 -0.004732  ]
3558,[-0.45828676 -0.004732  ],[0.91213375],-0.0831987983908622,[-0.46213728 -0.00385051]
3559,[-0.46213728 -0.00385051],[0.3151892],-0.009934423971460493,[-0.46597338 -0.00383608]
3560,[-0.46597338 -0.00383608],[-0.37839308],-0.014318132587585186,[-0.47080708 -0.00483371]
3561,[-0.47080708 -0.00483371],[-0.80951726],-0.06553182013068551,[-0.47724935 -0.00644227]
3562,[-0.47724935 -0.00644227],[-0.13306308],-0.0017705782707309937,[-0.48423773 -0.00698837]
3563,[-0.48423773 -0.00698837],[0.1203048],-0.0014473245040190154,[-0.49134016 -0.00710243]
3564,[-0.49134016 -0.00710243],[0.20586474],-0.0042380292162702785,[-0.49837536 -0.0070352 ]
3565,[-0.49837536 -0.0070352 ],[0.70727515],-0.050023814092861586,[-0.50453866 -0.00616328]
3566,[-0.50453866 -0.00616328],[0.01529406],-2.3390813224327073e-05,[-0.5108219  -0.00628321]
3567,[-0.5108219  -0.00628321],[0.617878],-0.038177324736398434,[-0.5162741 -0.0054522]
3568,[-0.5162741 -0.0054522],[-0.4082872],-0.016669843552110652,[-0.52239364 -0.00611956]
3569,[-0.52239364 -0.00611956],[0.30204117],-0.009122887017589676,[-0.5280692  -0.00567554]
3570,[-0.5280692  -0.00567554],[0.483406],-0.02336813678839498,[-0.5329861 -0.0049169]
3571,[-0.5329861 -0.0049169],[-0.09430213],-0.0008892890831407263,[-0.53797406 -0.00498796]
3572,[-0.53797406 -0.00498796],[0.06183417],-0.00038234642938018846,[-0.5427615  -0.00478743]
3573,[-0.5427615  -0.00478743],[0.45486394],-0.020690120000868097,[-0.546723   -0.00396149]
3574,[-0.546723   -0.00396149],[0.20912302],-0.004373243557155604,[-0.55019754 -0.00347451]
3575,[-0.55019754 -0.00347451],[0.04432685],-0.00019648698975111153,[-0.5534063  -0.00320874]
3576,[-0.5534063  -0.00320874],[0.22294806],-0.004970583720790978,[-0.55605733 -0.00265106]
3577,[-0.55605733 -0.00265106],[-0.33760014],-0.011397385571886166,[-0.55897176 -0.00291441]
3578,[-0.55897176 -0.00291441],[0.43318206],-0.018764669772835776,[-0.5609716  -0.00199984]
3579,[-0.5609716  -0.00199984],[0.8014578],-0.06423346409624778,[-5.614896e-01 -5.179391e-04]
3580,[-5.614896e-01 -5.179391e-04],[-0.24315944],-0.005912651478816944,[-0.56208867 -0.00059911]
3581,[-0.56208867 -0.00059911],[-0.92068183],-0.08476550398643355,[-0.5637808 -0.0016921]
3582,[-0.5637808 -0.0016921],[0.95859385],-0.09189021603763195,[-5.6373435e-01  4.6428042e-05]
3583,[-5.6373435e-01  4.6428042e-05],[-0.04765278],-0.0002270787537955954,[-5.6345910e-01  2.7523888e-04]
3584,[-5.6345910e-01  2.7523888e-04],[0.84444684],-0.07130904620428034,[-0.5616189   0.00184015]
3585,[-0.5616189   0.00184015],[0.4974968],-0.024750307947816543,[-0.558748    0.00287093]
3586,[-0.558748    0.00287093],[0.15742354],-0.002478217124518012,[-0.55537784  0.00337019]
3587,[-0.55537784  0.00337019],[-0.23175277],-0.005370934554931872,[-0.5521173   0.00326055]
3588,[-0.5521173   0.00326055],[-0.8632085],-0.07451288673906653,[-0.5499379   0.00217936]
3589,[-0.5499379   0.00217936],[0.8023884],-0.06438271920229113,[-0.54635763  0.00358028]
3590,[-0.54635763  0.00358028],[0.32488608],-0.010555096731883396,[-0.54211944  0.00423817]
3591,[-0.54211944  0.00423817],[0.63543457],-0.04037770901182434,[-0.5367893   0.00533016]
3592,[-0.5367893   0.00533016],[-0.5323566],-0.028340357068204015,[-0.5321588   0.00463052]
3593,[-0.5321588   0.00463052],[-0.9976091],-0.0995223874272032,[-0.52896047  0.0031983 ]
3594,[-0.52896047  0.0031983 ],[0.8479056],-0.07189438662003944,[-0.52445006  0.00451037]
3595,[-0.52445006  0.00451037],[-0.6901617],-0.047632317907209655,[-0.52096856  0.00348152]
3596,[-0.52096856  0.00348152],[0.1852433],-0.003431507783970589,[-0.5172289   0.00373965]
3597,[-0.5172289   0.00373965],[0.81173795],-0.06589185069650548,[-0.5123194   0.00490949]
3598,[-0.5123194   0.00490949],[0.16795257],-0.002820806487574235,[-0.50724256  0.00507684]
3599,[-0.50724256  0.00507684],[-0.51635206],-0.026661944724004627,[-0.50306284  0.00417969]
3600,[-0.50306284  0.00417969],[-0.15121092],-0.0022864742031647235,[-0.49926388  0.00379895]
3601,[-0.49926388  0.00379895],[0.15447646],-0.002386297786651781,[-0.49541557  0.00384832]
3602,[-0.49541557  0.00384832],[0.8358406],-0.06986294799350078,[-0.49052462  0.00489095]
3603,[-0.49052462  0.00489095],[0.74087983],-0.05489029279807803,[-0.48477     0.00575462]
3604,[-0.48477     0.00575462],[-0.53392935],-0.028508054864710176,[-0.48010683  0.00466317]
3605,[-0.48010683  0.00466317],[-0.4594199],-0.021106665015711103,[-0.47645804  0.00364878]
3606,[-0.47645804  0.00364878],[-0.94496137],-0.08929519889734686,[-0.4745791   0.00187896]
3607,[-0.4745791   0.00187896],[0.6413523],-0.04113327674248382,[-0.47210443  0.00247466]
3608,[-0.47210443  0.00247466],[0.04396641],-0.00019330451044359404,[-0.4699485   0.00215594]
3609,[-0.4699485   0.00215594],[-0.09341945],-0.0008727194570968211,[-0.46833333  0.00161517]
3610,[-0.46833333  0.00161517],[-0.1524053],-0.002322737750937365,[-0.46735936  0.00097396]
3611,[-0.46735936  0.00097396],[-0.9073087],-0.08232090729229782,[-0.46816617 -0.0008068 ]
3612,[-0.46816617 -0.0008068 ],[0.557745],-0.03110794625572453,[-4.6855018e-01 -3.8400924e-04]
3613,[-4.6855018e-01 -3.8400924e-04],[0.02437062],-5.9392702972177474e-05,[-0.4693086  -0.00075844]
3614,[-0.4693086  -0.00075844],[0.10081676],-0.0010164018388537422,[-0.4703212 -0.0010126]
3615,[-0.4703212 -0.0010126],[-0.93597347],-0.08760463280127376,[-0.47313565 -0.00281444]
3616,[-0.47313565 -0.00281444],[0.78096384],-0.06099045164205599,[-0.47515568 -0.00202002]
3617,[-0.47515568 -0.00202002],[-0.41632187],-0.01733239024918163,[-0.47816223 -0.00300655]
3618,[-0.47816223 -0.00300655],[-0.39052126],-0.015250685304032265,[-0.4820943  -0.00393205]
3619,[-0.4820943  -0.00393205],[-0.8988582],-0.08079460449801133,[-0.4876851  -0.00559082]
3620,[-0.4876851  -0.00559082],[-0.450526],-0.02029736758373133,[-0.49422055 -0.00653544]
3621,[-0.49422055 -0.00653544],[-0.45644206],-0.020833935239014424,[-0.5016607  -0.00744016]
3622,[-0.5016607  -0.00744016],[0.6054049],-0.03665151091996712,[-0.50835717 -0.00669647]
3623,[-0.50835717 -0.00669647],[-0.4200737],-0.017646190337532987,[-0.51579803 -0.00744085]
3624,[-0.51579803 -0.00744085],[0.76968926],-0.059242155990463986,[-0.5221428  -0.00634482]
3625,[-0.5221428  -0.00634482],[-0.07941191],-0.0006306251288512366,[-0.5286177  -0.00647485]
3626,[-0.5286177  -0.00647485],[0.92601645],-0.08575064655377816,[-0.5336659  -0.00504819]
3627,[-0.5336659  -0.00504819],[-0.41538343],-0.017254339253549578,[-0.53926164 -0.00559577]
3628,[-0.53926164 -0.00559577],[-0.03534029],-0.00012489363971044388,[-0.544793   -0.00553135]
3629,[-0.544793   -0.00553135],[0.07409747],-0.0005490434978751901,[-0.5500544  -0.00526136]
3630,[-0.5500544  -0.00526136],[-0.88061386],-0.07754807765323371,[-0.55643845 -0.00638407]
3631,[-0.55643845 -0.00638407],[0.5729686],-0.032829301908465426,[-0.56171715 -0.00527872]
3632,[-0.56171715 -0.00527872],[0.90886533],-0.08260361928083881,[-0.5653473  -0.00363015]
3633,[-0.5653473  -0.00363015],[-0.7322834],-0.05362389975556745,[-0.5697636  -0.00441628]
3634,[-0.5697636  -0.00441628],[-0.7578705],-0.05743676876756219,[-0.57497156 -0.00520796]
3635,[-0.57497156 -0.00520796],[-0.14087206],-0.0019844937641554593,[-0.5800071  -0.00503549]
3636,[-0.5800071  -0.00503549],[-0.42632937],-0.018175673540241633,[-0.58526105 -0.00525394]
3637,[-0.58526105 -0.00525394],[0.2727657],-0.007440112494095175,[-0.589646   -0.00438496]
3638,[-0.589646   -0.00438496],[0.41382465],-0.01712508390150811,[-0.5929181 -0.0032721]
3639,[-0.5929181 -0.0032721],[0.629328],-0.03960537472749479,[-0.5947301  -0.00181196]
3640,[-0.5947301  -0.00181196],[-0.2538863],-0.006445825954603724,[-0.5963934  -0.00166334]
3641,[-0.5963934  -0.00166334],[0.5629392],-0.03169005728757988,[-5.966707e-01 -2.773006e-04]
3642,[-5.966707e-01 -2.773006e-04],[0.33032387],-0.01091138623622534,[-0.5959088   0.00076185]
3643,[-0.5959088   0.00076185],[-0.83010286],-0.06890707597201562,[-5.9585404e-01  5.4773198e-05]
3644,[-5.9585404e-01  5.4773198e-05],[0.97265387],-0.09460555426833253,[-0.59380263  0.00205143]
3645,[-0.59380263  0.00205143],[-0.82633096],-0.06828228551188752,[-0.592468    0.00133458]
3646,[-0.592468    0.00133458],[0.15516101],-0.0024074938477678613,[-0.5903878   0.00208018]
3647,[-0.5903878   0.00208018],[0.2300854],-0.0052939292548104255,[-0.5874649   0.00292288]
3648,[-0.5874649   0.00292288],[0.93248415],-0.08695266898760111,[-0.58266723  0.00479768]
3649,[-0.58266723  0.00479768],[0.18715565],-0.0035027236977305033,[-0.57714814  0.00551911]
3650,[-0.57714814  0.00551911],[0.65133065],-0.04242316154376091,[-0.5702521  0.006896 ]
3651,[-0.5702521  0.006896 ],[0.39694512],-0.015756542742180104,[-0.56241196  0.00784017]
3652,[-0.56241196  0.00784017],[-0.04303229],-0.00018517781785805238,[-0.5543459   0.00806607]
3653,[-0.5543459   0.00806607],[0.18784684],-0.003528643508306928,[-0.5457678   0.00857811]
3654,[-0.5457678   0.00857811],[0.128345],-0.0016472438450947148,[-0.536831    0.00893678]
3655,[-0.536831    0.00893678],[-0.7201722],-0.05186480357196821,[-0.5288753   0.00795573]
3656,[-0.5288753   0.00795573],[-0.07286608],-0.0005309465933933666,[-0.5209893   0.00788601]
3657,[-0.5209893   0.00788601],[0.9498455],-0.09022064602681078,[-0.51169807  0.0092912 ]
3658,[-0.51169807  0.0092912 ],[0.4775942],-0.022809621681361494,[-0.50177974  0.00991836]
3659,[-0.50177974  0.00991836],[0.21702102],-0.004709812236950573,[-0.49169937  0.01008036]
3660,[-0.49169937  0.01008036],[-0.67353445],-0.04536486592637665,[-0.4828682   0.00883118]
3661,[-0.4828682   0.00883118],[-0.02076061],-4.3100303396187775e-05,[-0.47437286  0.00849532]
3662,[-0.47437286  0.00849532],[-0.03211636],-0.00010314604021810642,[-0.46629357  0.00807929]
3663,[-0.46629357  0.00807929],[0.84583145],-0.07154308482377623,[-0.4573732   0.00892037]
3664,[-0.4573732   0.00892037],[0.71460944],-0.051066665765606346,[-0.44787437  0.00949885]
3665,[-0.44787437  0.00949885],[0.3124013],-0.00975945689353921,[-0.43846998  0.00940439]
3666,[-0.43846998  0.00940439],[0.2632721],-0.006931220213860812,[-0.42930222  0.00916775]
3667,[-0.42930222  0.00916775],[-0.23495036],-0.005520167337269655,[-0.42118472  0.0081175 ]
3668,[-0.42118472  0.0081175 ],[0.67879254],-0.04607593072805152,[-0.4128051   0.00837961]
3669,[-0.4128051   0.00837961],[-0.47179815],-0.02225934959772511,[-0.40594894  0.00685617]
3670,[-0.40594894  0.00685617],[-0.59855807],-0.035827176109764027,[-0.40085477  0.00509417]
3671,[-0.40085477  0.00509417],[0.94464076],-0.08923461572413914,[-0.39524356  0.00561121]
3672,[-0.39524356  0.00561121],[0.86961555],-0.07562312131667569,[-0.38926697  0.00597659]
3673,[-0.38926697  0.00597659],[-0.05317728],-0.0002827823343684921,[-0.3843506   0.00491638]
3674,[-0.3843506   0.00491638],[0.20964839],-0.004395244560311817,[-0.380134   0.0042166]
3675,[-0.380134   0.0042166],[0.48532298],-0.02355383969280647,[-0.37623248  0.00390152]
3676,[-0.37623248  0.00390152],[-0.36591032],-0.013389036336126115,[-0.3739494   0.00228306]
3677,[-0.3739494   0.00228306],[0.5286168],-0.027943570644426076,[-0.37195846  0.00199094]
3678,[-0.37195846  0.00199094],[-0.35684648],-0.012733941140293671,[-3.7160128e-01  3.5718898e-04]
3679,[-3.7160128e-01  3.5718898e-04],[0.45562735],-0.02075962838898784,[-3.7166154e-01 -6.0253988e-05]
3680,[-3.7166154e-01 -6.0253988e-05],[-0.3263999],-0.010653688986878596,[-0.37331188 -0.00165033]
3681,[-0.37331188 -0.00165033],[-0.5992744],-0.035912980277549876,[-0.37695047 -0.00363859]
3682,[-0.37695047 -0.00363859],[0.6358309],-0.040428090695877474,[-0.38070005 -0.00374957]
3683,[-0.38070005 -0.00374957],[-0.10204861],-0.0010413919441969956,[-0.3856419  -0.00494186]
3684,[-0.3856419  -0.00494186],[0.2570755],-0.006608780682214288,[-0.39120355 -0.00556164]
3685,[-0.39120355 -0.00556164],[0.6720369],-0.04516335764338351,[-0.3967242  -0.00552064]
3686,[-0.3967242  -0.00552064],[0.77595204],-0.06021015701635157,[-0.40200967 -0.00528546]
3687,[-0.40200967 -0.00528546],[-0.2859092],-0.0081744073889781,[-0.40861583 -0.00660616]
3688,[-0.40861583 -0.00660616],[-0.60231024],-0.03627776255325479,[-0.41697082 -0.00835499]
3689,[-0.41697082 -0.00835499],[-0.02214256],-4.902930968831015e-05,[-0.42614517 -0.00917435]
3690,[-0.42614517 -0.00917435],[0.1787101],-0.003193730092677072,[-0.43577197 -0.00962682]
3691,[-0.43577197 -0.00962682],[-0.53633535],-0.02876556066759264,[-0.4468544  -0.01108243]
3692,[-0.4468544  -0.01108243],[0.67611116],-0.04571263029872661,[-0.4574932  -0.01063877]
3693,[-0.4574932  -0.01063877],[0.06320708],-0.00039951352718903824,[-0.4685297  -0.01103651]
3694,[-0.4685297  -0.01103651],[0.98630613],-0.0972799783823465,[-0.4784979  -0.00996819]
3695,[-0.4784979  -0.00996819],[0.722765],-0.05223892863889468,[-0.48771915 -0.00922127]
3696,[-0.48771915 -0.00922127],[-0.3760889],-0.01414428512656949,[-0.49777314 -0.01005398]
3697,[-0.49777314 -0.01005398],[-0.2507308],-0.006286594036177817,[-0.50839674 -0.01062358]
3698,[-0.50839674 -0.01062358],[-0.83996886],-0.07055476860206547,[-0.52039427 -0.0119975 ]
3699,[-0.52039427 -0.0119975 ],[0.4109923],-0.016891466617942632,[-0.5317993  -0.01140505]
3700,[-0.5317993  -0.01140505],[-0.75566065],-0.05710230226651589,[-0.54427636 -0.01247704]
3701,[-0.54427636 -0.01247704],[0.9308003],-0.08663892333254496,[-0.55520225 -0.01092586]
3702,[-0.55520225 -0.01092586],[0.50977147],-0.02598669478079643,[-0.5651268  -0.00992453]
3703,[-0.5651268  -0.00992453],[-0.60398483],-0.03647976782085607,[-0.57564664 -0.01051985]
3704,[-0.57564664 -0.01051985],[-0.32235834],-0.010391489938364008,[-0.5862613  -0.01061462]
3705,[-0.5862613  -0.01061462],[0.902181],-0.08139306096644675,[-0.5950554  -0.00879414]
3706,[-0.5950554  -0.00879414],[-0.47667345],-0.022721758179238185,[-0.6040327  -0.00897732]
3707,[-0.6040327  -0.00897732],[-0.9206752],-0.08476428572332716,[-0.6137936  -0.00976092]
3708,[-0.6137936  -0.00976092],[0.34478766],-0.011887852859945626,[-0.6223691 -0.0085755]
3709,[-0.6223691 -0.0085755],[0.8230563],-0.06774216410564159,[-0.62898004 -0.00661093]
3710,[-0.62898004 -0.00661093],[-0.7036546],-0.04951297781844666,[-0.6358692  -0.00688915]
3711,[-0.6358692  -0.00688915],[0.6396237],-0.04091184796132019,[-0.64097273 -0.00510352]
3712,[-0.64097273 -0.00510352],[0.64918274],-0.04214382258547325,[-0.64424026 -0.00326752]
3713,[-0.64424026 -0.00326752],[-0.79653066],-0.06344610986399211,[-0.6478174  -0.00357713]
3714,[-0.6478174  -0.00357713],[-0.69408864],-0.048175903716307644,[-0.6515254  -0.00370803]
3715,[-0.6515254  -0.00370803],[0.5460477],-0.029816807705742576,[-0.65347826 -0.00195289]
3716,[-0.65347826 -0.00195289],[-0.73212373],-0.053600515978759235,[-0.6555797  -0.00210144]
3717,[-0.6555797  -0.00210144],[0.68929845],-0.047513235447766894,[-6.55682981e-01 -1.03299244e-04]
3718,[-6.55682981e-01 -1.03299244e-04],[-0.38644007],-0.01493359265294183,[-6.5540105e-01  2.8195078e-04]
3719,[-6.5540105e-01  2.8195078e-04],[-0.9947375],-0.09895027056695796,[-6.5564823e-01 -2.4719635e-04]
3720,[-6.5564823e-01 -2.4719635e-04],[0.26227787],-0.006878968181054379,[-0.6545373   0.00111089]
3721,[-0.6545373   0.00111089],[-0.45772958],-0.02095163665927089,[-0.65315604  0.00138127]
3722,[-0.65315604  0.00138127],[0.8823398],-0.07785234795393059,[-0.6495039   0.00365218]
3723,[-0.6495039   0.00365218],[0.23846836],-0.005686716057213404,[-0.644572    0.00493188]
3724,[-0.644572    0.00493188],[-0.6822295],-0.046543711644540055,[-0.639776    0.00479605]
3725,[-0.639776    0.00479605],[0.4536009],-0.0205753788534083,[-0.63344574  0.00633025]
3726,[-0.63344574  0.00633025],[0.828444],-0.06863194678610399,[-0.62506384  0.00838193]
3727,[-0.62506384  0.00838193],[0.26033062],-0.006777203037035307,[-0.6155421   0.00952172]
3728,[-0.6155421   0.00952172],[-0.22411157],-0.005022599666307337,[-0.6056757   0.00986642]
3729,[-0.6056757   0.00986642],[0.38736644],-0.015005276183838935,[-0.59461886  0.01105684]
3730,[-0.59461886  0.01105684],[0.07993788],-0.0006390065093984155,[-0.58291346  0.01170538]
3731,[-0.58291346  0.01170538],[-0.77116096],-0.059468922653265116,[-0.5719223   0.01099115]
3732,[-0.5719223   0.01099115],[0.26662788],-0.007109042530047649,[-0.56017005  0.01175225]
3733,[-0.56017005  0.01175225],[-0.01801678],-3.246044884274192e-05,[-0.5481711   0.01199896]
3734,[-0.5481711   0.01199896],[-0.73115665],-0.05345900427525727,[-0.53708476  0.01108635]
3735,[-0.53708476  0.01108635],[0.6322961],-0.03997983395586289,[-0.52494884  0.01213591]
3736,[-0.52494884  0.01213591],[0.9858375],-0.09718756142010002,[-0.51132405  0.01362479]
3737,[-0.51132405  0.01362479],[0.58732104],-0.034494600756767115,[-0.4969103   0.01441374]
3738,[-0.4969103   0.01441374],[-0.8587536],-0.07374577825737028,[-0.48398465  0.01292566]
3739,[-0.48398465  0.01292566],[-0.7367538],-0.054280619330769754,[-0.47246054  0.01152412]
3740,[-0.47246054  0.01152412],[0.789296],-0.06229881304581433,[-0.4601345   0.01232603]
3741,[-0.4601345   0.01232603],[0.1836776],-0.0033737460313437717,[-0.44800606  0.01212843]
3742,[-0.44800606  0.01212843],[0.13141367],-0.001726955224079152,[-0.4362426   0.01176346]
3743,[-0.4362426   0.01176346],[-0.47105896],-0.022189654825184847,[-0.42583343  0.01040917]
3744,[-0.42583343  0.01040917],[0.42397752],-0.01797569408928945,[-0.41551107  0.01032236]
3745,[-0.41551107  0.01032236],[0.00240835],-5.80013571828495e-07,[-0.40598163  0.00952945]
3746,[-0.40598163  0.00952945],[0.06057637],-0.0003669496375008699,[-0.39722526  0.00875638]
3747,[-0.39722526  0.00875638],[-0.00726229],-5.274079502327889e-06,[-0.38940504  0.00782022]
3748,[-0.38940504  0.00782022],[0.77583194],-0.06019151956948576,[-0.38140056  0.00800449]
3749,[-0.38140056  0.00800449],[-0.4705184],-0.022138757434263214,[-0.3751363   0.00626428]
3750,[-0.3751363   0.00626428],[-0.3347482],-0.011205636310922175,[-0.44021696 -0.00112919]
3751,[-0.44021696 -0.00112919],[-0.48993143],-0.024003281040631298,[-0.4426999  -0.00248295]
3752,[-0.4426999  -0.00248295],[-0.6408263],-0.04106583274000322,[-0.4467449  -0.00404499]
3753,[-0.4467449  -0.00404499],[0.30528224],-0.00931972430954744,[-0.45090327 -0.00415838]
3754,[-0.45090327 -0.00415838],[-0.76573753],-0.058635397031684994,[-0.45675117 -0.00584789]
3755,[-0.45675117 -0.00584789],[-0.8885221],-0.07894715018015895,[-0.46442983 -0.00767867]
3756,[-0.46442983 -0.00767867],[-0.13747108],-0.0018898297788624064,[-0.47275615 -0.00832632]
3757,[-0.47275615 -0.00832632],[-0.17471883],-0.0030526668511471123,[-0.48172438 -0.00896824]
3758,[-0.48172438 -0.00896824],[0.39232102],-0.01539157830200475,[-0.49041736 -0.00869299]
3759,[-0.49041736 -0.00869299],[0.90614486],-0.08210985026044569,[-0.49799958 -0.00758223]
3760,[-0.49799958 -0.00758223],[0.95536214],-0.09127168207089974,[-0.5043406  -0.00634099]
3761,[-0.5043406  -0.00634099],[-0.43118843],-0.018592346592790767,[-0.5114727  -0.00713213]
3762,[-0.5114727  -0.00713213],[0.9070336],-0.08227099919189165,[-0.5173352 -0.0058625]
3763,[-0.5173352 -0.0058625],[-0.8774226],-0.07698703684200724,[-0.5245608  -0.00722561]
3764,[-0.5245608  -0.00722561],[-0.30884644],-0.009538612590444107,[-0.5322425  -0.00768166]
3765,[-0.5322425  -0.00768166],[-0.6016551],-0.036198889018238846,[-0.5407618  -0.00851933]
3766,[-0.5407618  -0.00851933],[0.3270374],-0.010695345710491112,[-0.54866195 -0.0079001 ]
3767,[-0.54866195 -0.0079001 ],[-0.10172088],-0.0010347136815970492,[-0.55652684 -0.00786489]
3768,[-0.55652684 -0.00786489],[-0.4008798],-0.01607046143043398,[-0.5647465  -0.00821965]
3769,[-0.5647465  -0.00821965],[-0.18208839],-0.003315618177013868,[-0.57293147 -0.00818496]
