,s,a,r,s1
1643,[-0.4484017   0.00567293],[0.85404986],-0.07294011658105184,[-0.4420069  0.0063948]
1644,[-0.4420069  0.0063948],[-0.09561139],-0.0009141537133053268,[-0.43636134  0.00564553]
1645,[-0.43636134  0.00564553],[-0.08552562],-0.0007314631163819253,[-0.43149093  0.00487041]
1646,[-0.43149093  0.00487041],[0.6488117],-0.04209566194096084,[-0.42632934  0.00516158]
1647,[-0.42632934  0.00516158],[-0.8815239],-0.07770843989380048,[-0.42320928  0.00312008]
1648,[-0.42320928  0.00312008],[-0.6182806],-0.03822708874520551,[-0.4217582   0.00145107]
1649,[-0.4217582   0.00145107],[-0.4690428],-0.022000115556528588,[-4.2176268e-01 -4.4750195e-06]
1650,[-4.2176268e-01 -4.4750195e-06],[0.25089195],-0.006294677243478564,[-4.2214274e-01 -3.8008203e-04]
1651,[-4.2214274e-01 -3.8008203e-04],[0.6485297],-0.04205907826585396,[-4.2229927e-01 -1.5651340e-04]
1652,[-4.2229927e-01 -1.5651340e-04],[0.5077955],-0.02578562826941244,[-4.2244220e-01 -1.4292603e-04]
1653,[-4.2244220e-01 -1.4292603e-04],[0.09986536],-0.0009973090537007902,[-0.4231824  -0.00074021]
1654,[-0.4231824  -0.00074021],[-0.36272585],-0.013157004510198078,[-0.42520848 -0.00202608]
1655,[-0.42520848 -0.00202608],[0.19276279],-0.003715749402221391,[-0.42767268 -0.0024642 ]
1656,[-0.42767268 -0.0024642 ],[-0.37212458],-0.013847670492243315,[-0.43140462 -0.00373194]
1657,[-0.43140462 -0.00373194],[0.3012926],-0.009077722975874636,[-0.4353673  -0.00396268]
1658,[-0.4353673  -0.00396268],[0.8869504],-0.07866809653171601,[-0.43865356 -0.00328629]
1659,[-0.43865356 -0.00328629],[-0.9759432],-0.09524651447353705,[-0.44403398 -0.00538042]
1660,[-0.44403398 -0.00538042],[-0.5581007],-0.03114763917628807,[-0.45084262 -0.00680865]
1661,[-0.45084262 -0.00680865],[-0.54488426],-0.029689886166608306,[-0.45900995 -0.00816733]
1662,[-0.45900995 -0.00816733],[0.95657915],-0.09150436678603491,[-0.4662238  -0.00721385]
1663,[-0.4662238  -0.00721385],[-0.854136],-0.07295482896572594,[-0.47514704 -0.00892324]
1664,[-0.47514704 -0.00892324],[0.11736015],-0.001377340534885857,[-0.48425636 -0.00910931]
1665,[-0.48425636 -0.00910931],[-0.6086997],-0.03705152996708563,[-0.49457312 -0.01031675]
1666,[-0.49457312 -0.01031675],[0.7281899],-0.053026050951388376,[-0.50401497 -0.00944188]
1667,[-0.50401497 -0.00944188],[-0.12515122],-0.001566282711252498,[-0.5137914 -0.0097764]
1668,[-0.5137914 -0.0097764],[0.1644843],-0.0027055087305166703,[-0.5233946  -0.00960322]
1669,[-0.5233946  -0.00960322],[0.66871834],-0.04471842155944614,[-0.53199625 -0.00860167]
1670,[-0.53199625 -0.00860167],[0.37983555],-0.01442750420177994,[-0.5399652  -0.00796895]
1671,[-0.5399652  -0.00796895],[-0.68380946],-0.04675953765043098,[-0.5488372  -0.00887196]
1672,[-0.5488372  -0.00887196],[0.7187442],-0.05165932514107716,[-0.5564419  -0.00760474]
1673,[-0.5564419  -0.00760474],[0.38150766],-0.014554809839187133,[-0.5632284  -0.00678655]
1674,[-0.5632284  -0.00678655],[-0.5192822],-0.026965402587144638,[-0.5704974  -0.00726895]
1675,[-0.5704974  -0.00726895],[-0.8228458],-0.06770752379162702,[-0.57865006 -0.00815264]
1676,[-0.57865006 -0.00815264],[0.24008311],-0.005763990129792895,[-0.58603156 -0.0073815 ]
1677,[-0.58603156 -0.0073815 ],[-0.9123363],-0.0832357505836857,[-0.59431607 -0.0082845 ]
1678,[-0.59431607 -0.0082845 ],[-0.24172214],-0.005842959138817694,[-0.6024367  -0.00812067]
1679,[-0.6024367  -0.00812067],[0.3266403],-0.010669389074715596,[-0.60948163 -0.00704492]
1680,[-0.60948163 -0.00704492],[0.5792543],-0.0335535577902224,[-0.61502063 -0.00553902]
1681,[-0.61502063 -0.00553902],[0.99800014],-0.09960042893371793,[-0.61838555 -0.00336492]
1682,[-0.61838555 -0.00336492],[0.23322591],-0.0054394325960921645,[-0.6206993  -0.00231372]
1683,[-0.6206993  -0.00231372],[0.78927475],-0.062295463436572975,[-6.211111e-01 -4.118128e-04]
1684,[-6.211111e-01 -4.118128e-04],[-0.35973755],-0.012941110146382419,[-6.213416e-01 -2.304633e-04]
1685,[-6.213416e-01 -2.304633e-04],[-0.21791504],-0.004748696606803571,[-6.2117630e-01  1.6527502e-04]
1686,[-6.2117630e-01  1.6527502e-04],[0.35957545],-0.01292945045450189,[-0.61975026  0.00142606]
1687,[-0.61975026  0.00142606],[-0.7639566],-0.05836296964440102,[-0.618759   0.0009913]
1688,[-0.618759   0.0009913],[0.3042879],-0.009259113245298068,[-0.6166072   0.00215178]
1689,[-0.6166072   0.00215178],[0.3907888],-0.015271588117508374,[-0.6131807   0.00342651]
1690,[-0.6131807   0.00342651],[0.16414325],-0.002694300632113156,[-0.60884416  0.00433653]
1691,[-0.60884416  0.00433653],[0.71402407],-0.050983036814818666,[-0.6028042   0.00603996]
1692,[-0.6028042   0.00603996],[0.7115501],-0.05063035683466666,[-0.59510845  0.00769576]
1693,[-0.59510845  0.00769576],[-0.6610375],-0.043697058258431204,[-0.587872    0.00723642]
1694,[-0.587872    0.00723642],[-0.25301623],-0.006401721438629693,[-0.58053607  0.00733596]
1695,[-0.58053607  0.00733596],[0.8824204],-0.07786657987742417,[-0.57145154  0.00908455]
1696,[-0.57145154  0.00908455],[-0.28189683],-0.007946582254140822,[-0.56243217  0.00901937]
1697,[-0.56243217  0.00901937],[0.20825836],-0.004337154476992656,[-0.55280983  0.00962235]
1698,[-0.55280983  0.00962235],[0.5304251],-0.028135075670525114,[-0.542173    0.01063679]
1699,[-0.542173    0.01063679],[0.63927025],-0.04086664474578505,[-0.5304381   0.01173493]
1700,[-0.5304381   0.01173493],[0.3036512],-0.00922040595486493,[-0.5181964   0.01224169]
1701,[-0.5181964   0.01224169],[-0.8412543],-0.07077087870364984,[-0.5072571  0.0109393]
1702,[-0.5072571  0.0109393],[0.38603476],-0.014902283353397739,[-0.49586126  0.01139584]
1703,[-0.49586126  0.01139584],[0.38173345],-0.014572042479770266,[-0.4841006   0.01176064]
1704,[-0.4841006   0.01176064],[0.39009798],-0.015217643066934274,[-0.47205037  0.01205025]
1705,[-0.47205037  0.01205025],[0.68322146],-0.04667915625692701,[-0.45936036  0.01269   ]
1706,[-0.45936036  0.01269   ],[0.2995423],-0.008972559419432003,[-0.44669986  0.01266051]
1707,[-0.44669986  0.01266051],[0.6087181],-0.03705377218708783,[-0.4336979   0.01300194]
1708,[-0.4336979   0.01300194],[0.13813385],-0.001908096153081207,[-0.4211549   0.01254303]
1709,[-0.4211549   0.01254303],[0.62250525],-0.03875127832807301,[-0.4084344  0.0127205]
1710,[-0.4084344  0.0127205],[0.8523646],-0.07265254108298258,[-0.395282   0.0131524]
1711,[-0.395282   0.0131524],[-0.06029274],-0.00036352144269041905,[-0.38315883  0.01212317]
1712,[-0.38315883  0.01212317],[0.7748882],-0.060045174954158044,[-0.37089574  0.01226309]
1713,[-0.37089574  0.01226309],[0.45988736],-0.02114963798095113,[-0.35904846  0.01184729]
1714,[-0.35904846  0.01184729],[-0.06613232],-0.0004373484006997552,[-0.34848496  0.01056348]
1715,[-0.34848496  0.01056348],[-0.5346399],-0.028583981728531074,[-0.3399772   0.00850775]
1716,[-0.3399772   0.00850775],[0.53735644],-0.02887519395820881,[-0.33197197  0.00800523]
1717,[-0.33197197  0.00800523],[-0.33976972],-0.011544346332961197,[-0.32583573  0.00613624]
1718,[-0.32583573  0.00613624],[-0.55957776],-0.03131272729342847,[-0.3219366   0.00389914]
1719,[-0.3219366   0.00389914],[0.00597621],-3.571505116677803e-06,[-0.31945038  0.00248623]
1720,[-0.31945038  0.00248623],[0.6960702],-0.048451371531541554,[-0.3173572   0.00209316]
1721,[-0.3173572   0.00209316],[0.7454275],-0.055566214177532915,[-0.3155959   0.00176131]
1722,[-0.3155959   0.00176131],[0.7274835],-0.0529232258734794,[-0.3142041  0.0013918]
1723,[-0.3142041  0.0013918],[0.70291245],-0.04940859121354749,[-0.31322712  0.00097698]
1724,[-0.31322712  0.00097698],[0.09672595],-0.0009355909046469491,[-0.31358016 -0.00035305]
1725,[-0.31358016 -0.00035305],[0.38353136],-0.014709630549821018,[-0.31483087 -0.00125072]
1726,[-0.31483087 -0.00125072],[0.6543263],-0.0428142932644974,[-0.31656548 -0.00173462]
1727,[-0.31656548 -0.00173462],[-0.18633194],-0.003471959286197035,[-0.3200344  -0.00346894]
1728,[-0.3200344  -0.00346894],[-0.07594378],-0.0005767458165051531,[-0.32505086 -0.00501645]
1729,[-0.32505086 -0.00501645],[0.49118742],-0.024126508497277488,[-0.33073312 -0.00568227]
1730,[-0.33073312 -0.00568227],[-0.22844367],-0.00521865091260898,[-0.33812517 -0.00739206]
1731,[-0.33812517 -0.00739206],[0.5489326],-0.030132701245378615,[-0.3460142  -0.00788904]
1732,[-0.3460142  -0.00788904],[0.8712906],-0.07591473517172212,[-0.35386607 -0.00785187]
1733,[-0.35386607 -0.00785187],[0.56706065],-0.032155778009226664,[-0.36208603 -0.00821997]
1734,[-0.36208603 -0.00821997],[0.231115],-0.005341414251308074,[-0.37112382 -0.0090378 ]
1735,[-0.37112382 -0.0090378 ],[0.78954715],-0.06233846947566555,[-0.3800814  -0.00895758]
1736,[-0.3800814  -0.00895758],[0.57495546],-0.03305737849043453,[-0.38921997 -0.00913857]
1737,[-0.38921997 -0.00913857],[0.32022387],-0.010254332556849377,[-0.39885896 -0.009639  ]
1738,[-0.39885896 -0.009639  ],[0.67032635],-0.044933741834576324,[-0.40840635 -0.00954738]
1739,[-0.40840635 -0.00954738],[0.15692279],-0.0024624761214142588,[-0.41856518 -0.01015884]
1740,[-0.41856518 -0.01015884],[0.6334999],-0.04013221491065089,[-0.42854854 -0.00998337]
1741,[-0.42854854 -0.00998337],[0.7404009],-0.054819350808783446,[-0.43812457 -0.00957603]
1742,[-0.43812457 -0.00957603],[0.6114274],-0.037384349767854985,[-0.4474175  -0.00929294]
1743,[-0.4474175  -0.00929294],[0.3228658],-0.010424233383087601,[-0.45679253 -0.00937504]
1744,[-0.45679253 -0.00937504],[0.07375664],-0.0005440042333471118,[-0.46655464 -0.0097621 ]
1745,[-0.46655464 -0.0097621 ],[0.4768579],-0.022739345738324347,[-0.4760272  -0.00947256]
1746,[-0.4760272  -0.00947256],[0.41435146],-0.01716871351536611,[-0.4852338  -0.00920661]
1747,[-0.4852338  -0.00920661],[0.78386855],-0.0614449905645472,[-0.49355173 -0.00831791]
1748,[-0.49355173 -0.00831791],[-0.9771442],-0.09548107518855922,[-0.5035604  -0.01000868]
1749,[-0.5035604  -0.01000868],[-0.8728625],-0.07618889750390033,[-0.5150286  -0.01146817]
1750,[-0.5150286  -0.01146817],[0.13811766],-0.001907648692979458,[-5.2147031e-01  1.9265787e-04]
1751,[-5.2147031e-01  1.9265787e-04],[0.2438077],-0.005944219616726177,[-0.5209279   0.00054241]
1752,[-0.5209279   0.00054241],[0.80362135],-0.06458072769385162,[-0.5192001   0.00172781]
1753,[-0.5192001   0.00172781],[0.07373235],-0.0005436458890359042,[-0.51739466  0.00180542]
1754,[-0.51739466  0.00180542],[0.875038],-0.07656915500320026,[-0.51432323  0.00307145]
1755,[-0.51432323  0.00307145],[0.33062583],-0.010931344083914852,[-0.5108254   0.00349783]
1756,[-0.5108254   0.00349783],[0.849123],-0.07210098709947488,[-0.50614965  0.00467573]
1757,[-0.50614965  0.00467573],[-0.69925076],-0.04889516221359749,[-0.5026536   0.00349605]
1758,[-0.5026536   0.00349605],[0.31331065],-0.009816356526528215,[-0.49884456  0.00380903]
1759,[-0.49884456  0.00380903],[-0.49766612],-0.024767156752255916,[-0.4959675   0.00287704]
1760,[-0.4959675   0.00287704],[-0.22444396],-0.005037508992789897,[-0.49363413  0.00233338]
1761,[-0.49363413  0.00233338],[-0.7066935],-0.04994156612163217,[-0.4925852   0.00104891]
1762,[-0.4925852   0.00104891],[-0.16261582],-0.0026443905163235693,[-0.4920125   0.00057272]
1763,[-0.4920125   0.00057272],[0.28617725],-0.008189741713702237,[-0.49124706  0.00076544]
1764,[-0.49124706  0.00076544],[0.7955749],-0.06329394270601939,[-0.4895305   0.00171655]
1765,[-0.4895305   0.00171655],[0.84075844],-0.07068747592718552,[-0.48680788  0.00272262]
1766,[-0.48680788  0.00272262],[-0.85125417],-0.07246336537236608,[-0.48563752  0.00117036]
1767,[-0.48563752  0.00117036],[-0.73390055],-0.053861001292739276,[-4.8585209e-01 -2.1458103e-04]
1768,[-4.8585209e-01 -2.1458103e-04],[-0.63706654],-0.04058537803402693,[-0.48730478 -0.00145268]
1769,[-0.48730478 -0.00145268],[-0.05707525],-0.00032575842645937855,[-0.48911473 -0.00180996]
1770,[-0.48911473 -0.00180996],[0.28739095],-0.008259355661408563,[-0.49075177 -0.00163704]
1771,[-0.49075177 -0.00163704],[-0.5405049],-0.029214551751937635,[-0.49344552 -0.00269375]
1772,[-0.49344552 -0.00269375],[-0.9222099],-0.08504711337779192,[-0.49774843 -0.00430291]
1773,[-0.49774843 -0.00430291],[-0.17888169],-0.0031998658983669382,[-0.50251335 -0.00476491]
1774,[-0.50251335 -0.00476491],[0.48581305],-0.02360143209709884,[-0.50670755 -0.00419423]
1775,[-0.50670755 -0.00419423],[0.28108984],-0.007901149945519492,[-0.51060677 -0.00389922]
1776,[-0.51060677 -0.00389922],[0.32759178],-0.010731637225832459,[-0.514112   -0.00350525]
1777,[-0.514112   -0.00350525],[0.29481295],-0.008691467402052044,[-0.5172462  -0.00313417]
1778,[-0.5172462  -0.00313417],[0.45988238],-0.021149180212673004,[-0.5197382  -0.00249199]
1779,[-0.5197382  -0.00249199],[-0.83166784],-0.06916713968900048,[-0.52350664 -0.00376845]
1780,[-0.52350664 -0.00376845],[0.3937719],-0.015505629885416284,[-0.5266851  -0.00317848]
1781,[-0.5266851  -0.00317848],[-0.5415411],-0.029326676250002494,[-0.53065276 -0.00396764]
1782,[-0.53065276 -0.00396764],[0.99794406],-0.09958923408771946,[-0.53307056 -0.00241783]
1783,[-0.53307056 -0.00241783],[-0.80923367],-0.06548591253240375,[-0.5366312  -0.00356065]
1784,[-0.5366312  -0.00356065],[0.09579964],-0.0009177570989843398,[-0.53995043 -0.00331923]
1785,[-0.53995043 -0.00331923],[0.18884899],-0.003566393997466855,[-0.5428638  -0.00291337]
1786,[-0.5428638  -0.00291337],[-0.85516286],-0.07313035153497936,[-0.5469155  -0.00405171]
1787,[-0.5469155  -0.00405171],[0.95544976],-0.09128842438079553,[-0.54935926 -0.0024438 ]
1788,[-0.54935926 -0.0024438 ],[-0.5923864],-0.035092167598103075,[-0.55249864 -0.00313937]
1789,[-0.55249864 -0.00313937],[-0.313516],-0.009829227659548058,[-0.5558918  -0.00339316]
1790,[-0.5558918  -0.00339316],[0.13383786],-0.0017912573787326248,[-0.5588424  -0.00295059]
1791,[-0.5588424  -0.00295059],[0.10455123],-0.0010930958837328754,[-0.56137234 -0.00252993]
1792,[-0.56137234 -0.00252993],[-0.618162],-0.03821242289894009,[-0.5645468  -0.00317447]
1793,[-0.5645468  -0.00317447],[-0.85795987],-0.07360951325654384,[-0.5687019  -0.00415507]
1794,[-0.5687019  -0.00415507],[0.38024643],-0.014458734801100182,[-0.57194936 -0.00324746]
1795,[-0.57194936 -0.00324746],[0.4457838],-0.019872319092727155,[-0.5741668  -0.00221743]
1796,[-0.5741668  -0.00221743],[0.36760446],-0.013513304216779522,[-0.575455   -0.00128821]
1797,[-0.575455   -0.00128821],[0.24333473],-0.005921178863374821,[-5.7599086e-01 -5.3585676e-04]
1798,[-5.7599086e-01 -5.3585676e-04],[0.27322546],-0.007465215006663417,[-5.7572556e-01  2.6530612e-04]
1799,[-5.7572556e-01  2.6530612e-04],[0.99012417],-0.0980345864120583,[-0.5735857   0.00213985]
1800,[-0.5735857   0.00213985],[0.91003406],-0.08281619912304593,[-0.5697073  0.0038784]
1801,[-0.5697073  0.0038784],[0.71043944],-0.0504724203005992,[-0.5644185   0.00528877]
1802,[-0.5644185   0.00528877],[0.22038877],-0.004857120998771336,[-0.55849373  0.00592474]
1803,[-0.55849373  0.00592474],[-0.783419],-0.06137453499665213,[-0.5534829   0.00501084]
1804,[-0.5534829   0.00501084],[-0.5732036],-0.03285623937583217,[-0.549108    0.00437487]
1805,[-0.549108    0.00437487],[0.2866759],-0.008218307176744677,[-0.544112    0.00499602]
1806,[-0.544112    0.00499602],[-0.9886613],-0.09774511447924397,[-0.54044527  0.00366678]
1807,[-0.54044527  0.00366678],[-0.8503794],-0.07231451365399302,[-0.53792775  0.0025175 ]
1808,[-0.53792775  0.0025175 ],[-0.9890855],-0.09782901173530015,[-0.53678644  0.00114131]
1809,[-0.53678644  0.00114131],[0.85650223],-0.07335960784499528,[-0.53426147  0.00252494]
1810,[-0.53426147  0.00252494],[0.12777603],-0.0016326713005824446,[-0.5314649   0.00279656]
1811,[-0.5314649   0.00279656],[-0.88322157],-0.07800803358435396,[-0.52993417  0.00153072]
1812,[-0.52993417  0.00153072],[0.00219718],-4.827606865335599e-07,[-0.5283526   0.00158153]
1813,[-0.5283526   0.00158153],[-0.5047498],-0.02547723352947742,[-0.5274926   0.00086006]
1814,[-0.5274926   0.00086006],[0.3658544],-0.01338494510120194,[-0.52605456  0.00143804]
1815,[-0.52605456  0.00143804],[-0.1292238],-0.001669878886986087,[-0.52479196  0.00126263]
1816,[-0.52479196  0.00126263],[0.00601672],-3.6200914993813694e-06,[-0.52351135  0.0012806 ]
1817,[-0.52351135  0.0012806 ],[0.57184726],-0.032700928876758795,[-0.5213736   0.00213771]
1818,[-0.5213736   0.00213771],[-0.7512215],-0.05643337089865419,[-0.5203794   0.00099419]
1819,[-0.5203794   0.00099419],[0.6149784],-0.037819839932007326,[-0.5184869   0.00189252]
1820,[-0.5184869   0.00189252],[0.34050038],-0.011594051189175137,[-0.516122    0.00236493]
1821,[-0.516122    0.00236493],[0.23411678],-0.005481066563699977,[-0.51346195  0.00266003]
1822,[-0.51346195  0.00266003],[-0.3299106],-0.010884100804752795,[-0.5113728   0.00208915]
1823,[-0.5113728   0.00208915],[-0.1642032],-0.0026962689827514374,[-0.5096216   0.00175117]
1824,[-0.5096216   0.00175117],[-0.81065273],-0.06571578532757485,[-5.0919122e-01  4.3039717e-04]
1825,[-5.0919122e-01  4.3039717e-04],[0.20481198],-0.004194794525083112,[-0.5085616   0.00062959]
1826,[-0.5085616   0.00062959],[0.15766107],-0.0024857011561746356,[-0.50780827  0.00075334]
1827,[-0.50780827  0.00075334],[-0.263092],-0.006921740636426055,[-5.0756794e-01  2.4032063e-04]
1828,[-5.0756794e-01  2.4032063e-04],[0.29330167],-0.008602587064746902,[-0.50700784  0.00056009]
1829,[-0.50700784  0.00056009],[-0.16784322],-0.0028171347378830093,[-5.0682390e-01  1.8394276e-04]
1830,[-5.0682390e-01  1.8394276e-04],[-0.48023206],-0.023062283140919605,[-0.50748605 -0.00066216]
1831,[-0.50748605 -0.00066216],[-0.30952755],-0.009580730183639564,[-0.5087333  -0.00124725]
1832,[-0.5087333  -0.00124725],[-0.18400648],-0.0033858385551511997,[-0.510368   -0.00163472]
1833,[-0.510368   -0.00163472],[-0.6451125],-0.04161701563591578,[-0.51306957 -0.00270159]
1834,[-0.51306957 -0.00270159],[0.23597395],-0.005568370706113513,[-0.51549613 -0.00242659]
1835,[-0.51549613 -0.00242659],[0.3394122],-0.011520064990713764,[-0.51747435 -0.00197823]
1836,[-0.51747435 -0.00197823],[0.84053004],-0.07064907445784599,[-0.5182377  -0.00076337]
1837,[-0.5182377  -0.00076337],[-0.74885225],-0.0560779696763575,[-0.52016455 -0.00192685]
1838,[-0.52016455 -0.00192685],[0.295919],-0.008756805521347033,[-0.52167326 -0.00150873]
1839,[-0.52167326 -0.00150873],[0.8779911],-0.07708683370584737,[-5.2187943e-01 -2.0618406e-04]
1840,[-5.2187943e-01 -2.0618406e-04],[0.30681396],-0.009413480317113,[-5.2163827e-01  2.4114187e-04]
1841,[-5.2163827e-01  2.4114187e-04],[0.72855806],-0.05307968519011866,[-0.520319    0.00131928]
1842,[-0.520319    0.00131928],[-0.4261778],-0.01816275169585744,[-0.5196636   0.00065541]
1843,[-0.5196636   0.00065541],[-0.23328924],-0.005442387033531304,[-5.193876e-01  2.759633e-04]
1844,[-5.193876e-01  2.759633e-04],[-0.8999734],-0.080995210718379,[-0.5204932  -0.00110558]
1845,[-0.5204932  -0.00110558],[-0.39630207],-0.01570553340104306,[-0.52221656 -0.00172332]
1846,[-0.52221656 -0.00172332],[0.12066332],-0.0014559635600726929,[-0.52376926 -0.0015527 ]
1847,[-0.52376926 -0.0015527 ],[-0.16950962],-0.002873351109435962,[-0.5255749  -0.00180568]
1848,[-0.5255749  -0.00180568],[0.485577],-0.023578501056285006,[-0.52663743 -0.0010625 ]
1849,[-0.52663743 -0.0010625 ],[-0.7279287],-0.05298801894635439,[-0.528769  -0.0021316]
1850,[-0.528769  -0.0021316],[-0.4857247],-0.023592847212108838,[-0.5315904  -0.00282141]
1851,[-0.5315904  -0.00282141],[0.18547103],-0.0034399502260584747,[-0.53407365 -0.00248327]
1852,[-0.53407365 -0.00248327],[-0.41243696],-0.017010424772911394,[-0.53709704 -0.00302338]
1853,[-0.53709704 -0.00302338],[-0.66535395],-0.044269588388832305,[-0.54101723 -0.0039202 ]
1854,[-0.54101723 -0.0039202 ],[-0.21067023],-0.004438194697655717,[-0.54512286 -0.00410563]
1855,[-0.54512286 -0.00410563],[-0.46596834],-0.02171264944744147,[-0.5497661  -0.00464326]
1856,[-0.5497661  -0.00464326],[-0.4378391],-0.019170306945369833,[-0.55487007 -0.00510397]
1857,[-0.55487007 -0.00510397],[0.39330545],-0.015468917753292379,[-0.55914986 -0.00427982]
1858,[-0.55914986 -0.00427982],[0.13870555],-0.0019239230051400825,[-0.5629555  -0.00380563]
1859,[-0.5629555  -0.00380563],[-0.2975809],-0.008855439074025995,[-0.566913   -0.00395751]
1860,[-0.566913   -0.00395751],[0.7807736],-0.060960738334205546,[-0.5693754  -0.00246241]
1861,[-0.5693754  -0.00246241],[0.58243346],-0.03392287378238166,[-0.5706219  -0.00124651]
1862,[-0.5706219  -0.00124651],[-0.57484776],-0.03304499446664444,[-0.5723792  -0.00175728]
1863,[-0.5723792  -0.00175728],[-0.8854605],-0.07840402898858799,[-0.57510006 -0.00272092]
1864,[-0.57510006 -0.00272092],[-0.39815527],-0.015852762062695903,[-0.5780335  -0.00293343]
1865,[-0.5780335  -0.00293343],[0.6155952],-0.037895747675760566,[-0.5796371  -0.00160359]
1866,[-0.5796371  -0.00160359],[0.57310027],-0.032844391814538555,[-5.7996273e-01 -3.2562678e-04]
1867,[-5.7996273e-01 -3.2562678e-04],[-0.7000522],-0.04900730851720745,[-0.5809177  -0.00095499]
1868,[-0.5809177  -0.00095499],[-0.28843534],-0.008319494531919247,[-0.5818776  -0.00095986]
1869,[-0.5818776  -0.00095986],[0.4209206],-0.01771741602829593,[-5.8177119e-01  1.0638518e-04]
1870,[-5.8177119e-01  1.0638518e-04],[0.7884282],-0.062161900664001735,[-0.5800481   0.00172311]
1871,[-0.5800481   0.00172311],[-0.35183045],-0.012378466743342732,[-0.57843137  0.00161671]
1872,[-0.57843137  0.00161671],[0.5662073],-0.03205906949045954,[-0.575556    0.00287542]
1873,[-0.575556    0.00287542],[0.31093496],-0.009668054987389853,[-0.57182604  0.00372992]
1874,[-0.57182604  0.00372992],[-0.37110358],-0.013771787062646368,[-0.5682923   0.00353371]
1875,[-0.5682923   0.00353371],[0.33725378],-0.011374011156640142,[-0.56391853  0.00437379]
1876,[-0.56391853  0.00437379],[0.42972392],-0.01846626460776726,[-0.5585985   0.00532004]
1877,[-0.5585985   0.00532004],[0.62845826],-0.03949597864348675,[-0.5520738   0.00652474]
1878,[-0.5520738   0.00652474],[0.7773411],-0.06042592283407089,[-0.5441697   0.00790405]
1879,[-0.5441697   0.00790405],[0.6168536],-0.038050835739296934,[-0.53518623  0.00898352]
1880,[-0.53518623  0.00898352],[-0.35912904],-0.01289736684008256,[-0.52665454  0.00853171]
1881,[-0.52665454  0.00853171],[-0.85824287],-0.07365808228367002,[-0.51938725  0.00726727]
1882,[-0.51938725  0.00726727],[-0.06586681],-0.0004338437063158063,[-0.51225036  0.00713688]
1883,[-0.51225036  0.00713688],[-0.9883524],-0.09768405020594316,[-0.5066811   0.00556926]
1884,[-0.5066811   0.00556926],[-0.23444398],-0.00549639785743763,[-0.5015903   0.00509076]
1885,[-0.5015903   0.00509076],[0.31620207],-0.009998375178486986,[-0.4961902   0.00540012]
1886,[-0.4961902   0.00540012],[0.51192826],-0.026207054372079954,[-0.49022752  0.00596268]
1887,[-0.49022752  0.00596268],[-0.17882366],-0.0031977903086934712,[-0.48478293  0.00544458]
1888,[-0.48478293  0.00544458],[-0.40607822],-0.016489952028224765,[-0.48023793  0.004545  ]
1889,[-0.48023793  0.004545  ],[-0.9770353],-0.0954597946263732,[-0.47748277  0.00275516]
1890,[-0.47748277  0.00275516],[-0.93614036],-0.08763587707152035,[-0.47647658  0.00100618]
1891,[-0.47647658  0.00100618],[0.6508876],-0.04236546789354776,[-0.4748463   0.00163027]
1892,[-0.4748463   0.00163027],[0.77305144],-0.05976085299927583,[-0.4724208   0.00242551]
1893,[-0.4724208   0.00242551],[0.5442975],-0.029625978630039997,[-0.4695612   0.00285962]
1894,[-0.4695612   0.00285962],[-0.55371076],-0.030659560428469845,[-0.46793565  0.00162555]
1895,[-0.46793565  0.00162555],[0.29118463],-0.008478849106039466,[-0.46628886  0.00164679]
1896,[-0.46628886  0.00164679],[-0.54163176],-0.029336496150495252,[-4.6588224e-01  4.0663150e-04]
1897,[-4.6588224e-01  4.0663150e-04],[0.18092845],-0.00327351053955669,[-4.6563494e-01  2.4730992e-04]
1898,[-4.6563494e-01  2.4730992e-04],[0.8987958],-0.08078338604728721,[-0.46447197  0.00116296]
1899,[-0.46447197  0.00116296],[-0.3150189],-0.00992369024984896,[-4.6422267e-01  2.4930478e-04]
1900,[-4.6422267e-01  2.4930478e-04],[0.1237357],-0.0015310524327551145,[-4.6423072e-01 -8.0612108e-06]
1901,[-4.6423072e-01 -8.0612108e-06],[0.5044603],-0.025448016922780783,[-4.6392500e-01  3.0571906e-04]
1902,[-4.6392500e-01  3.0571906e-04],[0.39529076],-0.01562547866696287,[-4.6347150e-01  4.5348867e-04]
1903,[-4.6347150e-01  4.5348867e-04],[0.21992348],-0.004836633764698228,[-4.6313664e-01  3.3486087e-04]
1904,[-4.6313664e-01  3.3486087e-04],[-0.12092742],-0.0014623439889205837,[-4.6343416e-01 -2.9751376e-04]
1905,[-4.6343416e-01 -2.9751376e-04],[0.04965096],-0.00024652177962059544,[-0.464106   -0.00067183]
1906,[-0.464106   -0.00067183],[0.3298666],-0.01088119659550877,[-0.46472684 -0.00062086]
1907,[-0.46472684 -0.00062086],[-0.9663317],-0.093379699375879,[-0.46723643 -0.0025096 ]
1908,[-0.46723643 -0.0025096 ],[0.76159734],-0.05800305011948446,[-0.46902433 -0.00178791]
1909,[-0.46902433 -0.00178791],[-0.99294657],-0.09859428812455953,[-0.47270915 -0.00368481]
1910,[-0.47270915 -0.00368481],[-0.05783797],-0.00033452308379012255,[-0.4768609  -0.00415176]
1911,[-0.4768609  -0.00415176],[0.60842866],-0.03701854307256305,[-0.4804494  -0.00358851]
1912,[-0.4804494  -0.00358851],[-0.7858916],-0.06176255951662633,[-0.48553947 -0.00509006]
