,s,a,r,s1
834,[-0.00828987  0.00556742 -0.00698887 -0.00761543],[2.1235824],1.0,[ 0.00553936 -0.02718544  0.6965313  -1.61378916]
835,[ 0.00553936 -0.02718544  0.6965313  -1.61378916],[0.23852731],1.0,[ 0.03478611 -0.09380654  0.76670363 -1.72829221]
836,[ 0.03478611 -0.09380654  0.76670363 -1.72829221],[2.6273038],1.0,[ 0.08272142 -0.20247591  1.62585857 -3.68635109]
837,[ 0.00018593 -0.00429265  0.00572175  0.00430077],[1.1516483],1.0,[ 0.00808148 -0.0218801   0.38801389 -0.87475898]
838,[ 0.00808148 -0.0218801   0.38801389 -0.87475898],[-1.2427065],1.0,[ 0.01524894 -0.03709026 -0.02780908  0.09742665]
839,[ 0.01524894 -0.03709026 -0.02780908  0.09742665],[-0.18940657],1.0,[ 0.01297114 -0.0312408  -0.08603555  0.19483014]
840,[ 0.01297114 -0.0312408  -0.08603555  0.19483014],[1.9883875],1.0,[ 0.02284825 -0.05492132  0.57780928 -1.36118135]
841,[ 0.02284825 -0.05492132  0.57780928 -1.36118135],[1.1897223],1.0,[ 0.05375446 -0.12694192  0.96685108 -2.23925625]
842,[ 0.05375446 -0.12694192  0.96685108 -2.23925625],[2.227708],1.0,[ 0.10694551 -0.24965016  1.68843208 -3.8814186 ]
843,[-0.00071138  0.00880428  0.00213991 -0.00531663],[-1.9772519],1.0,[-0.01380113  0.03921399 -0.65475237  1.51012694]
844,[-0.01380113  0.03921399 -0.65475237  1.51012694],[-0.82911813],1.0,[-0.04534401  0.11120976 -0.92239329  2.09405132]
845,[-0.04534401  0.11120976 -0.92239329  2.09405132],[0.28807223],1.0,[-0.08021427  0.19031573 -0.82289741  1.88008184]
846,[-0.08021427  0.19031573 -0.82289741  1.88008184],[-2.9442286],1.0,[-0.13240672  0.31050201 -1.77929007  4.09610372]
847,[ 0.0088401  -0.00788508  0.00981856  0.00937169],[1.9659113],1.0,[ 0.02232345 -0.03786559  0.66250473 -1.49290331]
848,[ 0.02232345 -0.03786559  0.66250473 -1.49290331],[2.3041217],1.0,[ 0.0639555  -0.13164332  1.41673478 -3.1849947 ]
849,[ 0.0639555  -0.13164332  1.41673478 -3.1849947 ],[0.62644285],1.0,[ 0.12437401 -0.26677039  1.60390906 -3.58496955]
850,[ 0.00900934  0.00170578 -0.00720781 -0.000405  ],[2.8567014],1.0,[ 0.02771503 -0.04211798  0.93978536 -2.16837107]
851,[ 0.02771503 -0.04211798  0.93978536 -2.16837107],[-0.18960135],1.0,[ 0.06378038 -0.1239342   0.86522025 -1.94159239]
852,[ 0.06378038 -0.1239342   0.86522025 -1.94159239],[0.0340667],1.0,[ 0.09853733 -0.20223062  0.87373993 -1.98716627]
853,[ 9.12234267e-03 -8.89128322e-03  5.00702113e-03 -6.89571378e-06],[-2.1079457],1.0,[-0.004683    0.0233261  -0.69336535  1.59470244]
854,[-0.004683    0.0233261  -0.69336535  1.59470244],[1.1052369],1.0,[-0.02487737  0.06859844 -0.318731    0.69116923]
855,[-0.02487737  0.06859844 -0.318731    0.69116923],[1.6785492],1.0,[-0.02653056  0.07128087  0.2340868  -0.53914784]
856,[-0.02653056  0.07128087  0.2340868  -0.53914784],[1.6212804],1.0,[-0.00663612  0.02729113  0.75990541 -1.65425866]
857,[-0.00663612  0.02729113  0.75990541 -1.65425866],[-0.40963718],1.0,[ 0.0207177  -0.02969957  0.60945207 -1.2125465 ]
858,[ 0.0207177  -0.02969957  0.60945207 -1.2125465 ],[1.3573412],1.0,[ 0.05397943 -0.0980087   1.052891   -2.20064871]
859,[ 0.05397943 -0.0980087   1.052891   -2.20064871],[2.2142966],1.0,[ 0.11052081 -0.21862764  1.77051727 -3.81809791]
860,[-0.00928004  0.00432272  0.00040068 -0.00244414],[-0.67166424],1.0,[-0.01374572  0.0146872  -0.22307708  0.51543609]
861,[-0.01374572  0.0146872  -0.22307708  0.51543609],[-1.6715783],1.0,[-0.03374095  0.06065641 -0.77537704  1.77355938]
862,[-0.03374095  0.06065641 -0.77537704  1.77355938],[0.33230838],1.0,[-0.06239844  0.12555528 -0.65917577  1.48848273]
863,[-0.06239844  0.12555528 -0.65917577  1.48848273],[-0.19753985],1.0,[-0.09009433  0.18896074 -0.72621886  1.69044049]
864,[-0.09009433  0.18896074 -0.72621886  1.69044049],[-0.7670832],1.0,[-0.12426462  0.26989258 -0.98152275  2.35770573]
865,[-0.00135886  0.00029863  0.00230221 -0.00367069],[1.5517579],1.0,[ 0.00905023 -0.02363822  0.51675592 -1.18128266]
866,[ 0.00905023 -0.02363822  0.51675592 -1.18128266],[-0.2095756],1.0,[ 0.02819252 -0.06659815  0.44148473 -0.97812171]
867,[ 0.02819252 -0.06659815  0.44148473 -0.97812171],[1.993249],1.0,[ 0.05905974 -0.13633275  1.09981015 -2.49690036]
868,[ 0.05905974 -0.13633275  1.09981015 -2.49690036],[0.84800696],1.0,[ 0.10844427 -0.24844604  1.36873894 -3.11545704]
869,[ 0.00838036 -0.00575729  0.00643375  0.00798992],[2.2530427],1.0,[ 0.02363335 -0.04015318  0.75408928 -1.71002198]
870,[ 0.02363335 -0.04015318  0.75408928 -1.71002198],[0.62935895],1.0,[ 0.05778304 -0.11675459  0.95376336 -2.12784493]
871,[ 0.05778304 -0.11675459  0.95376336 -2.12784493],[2.792467],1.0,[ 0.1141894  -0.24352094  1.86088436 -4.18728658]
872,[-0.0073107  -0.00856932  0.00203089 -0.00741217],[1.2552879],1.0,[ 0.00113482 -0.02830177  0.41910378 -0.96950562]
873,[ 0.00113482 -0.02830177  0.41910378 -0.96950562],[-0.28449106],1.0,[ 0.01591757 -0.06203726  0.32106571 -0.72744534]
874,[ 0.01591757 -0.06203726  0.32106571 -0.72744534],[-2.9885104],1.0,[ 0.00892711 -0.04579277 -0.66758487  1.51217937]
875,[ 0.00892711 -0.04579277 -0.66758487  1.51217937],[-0.07576775],1.0,[-0.01795491  0.0128184  -0.6776407   1.43087597]
876,[-0.01795491  0.0128184  -0.6776407   1.43087597],[-2.1352935],1.0,[-0.05905029  0.1011891  -1.37538173  2.97965742]
877,[-0.05905029  0.1011891  -1.37538173  2.97965742],[-2.0968935],1.0,[-0.12751295  0.24999935 -2.04334328  4.4511108 ]
878,[ 0.00886154  0.00388196  0.00556951 -0.00774127],[-1.4126817],1.0,[-3.26232851e-04  2.54153241e-02 -4.63660588e-01  1.07336783e+00]
879,[-3.26232851e-04  2.54153241e-02 -4.63660588e-01  1.07336783e+00],[-2.4916203],1.0,[-0.03531571  0.10571385 -1.28337329  2.9272202 ]
880,[-0.03531571  0.10571385 -1.28337329  2.9272202 ],[2.5230603],1.0,[-0.06969143  0.18307668 -0.44141694  0.99056423]
881,[-0.06969143  0.18307668 -0.44141694  0.99056423],[-1.2447441],1.0,[-0.0957505   0.24406036 -0.85984904  2.05075783]
882,[ 0.00672272  0.00440008 -0.00761573 -0.00989381],[-0.2679811],1.0,[ 0.00462102  0.0082747  -0.0972167   0.2014283 ]
883,[ 0.00462102  0.0082747  -0.0972167   0.2014283 ],[1.1325073],1.0,[ 0.00827437 -0.0011055   0.2787305  -0.66021679]
884,[ 0.00827437 -0.0011055   0.2787305  -0.66021679],[1.9580837],1.0,[ 0.03234358 -0.05669111  0.92327608 -2.10877501]
885,[ 0.03234358 -0.05669111  0.92327608 -2.10877501],[-1.5501658],1.0,[ 0.05876458 -0.11576473  0.40121037 -0.87586344]
886,[ 0.05876458 -0.11576473  0.40121037 -0.87586344],[-0.9072448],1.0,[ 0.0689207  -0.13849411  0.10811005 -0.27418734]
887,[ 0.0689207  -0.13849411  0.10811005 -0.27418734],[1.3128752],1.0,[ 0.08218292 -0.17209165  0.55345431 -1.39466   ]
888,[ 0.08218292 -0.17209165  0.55345431 -1.39466   ],[-0.4123525],1.0,[ 0.10174324 -0.22372538  0.42594211 -1.20051173]
889,[ 0.00856344  0.00990618  0.0076645  -0.0011408 ],[-2.9204738],1.0,[-0.01057893  0.05498326 -0.96186073  2.23131959]
890,[-0.01057893  0.05498326 -0.96186073  2.23131959],[-1.5455208],1.0,[-0.05903428  0.16601566 -1.45947323  3.32020119]
891,[-0.05903428  0.16601566 -1.45947323  3.32020119],[0.52795124],1.0,[-0.11361243  0.28998251 -1.27229463  2.90956429]
892,[-0.00666865  0.00507886  0.00562173 -0.00517797],[-1.6533818],1.0,[-0.01745751  0.0304361  -0.54353221  1.26008097]
893,[-0.01745751  0.0304361  -0.54353221  1.26008097],[1.5000405],1.0,[-0.02910467  0.05688984 -0.04126267  0.08485735]
894,[-0.02910467  0.05688984 -0.04126267  0.08485735],[-2.5592344],1.0,[-0.04787022  0.10070331 -0.89414674  2.08389044]
895,[-0.04787022  0.10070331 -0.89414674  2.08389044],[-1.4907789],1.0,[-0.09333231  0.20604371 -1.37716352  3.18051339]
896,[ 0.00054633  0.00178421 -0.00966243  0.00627632],[1.5565882],1.0,[ 0.01050767 -0.02180891  0.50632673 -1.17395631]
897,[ 0.01050767 -0.02180891  0.50632673 -1.17395631],[-2.9297526],1.0,[ 0.0111428  -0.02268242 -0.47102937  1.09818972]
898,[ 0.0111428  -0.02268242 -0.47102937  1.09818972],[-0.38248706],1.0,[-0.0100289   0.02516561 -0.58809079  1.30071051]
899,[-0.0100289   0.02516561 -0.58809079  1.30071051],[1.7193859],1.0,[-0.02197925  0.04969014 -0.01209105 -0.05018331]
900,[-0.02197925  0.04969014 -0.01209105 -0.05018331],[-0.3403216],1.0,[-0.02484653  0.05416093 -0.130868    0.2701162 ]
901,[-0.02484653  0.05416093 -0.130868    0.2701162 ],[-0.48295185],1.0,[-0.03337364  0.07330139 -0.29517699  0.68472157]
902,[-0.03337364  0.07330139 -0.29517699  0.68472157],[-2.5440776],1.0,[-0.0621079   0.14030486 -1.1384591   2.64578239]
903,[-0.0621079   0.14030486 -1.1384591   2.64578239],[-1.0137042],1.0,[-0.11409395  0.26073262 -1.4595831   3.38017395]
904,[ 0.00495065 -0.00812719 -0.00446955  0.00581472],[1.199048],1.0,[ 0.0127632  -0.02647437  0.39400032 -0.91381072]
905,[ 0.0127632  -0.02647437  0.39400032 -0.91381072],[0.6284548],1.0,[ 0.03261468 -0.07201937  0.5986148  -1.36565652]
906,[ 0.03261468 -0.07201937  0.5986148  -1.36565652],[-0.61624604],1.0,[ 0.05240804 -0.11702294  0.39275092 -0.90055568]
907,[ 0.05240804 -0.11702294  0.39275092 -0.90055568],[-0.45164195],1.0,[ 0.06524145 -0.14765246  0.24999147 -0.64100821]
908,[ 0.06524145 -0.14765246  0.24999147 -0.64100821],[0.5877033],1.0,[ 0.07934156 -0.18465128  0.45456647 -1.20713354]
909,[ 0.07934156 -0.18465128  0.45456647 -1.20713354],[-2.991478],1.0,[ 0.07804937 -0.19088886 -0.51568256  0.86427123]
910,[ 0.07804937 -0.19088886 -0.51568256  0.86427123],[-0.3292306],1.0,[ 0.05579346 -0.15687947 -0.59772329  0.84316685]
911,[ 0.05579346 -0.15687947 -0.59772329  0.84316685],[-1.885026],1.0,[ 0.01988199 -0.09933803 -1.19772675  2.0317601 ]
912,[ 0.01988199 -0.09933803 -1.19772675  2.0317601 ],[-1.214469],1.0,[-0.0355777  -0.00444164 -1.57582213  2.72247997]
913,[-0.0355777  -0.00444164 -1.57582213  2.72247997],[1.7168183],1.0,[-0.08673668  0.07431797 -0.98599541  1.25267826]
914,[-0.08673668  0.07431797 -0.98599541  1.25267826],[2.9773228],1.0,[-0.10636063  0.07896376  0.00116974 -0.98773611]
915,[-0.10636063  0.07896376  0.00116974 -0.98773611],[2.116623],1.0,[-0.09254168  0.0101428   0.68904651 -2.44787672]
916,[-0.09254168  0.0101428   0.68904651 -2.44787672],[2.2887287],1.0,[-0.05016592 -0.11933777  1.42771347 -4.02299469]
917,[-0.05016592 -0.11933777  1.42771347 -4.02299469],[0.67706627],1.0,[ 0.01079274 -0.28716529  1.61926301 -4.38516026]
918,[ 0.00070079 -0.00147417  0.00092649 -0.00247602],[1.6267587],1.0,[ 0.01155789 -0.02655825  0.54045374 -1.23919968]
919,[ 0.01155789 -0.02655825  0.54045374 -1.23919968],[1.5344774],1.0,[ 0.04323112 -0.09855494  1.04224624 -2.35696276]
920,[ 0.04323112 -0.09855494  1.04224624 -2.35696276],[2.8518322],1.0,[ 0.10350947 -0.23478219  1.96587375 -4.43212397]
921,[-0.00167881  0.00285144  0.00466973 -0.00309953],[-1.5381076],1.0,[-0.01173389  0.02646734 -0.5060126   1.17191897]
922,[-0.01173389  0.02646734 -0.5060126   1.17191897],[2.1982505],1.0,[-0.01724189  0.03869694  0.2276746  -0.53379071]
923,[-0.01724189  0.03869694  0.2276746  -0.53379071],[2.9249332],1.0,[ 0.01114748 -0.02591594  1.18965964 -2.67973768]
924,[ 0.01114748 -0.02591594  1.18965964 -2.67973768],[-1.6224673],1.0,[ 0.0475735  -0.10517322  0.63556125 -1.3197534 ]
925,[ 0.0475735  -0.10517322  0.63556125 -1.3197534 ],[0.70347285],1.0,[ 0.07765486 -0.16921278  0.86831858 -1.88487634]
926,[ 0.07765486 -0.16921278  0.86831858 -1.88487634],[0.58072484],1.0,[ 0.11621114 -0.25442961  1.05929418 -2.38181771]
927,[-0.00702888  0.00124409 -0.00162508  0.00050206],[-2.764602],1.0,[-0.02548809  0.04379852 -0.91867351  2.10529908]
928,[-0.02548809  0.04379852 -0.91867351  2.10529908],[0.89697796],1.0,[-0.05603739  0.11248383 -0.61143062  1.35414991]
929,[-0.05603739  0.11248383 -0.61143062  1.35414991],[-1.5655929],1.0,[-0.09085717  0.19108667 -1.12772686  2.56864848]
930,[-0.09085717  0.19108667 -1.12772686  2.56864848],[-2.7867482],1.0,[-0.15399378  0.33524015 -2.02086126  4.60750981]
931,[ 0.00870944  0.00942924 -0.00078263 -0.00728614],[2.9948637],1.0,[ 0.02857283 -0.03660326  0.99117549 -2.27120053]
932,[ 0.02857283 -0.03660326  0.99117549 -2.27120053],[2.1176493],1.0,[ 0.08195746 -0.15748689  1.67566238 -3.76731142]
933,[ 0.08195746 -0.15748689  1.67566238 -3.76731142],[-0.30547956],1.0,[ 0.14648842 -0.30162566  1.55320011 -3.47112607]
934,[-0.00630443  0.00327793  0.0096807  -0.00907198],[1.0817409],1.0,[ 0.00126553 -0.01357649  0.36786773 -0.82551195]
935,[ 0.00126553 -0.01357649  0.36786773 -0.82551195],[1.4935176],1.0,[ 0.0258088  -0.06869177  0.85835998 -1.92468741]
936,[ 0.0258088  -0.06869177  0.85835998 -1.92468741],[2.4393413],1.0,[ 0.07610956 -0.18168231  1.65323536 -3.71123908]
937,[ 0.07610956 -0.18168231  1.65323536 -3.71123908],[-1.5409961],1.0,[ 0.1317389  -0.30607552  1.13407182 -2.55837135]
938,[-0.00481371 -0.00432964 -0.00849101  0.00396787],[-2.9196074],1.0,[-0.02456569  0.04061193 -0.97632742  2.22016327]
939,[-0.02456569  0.04061193 -0.97632742  2.22016327],[-1.3947995],1.0,[-0.0725868   0.14864619 -1.42378064  3.18404217]
940,[-0.0725868   0.14864619 -1.42378064  3.18404217],[1.4814587],1.0,[-0.11949505  0.25279897 -0.92660722  2.06644588]
941,[ 0.00380901  0.00364755 -0.00833924 -0.00469346],[0.96389115],1.0,[ 0.00987514 -0.01122077  0.31080028 -0.7314596 ]
942,[ 0.00987514 -0.01122077  0.31080028 -0.7314596 ],[-1.5832845],1.0,[ 0.01168648 -0.01540417 -0.21823365  0.50408534]
943,[ 0.01168648 -0.01540417 -0.21823365  0.50408534],[0.15314329],1.0,[ 0.00408346  0.00141257 -0.16248223  0.34234413]
944,[ 0.00408346  0.00141257 -0.16248223  0.34234413],[1.3490899],1.0,[ 0.00660432 -0.00600884  0.28705159 -0.70025054]
945,[ 0.00660432 -0.00600884  0.28705159 -0.70025054],[2.9908173],1.0,[ 0.03787423 -0.07909701  1.27362403 -2.93447894]
946,[ 0.03787423 -0.07909701  1.27362403 -2.93447894],[-1.8340951],1.0,[ 0.07633155 -0.16632877  0.65407879 -1.46953333]
947,[ 0.07633155 -0.16632877  0.65407879 -1.46953333],[-1.6585532],1.0,[ 0.09168463 -0.20206807  0.11657251 -0.34285139]
948,[ 0.00011833  0.00467421 -0.00317503  0.00470592],[-0.8826797],1.0,[-0.00589364  0.01856492 -0.29662805  0.68302115]
949,[-0.00589364  0.01856492 -0.29662805  0.68302115],[2.0643523],1.0,[-0.00397061  0.01374224  0.39042442 -0.90289571]
950,[-0.00397061  0.01374224  0.39042442 -0.90289571],[2.1348147],1.0,[ 0.02567213 -0.05359775  1.09027448 -2.4546461 ]
951,[ 0.02567213 -0.05359775  1.09027448 -2.4546461 ],[-0.11283889],1.0,[ 0.06823051 -0.14788398  1.03938706 -2.28015399]
952,[ 0.06823051 -0.14788398  1.03938706 -2.28015399],[-0.27580738],1.0,[ 0.10788181 -0.23510358  0.94498705 -2.10063478]
953,[-0.00556713 -0.00849727  0.00903892  0.00447703],[2.446446],1.0,[ 0.01108134 -0.04606056  0.82103687 -1.86320635]
954,[ 0.01108134 -0.04606056  0.82103687 -1.86320635],[-2.2427266],1.0,[ 0.02882865 -0.08476673  0.07012236 -0.1059679 ]
955,[ 0.02882865 -0.08476673  0.07012236 -0.1059679 ],[1.1885446],1.0,[ 0.0396894  -0.10894027  0.47167611 -1.09288807]
956,[ 0.0396894  -0.10894027  0.47167611 -1.09288807],[2.684362],1.0,[ 0.07635422 -0.19427753  1.35753081 -3.15183731]
957,[ 0.07635422 -0.19427753  1.35753081 -3.15183731],[-0.42501572],1.0,[ 0.12761453 -0.31386819  1.20796104 -2.85594177]
958,[ 0.00230166  0.00615723 -0.00837585 -0.007331  ],[1.9858742],1.0,[ 0.01515827 -0.02445555  0.64942368 -1.50817589]
959,[ 0.01515827 -0.02445555  0.64942368 -1.50817589],[0.6067867],1.0,[ 0.04497949 -0.09258001  0.84202536 -1.90499253]
960,[ 0.04497949 -0.09258001  0.84202536 -1.90499253],[-1.6570861],1.0,[ 0.06756902 -0.14309213  0.29089534 -0.65069073]
961,[ 0.06756902 -0.14309213  0.29089534 -0.65069073],[1.1330491],1.0,[ 0.08689118 -0.18857581  0.67397954 -1.61638058]
962,[ 0.08689118 -0.18857581  0.67397954 -1.61638058],[1.0554601],1.0,[ 0.12087362 -0.2708562   1.02373325 -2.49506269]
963,[-0.00418431  0.00877868 -0.00861299 -0.00367554],[1.2044399],1.0,[ 0.00345944 -0.00962558  0.38974927 -0.90750382]
964,[ 0.00345944 -0.00962558  0.38974927 -0.90750382],[1.8145524],1.0,[ 0.03099144 -0.07274852  0.98558234 -2.24094   ]
965,[ 0.03099144 -0.07274852  0.98558234 -2.24094   ],[-1.1688951],1.0,[ 0.06244657 -0.14315156  0.59034638 -1.30825226]
966,[ 0.06244657 -0.14315156  0.59034638 -1.30825226],[0.31265962],1.0,[ 0.0882092  -0.20164493  0.69806435 -1.62223793]
967,[ 0.0042299  -0.00177358  0.00205425 -0.00074328],[-2.1060362],1.0,[-0.00969648  0.03055042 -0.69642619  1.60056414]
968,[-0.00969648  0.03055042 -0.69642619  1.60056414],[0.5899338],1.0,[-0.03345214  0.08412119 -0.4932122   1.09604623]
969,[-0.03345214  0.08412119 -0.4932122   1.09604623],[-0.6577323],1.0,[-0.05755153  0.13847786 -0.71163506  1.62379292]
970,[-0.05755153  0.13847786 -0.71163506  1.62379292],[-1.3957089],1.0,[-0.09522675  0.22533442 -1.17033277  2.71385966]
971,[-0.00479423  0.00759873 -0.00246318 -0.00521576],[1.695689],1.0,[ 0.0063653  -0.01843935  0.55893715 -1.28385124]
972,[ 0.0063653  -0.01843935  0.55893715 -1.28385124],[-0.1822309],1.0,[ 0.02734902 -0.0656623   0.49142675 -1.0893868 ]
973,[ 0.02734902 -0.0656623   0.49142675 -1.0893868 ],[1.299566],1.0,[ 0.05559381 -0.12909041  0.91986698 -2.07822494]
974,[ 0.05559381 -0.12909041  0.91986698 -2.07822494],[-2.2326045],1.0,[ 0.077568   -0.17862615  0.18327158 -0.43565381]
975,[ 0.077568   -0.17862615  0.18327158 -0.43565381],[-0.94391537],1.0,[ 0.07900151 -0.1854144  -0.1105834   0.08729489]
976,[ 0.07900151 -0.1854144  -0.1105834   0.08729489],[-0.44826868],1.0,[ 0.07204578 -0.17956871 -0.23710605  0.20448245]
977,[ 0.07204578 -0.17956871 -0.23710605  0.20448245],[-0.7223279],1.0,[ 0.05822865 -0.16494304 -0.45356638  0.52546297]
978,[ 0.05822865 -0.16494304 -0.45356638  0.52546297],[0.5379029],1.0,[ 0.04409189 -0.15652621 -0.25427159 -0.09467662]
979,[ 0.04409189 -0.15652621 -0.25427159 -0.09467662],[0.06937347],1.0,[ 0.03472735 -0.16485508 -0.2141323  -0.32025235]
980,[ 0.03472735 -0.16485508 -0.2141323  -0.32025235],[-1.4282559],1.0,[ 0.01706995 -0.15957735 -0.66750533  0.57294385]
981,[ 0.01706995 -0.15957735 -0.66750533  0.57294385],[2.9944282],1.0,[ 0.0106024  -0.18621851  0.34001738 -1.87232218]
982,[ 0.0106024  -0.18621851  0.34001738 -1.87232218],[1.525448],1.0,[ 0.03426126 -0.28528088  0.84019616 -3.07242545]
983,[0.00300568 0.00875655 0.00932632 0.0045306 ],[-1.6203479],1.0,[-0.00742226  0.0340667  -0.52921544  1.24827472]
984,[-0.00742226  0.0340667  -0.52921544  1.24827472],[-1.8056375],1.0,[-0.04046323  0.11078939 -1.12136596  2.58104232]
985,[-0.04046323  0.11078939 -1.12136596  2.58104232],[2.2990942],1.0,[-0.06992035  0.1783131  -0.35670899  0.838657  ]
986,[-0.06992035  0.1783131  -0.35670899  0.838657  ],[-0.6276812],1.0,[-0.08856847  0.22420144 -0.57513866  1.45419316]
987,[-0.0087414   0.00287605 -0.00532695  0.00104554],[-1.9611049],1.0,[-0.02200849  0.03314858 -0.65620307  1.49725223]
988,[-0.02200849  0.03314858 -0.65620307  1.49725223],[0.60630035],1.0,[-0.04406904  0.08253736 -0.44861517  0.9894871 ]
989,[-0.04406904  0.08253736 -0.44861517  0.9894871 ],[-1.995901],1.0,[-0.07526142  0.15309969 -1.10872942  2.52598154]
990,[-0.07526142  0.15309969 -1.10872942  2.52598154],[2.3460932],1.0,[-0.1040481   0.21909563 -0.33604909  0.81788216]
991,[-0.00460777  0.00533675 -0.00177357 -0.00034321],[-2.653897],1.0,[-0.02234536  0.04625029 -0.88253157  2.02485726]
992,[-0.02234536  0.04625029 -0.88253157  2.02485726],[-1.1660563],1.0,[-0.06514676  0.14338463 -1.2570085   2.83569025]
993,[-0.06514676  0.14338463 -1.2570085   2.83569025],[-1.5264366],1.0,[-0.12517855  0.27875002 -1.74155285  3.92921417]
994,[ 0.00884226 -0.00813153  0.00925503  0.00290578],[-0.79274136],1.0,[ 0.00395357  0.00401117 -0.25299774  0.59827918]
995,[ 0.00395357  0.00401117 -0.25299774  0.59827918],[-2.4151974],1.0,[-0.02214739  0.064358   -1.04996881  2.40404527]
996,[-0.02214739  0.064358   -1.04996881  2.40404527],[-1.2794255],1.0,[-0.07233831  0.17816458 -1.45854821  3.28982063]
997,[-0.07233831  0.17816458 -1.45854821  3.28982063],[0.480217],1.0,[-0.1272176   0.30194507 -1.2881213   2.92955644]
998,[ 0.00823687  0.00688331 -0.00153193  0.00246458],[-1.0896307],1.0,[ 0.00090884  0.02391757 -0.36387649  0.84077487]
999,[ 0.00090884  0.02391757 -0.36387649  0.84077487],[2.5797417],1.0,[ 0.00358018  0.01741419  0.4945222  -1.13954213]
1000,[ 0.00358018  0.01741419  0.4945222  -1.13954213],[1.7590817],1.0,[ 0.03484354 -0.0532181   1.06775392 -2.38762426]
1001,[ 0.03484354 -0.0532181   1.06775392 -2.38762426],[-0.4256393],1.0,[ 0.0744404  -0.14013965  0.9142925  -1.98162173]
1002,[ 0.0744404  -0.14013965  0.9142925  -1.98162173],[-0.91037107],1.0,[ 0.10495944 -0.20615649  0.61433494 -1.34337687]
1003,[ 0.00738101 -0.00210971  0.00262064 -0.00997486],[0.47790316],1.0,[ 0.01066445 -0.00984866  0.16113515 -0.37340257]
1004,[ 0.01066445 -0.00984866  0.16113515 -0.37340257],[-2.0482297],1.0,[ 0.00344705  0.00699089 -0.51989231  1.19668504]
1005,[ 0.00344705  0.00699089 -0.51989231  1.19668504],[2.7119026],1.0,[ 8.52323795e-04  1.18044571e-02  3.86767857e-01 -9.25211605e-01]
1006,[ 8.52323795e-04  1.18044571e-02  3.86767857e-01 -9.25211605e-01],[-0.7836425],1.0,[ 0.01094031 -0.01161665  0.11909721 -0.25980669]
1007,[ 0.01094031 -0.01161665  0.11909721 -0.25980669],[-0.2612279],1.0,[ 0.01394919 -0.01788022  0.03178271 -0.05746687]
1008,[ 0.01394919 -0.01788022  0.03178271 -0.05746687],[2.2241745],1.0,[ 0.03003914 -0.05463352  0.77057587 -1.76274653]
1009,[ 0.03003914 -0.05463352  0.77057587 -1.76274653],[0.2562283],1.0,[ 0.06239029 -0.12788503  0.84785616 -1.91134282]
1010,[ 0.06239029 -0.12788503  0.84785616 -1.91134282],[0.75465107],1.0,[ 0.10121375 -0.21593628  1.09300221 -2.49631823]
1011,[-0.00260022 -0.00536183  0.00835205 -0.00871373],[1.8040297],1.0,[ 0.00974021 -0.03349887  0.60701042 -1.38415643]
1012,[ 0.00974021 -0.03349887  0.60701042 -1.38415643],[0.97602254],1.0,[ 0.04035428 -0.10268589  0.9234986  -2.07757515]
1013,[ 0.04035428 -0.10268589  0.9234986  -2.07757515],[-0.13849434],1.0,[ 0.07623646 -0.18314509  0.87214335 -1.96261332]
1014,[ 0.07623646 -0.18314509  0.87214335 -1.96261332],[0.9956836],1.0,[ 0.11766019 -0.2777425   1.19773772 -2.76733995]
1015,[-0.00106773  0.00110487  0.00265464 -0.00557206],[0.71626973],1.0,[ 0.00379593 -0.01005078  0.23990072 -0.54681886]
1016,[ 0.00379593 -0.01005078  0.23990072 -0.54681886],[0.12778065],1.0,[ 0.01417705 -0.0333503   0.27947625 -0.62170485]
1017,[ 0.01417705 -0.0333503   0.27947625 -0.62170485],[-1.1895735],1.0,[ 0.01742235 -0.03986827 -0.11566546  0.28174134]
1018,[ 0.01742235 -0.03986827 -0.11566546  0.28174134],[-0.20513995],1.0,[ 0.01156024 -0.02671632 -0.17753755  0.37712304]
1019,[ 0.01156024 -0.02671632 -0.17753755  0.37712304],[-1.1781114],1.0,[-0.00326284  0.00537511 -0.56292013  1.22200722]
1020,[-0.00326284  0.00537511 -0.56292013  1.22200722],[2.9475486],1.0,[-0.00600137  0.00750331  0.42238065 -1.08279856]
1021,[-0.00600137  0.00750331  0.42238065 -1.08279856],[0.9000958],1.0,[ 0.01669694 -0.04797863  0.71250302 -1.69328803]
1022,[ 0.01669694 -0.04797863  0.71250302 -1.69328803],[2.2284248],1.0,[ 0.05980183 -0.1485122   1.44028144 -3.32337741]
1023,[ 0.05980183 -0.1485122   1.44028144 -3.32337741],[0.59577495],1.0,[ 0.12093495 -0.28879346  1.61598345 -3.70479637]
1024,[-0.00589324 -0.00099674 -0.00040757  0.00738644],[1.9971644],1.0,[ 0.0073744  -0.03137799  0.66195024 -1.51091054]
1025,[ 0.0073744  -0.03137799  0.66195024 -1.51091054],[0.17107165],1.0,[ 0.03481509 -0.09308555  0.71099813 -1.58523147]
1026,[ 0.03481509 -0.09308555  0.71099813 -1.58523147],[-2.3111598],1.0,[ 0.04788431 -0.12128829 -0.05390613  0.14341179]
1027,[ 0.04788431 -0.12128829 -0.05390613  0.14341179],[0.6396447],1.0,[ 0.05025395 -0.12823479  0.17154074 -0.48322656]
1028,[ 0.05025395 -0.12823479  0.17154074 -0.48322656],[-1.2510957],1.0,[ 0.04904509 -0.13089283 -0.23062425  0.33815493]
