,s,a,r,s1
3067,[-0.00523201  0.03254806 -0.74187499  1.69842896],[1.9537182],1.0,[-0.02173352  0.06904774 -0.0865086   0.15647233]
3068,[-0.02173352  0.06904774 -0.0865086   0.15647233],[-1.4460348],1.0,[-0.03492798  0.09884961 -0.57173758  1.32212864]
3069,[-0.03492798  0.09884961 -0.57173758  1.32212864],[-0.92980087],1.0,[-0.06395158  0.16635893 -0.87889624  2.0536608 ]
3070,[-0.06395158  0.16635893 -0.87889624  2.0536608 ],[-2.2580328],1.0,[-0.11387162  0.2829052  -1.61222177  3.75482411]
3071,[0.00865747 0.00637461 0.00977279 0.00020141],[-2.9977221],1.0,[-0.01090712  0.05261238 -0.98502433  2.28751695]
3072,[-0.01090712  0.05261238 -0.98502433  2.28751695],[-1.7787936],1.0,[-0.06181777  0.16931163 -1.55855891  3.54474829]
3073,[-0.06181777  0.16931163 -1.55855891  3.54474829],[2.0286655],1.0,[-0.11049897  0.27985006 -0.88219906  2.03635962]
3074,[-0.00536649  0.00492291 -0.00748343 -0.00394629],[2.9680226],1.0,[ 0.01406112 -0.04067374  0.97606868 -2.25272274]
3075,[ 0.01406112 -0.04067374  0.97606868 -2.25272274],[1.8908108],1.0,[ 0.06534753 -0.15746331  1.58630317 -3.58356718]
3076,[ 0.06534753 -0.15746331  1.58630317 -3.58356718],[0.6359101],1.0,[ 0.13250597 -0.30844954  1.77085847 -3.97996733]
3077,[-0.00137493  0.0068892   0.00886102 -0.00462166],[-0.4119184],1.0,[-0.00378106  0.01323987 -0.1287877   0.31887033]
3078,[-0.00378106  0.01323987 -0.1287877   0.31887033],[2.7995842],1.0,[ 0.00970357 -0.01708984  0.80028523 -1.81147557]
3079,[ 0.00970357 -0.01708984  0.80028523 -1.81147557],[0.7001855],1.0,[ 0.0461122  -0.09819078  1.02055662 -2.25200655]
3080,[ 0.0461122  -0.09819078  1.02055662 -2.25200655],[-1.5415009],1.0,[ 0.07655826 -0.16401425  0.50549743 -1.07194578]
3081,[ 0.07655826 -0.16401425  0.50549743 -1.07194578],[-1.4629966],1.0,[ 0.0873147  -0.18723372  0.03457583 -0.10851768]
3082,[ 0.0873147  -0.18723372  0.03457583 -0.10851768],[-0.44626424],1.0,[ 0.08615037 -0.18903014 -0.09252501  0.01649133]
3083,[ 0.08615037 -0.18903014 -0.09252501  0.01649133],[-0.48077023],1.0,[ 0.07970207 -0.18552811 -0.22970934  0.15729254]
3084,[ 0.07970207 -0.18552811 -0.22970934  0.15729254],[2.2616425],1.0,[ 0.08583617 -0.21746891  0.53319462 -1.73022251]
3085,[-0.00632131 -0.0062466   0.00871954  0.00272592],[2.3429039],1.0,[ 0.00962091 -0.04223704  0.78617095 -1.78376711]
3086,[ 0.00962091 -0.04223704  0.78617095 -1.78376711],[-2.0341012],1.0,[ 0.02736222 -0.080967    0.10439255 -0.18416056]
3087,[ 0.02736222 -0.080967    0.10439255 -0.18416056],[0.9764616],1.0,[ 0.03816697 -0.10484422  0.4348997  -1.00235501]
3088,[ 0.03816697 -0.10484422  0.4348997  -1.00235501],[-1.0077037],1.0,[ 0.04895814 -0.13066162  0.1064073  -0.30418597]
3089,[ 0.04895814 -0.13066162  0.1064073  -0.30418597],[-2.108788],1.0,[ 0.03949489 -0.11343267 -0.57789049  1.14979279]
3090,[ 0.03949489 -0.11343267 -0.57789049  1.14979279],[-0.5732181],1.0,[ 0.01299258 -0.06280989 -0.74782439  1.38831055]
3091,[ 0.01299258 -0.06280989 -0.74782439  1.38831055],[1.3535004],1.0,[-0.00756918 -0.03132666 -0.28252031  0.20801214]
3092,[-0.00756918 -0.03132666 -0.28252031  0.20801214],[-1.073405],1.0,[-0.02589788 -0.00752093 -0.63319437  0.97631201]
3093,[-0.02589788 -0.00752093 -0.63319437  0.97631201],[0.4612032],1.0,[-0.04798182  0.02297225 -0.47222239  0.5602462 ]
3094,[-0.04798182  0.02297225 -0.47222239  0.5602462 ],[2.4511364],1.0,[-0.0505239   0.00753295  0.34255519 -1.3092184 ]
3095,[-0.0505239   0.00753295  0.34255519 -1.3092184 ],[2.2608895],1.0,[-0.02199721 -0.07761147  1.08216617 -2.93958141]
3096,[-0.02199721 -0.07761147  1.08216617 -2.93958141],[2.3671575],1.0,[ 0.03654657 -0.22863301  1.84034662 -4.59968148]
3097,[ 0.0094596   0.00825871 -0.00263156  0.00109191],[-2.5333288],1.0,[-0.00751637  0.04744156 -0.84370383  1.93780406]
3098,[-0.00751637  0.04744156 -0.84370383  1.93780406],[2.0924454],1.0,[-0.02716938  0.09145964 -0.14271238  0.29663378]
3099,[-0.02716938  0.09145964 -0.14271238  0.29663378],[-0.29529816],1.0,[-0.03499873  0.10959321 -0.24858775  0.60909901]
3100,[-0.03499873  0.10959321 -0.24858775  0.60909901],[-2.3821979],1.0,[-0.06085082  0.1718191  -1.04084314  2.48211893]
3101,[-0.06085082  0.1718191  -1.04084314  2.48211893],[2.5519314],1.0,[-0.08564665  0.23367129 -0.2046658   0.65609789]
3102,[ 0.00698693 -0.00453604 -0.00119719  0.00278119],[-0.35168898],1.0,[ 0.00460654  0.00090792 -0.11751707  0.26679026]
3103,[ 0.00460654  0.00090792 -0.11751707  0.26679026],[-1.1686932],1.0,[-0.00783272  0.0292366  -0.50358495  1.14279714]
3104,[-0.00783272  0.0292366  -0.50358495  1.14279714],[2.35103],1.0,[-0.01223854  0.03806314  0.28026086 -0.67399277]
3105,[-0.01223854  0.03806314  0.28026086 -0.67399277],[-1.5922177],1.0,[-0.01180687  0.03736763 -0.25667294  0.62093934]
3106,[-0.01180687  0.03736763 -0.25667294  0.62093934],[-1.9882023],1.0,[-0.03527481  0.09274774 -0.91488985  2.1355882 ]
3107,[-0.03527481  0.09274774 -0.91488985  2.1355882 ],[1.6923083],1.0,[-0.06051605  0.15173613 -0.35095569  0.84668793]
3108,[-0.06051605  0.15173613 -0.35095569  0.84668793],[2.7642603],1.0,[-0.05650777  0.14637598  0.54861532 -1.08927603]
3109,[-0.05650777  0.14637598  0.54861532 -1.08927603],[-1.282878],1.0,[-0.04354143  0.12709401  0.10159605  0.10585567]
3110,[-0.04354143  0.12709401  0.10159605  0.10585567],[-2.452481],1.0,[-0.05597271  0.17129133 -0.7198701   2.08044992]
3111,[-0.05597271  0.17129133 -0.7198701   2.08044992],[1.5406247],1.0,[-0.07465687  0.23267423 -0.21808312  1.02003232]
3112,[ 0.00798859 -0.00171818  0.00603822 -0.00611295],[0.28088075],1.0,[ 0.0100975  -0.00627078  0.09916391 -0.21942563]
3113,[ 0.0100975  -0.00627078  0.09916391 -0.21942563],[2.8688748],1.0,[ 0.03311987 -0.05892167  1.04923092 -2.39168555]
3114,[ 0.03311987 -0.05892167  1.04923092 -2.39168555],[-2.4611437],1.0,[ 0.05849279 -0.11507229  0.22415596 -0.45726366]
3115,[ 0.05849279 -0.11507229  0.22415596 -0.45726366],[1.2349542],1.0,[ 0.07581229 -0.15410999  0.64052953 -1.48603105]
3116,[ 0.07581229 -0.15410999  0.64052953 -1.48603105],[2.879688],1.0,[ 0.12042712 -0.25798507  1.58443894 -3.67961035]
3117,[-0.00784213 -0.00087464  0.00330358 -0.00604416],[1.9058346],1.0,[ 0.00496431 -0.03036966  0.63527844 -1.45400678]
3118,[ 0.00496431 -0.03036966  0.63527844 -1.45400678],[1.4646991],1.0,[ 0.03993538 -0.1096661   1.11241286 -2.50899323]
3119,[ 0.03993538 -0.1096661   1.11241286 -2.50899323],[-2.3621588],1.0,[ 0.06861626 -0.17331443  0.32678216 -0.71651508]
3120,[ 0.06861626 -0.17331443  0.32678216 -0.71651508],[2.1038158],1.0,[ 0.09577692 -0.23633324  1.02797517 -2.41525886]
3121,[ 0.00935109 -0.00813788  0.00345504 -0.00316672],[2.6869159],1.0,[ 0.02737383 -0.0496821   0.89507664 -2.0526476 ]
3122,[ 0.02737383 -0.0496821   0.89507664 -2.0526476 ],[1.0805703],1.0,[ 0.07010524 -0.14658578  1.24111728 -2.79748083]
3123,[ 0.07010524 -0.14658578  1.24111728 -2.79748083],[2.0407956],1.0,[ 0.13287779 -0.2881126   1.89275546 -4.26628906]
3124,[-0.00754465  0.00023288 -0.0041323  -0.00912187],[2.8995395],1.0,[ 0.01157074 -0.04461936  0.95713819 -2.21071022]
3125,[ 0.01157074 -0.04461936  0.95713819 -2.21071022],[-1.8429972],1.0,[ 0.03735678 -0.10284724  0.33596926 -0.7349304 ]
3126,[ 0.03735678 -0.10284724  0.33596926 -0.7349304 ],[-1.2892927],1.0,[ 0.04236045 -0.11398181 -0.08408351  0.1629878 ]
3127,[ 0.04236045 -0.11398181 -0.08408351  0.1629878 ],[2.2189887],1.0,[ 0.05397276 -0.14400928  0.6619366  -1.64262887]
3128,[ 0.05397276 -0.14400928  0.6619366  -1.64262887],[-0.8681689],1.0,[ 0.07475824 -0.19769108  0.37960969 -1.06189755]
3129,[ 0.07475824 -0.19769108  0.37960969 -1.06189755],[0.03455753],1.0,[ 0.09041826 -0.24372055  0.40380859 -1.24543459]
3130,[0.00393323 0.00249473 0.00805131 0.00045825],[2.4075365],1.0,[ 0.02025949 -0.0343764   0.80603457 -1.8253313 ]
3131,[ 0.02025949 -0.0343764   0.80603457 -1.8253313 ],[0.46730778],1.0,[ 0.05538041 -0.11282343  0.95067778 -2.10735329]
3132,[ 0.05538041 -0.11282343  0.95067778 -2.10735329],[0.6812676],1.0,[ 0.09776812 -0.2070181   1.16865288 -2.61005624]
3133,[-0.00282087 -0.00902843 -0.00638861 -0.00981944],[-1.1404623],1.0,[-0.01064681  0.00794038 -0.38389688  0.84955346]
3134,[-0.01064681  0.00794038 -0.38389688  0.84955346],[-2.2224455],1.0,[-0.04066686  0.07511508 -1.11528052  2.4972974 ]
3135,[-0.04066686  0.07511508 -1.11528052  2.4972974 ],[0.6591238],1.0,[-0.08064618  0.1633022  -0.8863435   1.93847881]
3136,[-0.08064618  0.1633022  -0.8863435   1.93847881],[-2.111447],1.0,[-0.12993433  0.27322986 -1.57383318  3.54164372]
3137,[-0.00987875 -0.00269239  0.00805503  0.00382026],[-1.0096532],1.0,[-0.01627045  0.01294532 -0.32674282  0.77037681]
3138,[-0.01627045  0.01294532 -0.32674282  0.77037681],[0.9029822],1.0,[-0.02325032  0.02920459 -0.02368995  0.0559432 ]
3139,[-0.02325032  0.02920459 -0.02368995  0.0559432 ],[0.02239214],1.0,[-0.02411052  0.03174499 -0.01935135  0.0713799 ]
3140,[-0.02411052  0.03174499 -0.01935135  0.0713799 ],[1.7233561],1.0,[-0.01348896  0.00882669  0.54893454 -1.20416215]
3141,[-0.01348896  0.00882669  0.54893454 -1.20416215],[-2.976161],1.0,[-0.01153734  0.00824331 -0.44771391  1.1419504 ]
3142,[-0.01153734  0.00824331 -0.44771391  1.1419504 ],[1.5645462],1.0,[-0.01889094  0.02860338  0.07767832 -0.10225068]
3143,[-0.01889094  0.02860338  0.07767832 -0.10225068],[0.14705454],1.0,[-0.01489218  0.02310407  0.1222497  -0.17280548]
3144,[-0.01489218  0.02310407  0.1222497  -0.17280548],[-0.19763903],1.0,[-0.01140226  0.02004385  0.05259148  0.01654684]
3145,[-0.01140226  0.02004385  0.05259148  0.01654684],[2.2070675],1.0,[ 0.00533123 -0.01270295  0.78215236 -1.63725952]
3146,[ 0.00533123 -0.01270295  0.78215236 -1.63725952],[2.525141],1.0,[ 0.05315121 -0.11493109  1.60643672 -3.46323789]
3147,[ 0.05315121 -0.11493109  1.60643672 -3.46323789],[-2.538112],1.0,[ 0.10025141 -0.21293614  0.75551696 -1.49382379]
3148,[-0.00261101  0.0099809  -0.00913084  0.00614742],[-1.1556264],1.0,[-0.01068778  0.02824144 -0.39364732  0.89786665]
3149,[-0.01068778  0.02824144 -0.39364732  0.89786665],[-1.182895],1.0,[-0.03422134  0.08178208 -0.78239307  1.7762983 ]
3150,[-0.03422134  0.08178208 -0.78239307  1.7762983 ],[-1.2342246],1.0,[-0.07356608  0.17106777 -1.18389234  2.68812094]
3151,[-0.07356608  0.17106777 -1.18389234  2.68812094],[-1.0479771],1.0,[-0.12759754  0.29411752 -1.51597823  3.46707523]
3152,[ 0.0049564  -0.00958319  0.00694284 -0.00384638],[0.2723296],1.0,[ 0.00706264 -0.01410001  0.09812163 -0.21985918]
3153,[ 0.00706264 -0.01410001  0.09812163 -0.21985918],[-2.6788003],1.0,[-0.00683677  0.01826382 -0.79052143  1.81581054]
3154,[-0.00683677  0.01826382 -0.79052143  1.81581054],[0.67220706],1.0,[-0.03374748  0.07860122 -0.55711647  1.22171488]
3155,[-0.03374748  0.07860122 -0.55711647  1.22171488],[1.0379355],1.0,[-0.04913084  0.11185023 -0.21405956  0.45888736]
3156,[-0.04913084  0.11185023 -0.21405956  0.45888736],[2.962503],1.0,[-0.03823906  0.08715713  0.75626205 -1.67058147]
3157,[-0.03823906  0.08715713  0.75626205 -1.67058147],[0.03467804],1.0,[-0.00819664  0.02406689  0.74713173 -1.49837368]
3158,[-0.00819664  0.02406689  0.74713173 -1.49837368],[-2.88849],1.0,[ 0.00218448  0.01111778 -0.22430016  0.8160567 ]
3159,[ 0.00218448  0.01111778 -0.22430016  0.8160567 ],[1.3813],1.0,[ 0.00248671  0.02177178  0.23751371 -0.26596766]
3160,[ 0.00248671  0.02177178  0.23751371 -0.26596766],[-1.2674681],1.0,[ 0.00345581  0.03151973 -0.18766787  0.74107859]
3161,[ 0.00345581  0.03151973 -0.18766787  0.74107859],[1.8962767],1.0,[ 0.00858699  0.03186581  0.44197708 -0.70341219]
3162,[ 0.00858699  0.03186581  0.44197708 -0.70341219],[-1.194944],1.0,[0.01812757 0.02382016 0.03670856 0.2857481 ]
3163,[0.01812757 0.02382016 0.03670856 0.2857481 ],[2.6657531],1.0,[ 0.03730132 -0.00545321  0.91946111 -1.72720954]
3164,[ 0.03730132 -0.00545321  0.91946111 -1.72720954],[2.024942],1.0,[ 0.08725961 -0.10332892  1.57698149 -3.16195232]
3165,[ 0.08725961 -0.10332892  1.57698149 -3.16195232],[1.3423243],1.0,[ 0.15876871 -0.24777574  1.99632397 -4.06383058]
3166,[ 0.00459912 -0.00031014 -0.00683562 -0.00516354],[1.123659],1.0,[ 0.01179694 -0.0177435   0.36572725 -0.85795119]
3167,[ 0.01179694 -0.0177435   0.36572725 -0.85795119],[-2.3728704],1.0,[ 0.01054974 -0.0148467  -0.42530483  0.97762433]
3168,[ 0.01054974 -0.0148467  -0.42530483  0.97762433],[2.6898327],1.0,[ 0.01160836 -0.0186805   0.47502388 -1.14031194]
3169,[ 0.01160836 -0.0186805   0.47502388 -1.14031194],[-0.44364333],1.0,[ 0.02752265 -0.05635302  0.32202107 -0.75630079]
3170,[ 0.02752265 -0.05635302  0.32202107 -0.75630079],[0.21694337],1.0,[ 0.04184967 -0.09018398  0.3946447  -0.93919954]
3171,[ 0.04184967 -0.09018398  0.3946447  -0.93919954],[-0.8973882],1.0,[ 0.05173553 -0.1148685   0.10122754 -0.30933238]
3172,[ 0.05173553 -0.1148685   0.10122754 -0.30933238],[-0.18239374],1.0,[ 0.05478417 -0.12668949  0.05149398 -0.28448127]
3173,[ 0.05478417 -0.12668949  0.05149398 -0.28448127],[2.3386095],1.0,[ 0.07254451 -0.17597849  0.83340729 -2.15852148]
3174,[ 0.07254451 -0.17597849  0.83340729 -2.15852148],[2.0567122],1.0,[ 0.11930426 -0.29364842  1.50011441 -3.70922088]
3175,[-0.0054417  -0.00984224  0.00984267 -0.00566379],[-1.166857],1.0,[-0.01279268  0.00767644 -0.37636131  0.87273554]
3176,[-0.01279268  0.00767644 -0.37636131  0.87273554],[0.5868216],1.0,[-0.0238318   0.03262362 -0.17683968  0.38648206]
3177,[-0.0238318   0.03262362 -0.17683968  0.38648206],[-2.7692845],1.0,[-0.04932442  0.09081725 -1.09488509  2.50205779]
3178,[-0.04932442  0.09081725 -1.09488509  2.50205779],[1.9870157],1.0,[-0.07974178  0.15943638 -0.4305842   0.96833089]
3179,[-0.07974178  0.15943638 -0.4305842   0.96833089],[-2.1687846],1.0,[-0.11142046  0.23296335 -1.14987913  2.68918932]
3180,[0.00795532 0.00656367 0.00492661 0.00151838],[1.1857123],1.0,[ 0.01602088 -0.0114017   0.39730737 -0.89081656]
3181,[ 0.01602088 -0.0114017   0.39730737 -0.89081656],[-2.413758],1.0,[ 0.01574349 -0.00899063 -0.4083195   0.98552121]
3182,[ 0.01574349 -0.00899063 -0.4083195   0.98552121],[0.49949667],1.0,[ 0.00289869  0.02127127 -0.23518091  0.53983917]
3183,[ 0.00289869  0.02127127 -0.23518091  0.53983917],[-2.822627],1.0,[-0.02523723  0.08597298 -1.16877453  2.67508196]
3184,[-0.02523723  0.08597298 -1.16877453  2.67508196],[-0.8174891],1.0,[-0.07708999  0.20361142 -1.42360341  3.21677956]
3185,[-0.00461672 -0.00507475  0.00464025  0.00783483],[-1.5423511],1.0,[-0.01468225  0.01884636 -0.50653771  1.17646936]
3186,[-0.01468225  0.01884636 -0.50653771  1.17646936],[-1.6607225],1.0,[-0.04584103  0.09026466 -1.05028837  2.38935468]
3187,[-0.04584103  0.09026466 -1.05028837  2.38935468],[-2.9365044],1.0,[-0.10699096  0.22894914 -2.00120654  4.52171722]
3188,[-0.00178591  0.00119739  0.00905393  0.00124054],[-1.2079798],1.0,[-0.00946594  0.01987261 -0.39196492  0.92320684]
3189,[-0.00946594  0.01987261 -0.39196492  0.92320684],[-0.5655688],1.0,[-0.02881018  0.0647433  -0.57537347  1.32321284]
3190,[-0.02881018  0.0647433  -0.57537347  1.32321284],[-0.28855518],1.0,[-0.05367319  0.12182379 -0.66834221  1.53843109]
3191,[-0.05367319  0.12182379 -0.66834221  1.53843109],[-2.3423946],1.0,[-0.09585533  0.21934636 -1.43693372  3.32012272]
3192,[-0.00672875  0.00514314  0.00654175 -0.00337392],[1.3047231],1.0,[ 0.00219558 -0.01487325  0.43852264 -0.98757398]
3193,[ 0.00219558 -0.01487325  0.43852264 -0.98757398],[1.509114],1.0,[ 0.02964439 -0.07651541  0.93301593 -2.08991111]
3194,[ 0.02964439 -0.07651541  0.93301593 -2.08991111],[-1.7726843],1.0,[ 0.05503182 -0.13198065  0.34009528 -0.71620341]
3195,[ 0.05503182 -0.13198065  0.34009528 -0.71620341],[-2.0474188],1.0,[ 0.05526597 -0.13167902 -0.3261838   0.71136383]
3196,[ 0.05526597 -0.13167902 -0.3261838   0.71136383],[0.9057683],1.0,[ 0.04861377 -0.12093428 -0.00784112 -0.16028615]
3197,[ 0.04861377 -0.12093428 -0.00784112 -0.16028615],[-2.1361787],1.0,[ 0.03439101 -0.09743616 -0.70175201  1.32047825]
3198,[ 0.03439101 -0.09743616 -0.70175201  1.32047825],[-0.10198274],1.0,[ 0.00605538 -0.04703993 -0.71604459  1.21060057]
3199,[ 0.00605538 -0.04703993 -0.71604459  1.21060057],[1.7707899],1.0,[-0.01051415 -0.02849685 -0.11496506 -0.25950235]
3200,[-0.01051415 -0.02849685 -0.11496506 -0.25950235],[-0.83096826],1.0,[-0.02060264 -0.0264326  -0.38854557  0.35450527]
3201,[-0.02060264 -0.0264326  -0.38854557  0.35450527],[-1.8676573],1.0,[-0.04844201  0.01534943 -1.00207884  1.72368145]
3202,[-0.04844201  0.01534943 -1.00207884  1.72368145],[0.8308974],1.0,[-0.08275267  0.06958571 -0.71565304  1.00932566]
3203,[-0.08275267  0.06958571 -0.71565304  1.00932566],[-2.28038],1.0,[-0.12647348  0.14497105 -1.4677442   2.74488434]
3204,[-0.12647348  0.14497105 -1.4677442   2.74488434],[-0.62542444],1.0,[-0.18904415  0.26346404 -1.6605489   3.19057635]
3205,[ 0.00296471  0.00360077 -0.00627327 -0.00977674],[-0.39676023],1.0,[ 6.18237982e-05  9.44001586e-03 -1.38505092e-01  2.98566926e-01]
3206,[ 6.18237982e-05  9.44001586e-03 -1.38505092e-01  2.98566926e-01],[0.534134],1.0,[-0.00190466  0.01303652  0.03947229 -0.11224786]
3207,[-0.00190466  0.01303652  0.03947229 -0.11224786],[1.3071854],1.0,[ 0.00831966 -0.01104386  0.47069636 -1.08293222]
3208,[ 0.00831966 -0.01104386  0.47069636 -1.08293222],[-0.21632154],1.0,[ 0.02556312 -0.04980659  0.39254258 -0.86595387]
3209,[ 0.02556312 -0.04980659  0.39254258 -0.86595387],[-0.2776399],1.0,[ 0.03939252 -0.08014734  0.29985096 -0.66011411]
3210,[ 0.03939252 -0.08014734  0.29985096 -0.66011411],[-1.9543601],1.0,[ 0.03848649 -0.07762836 -0.34300668  0.76663614]
3211,[ 0.03848649 -0.07762836 -0.34300668  0.76663614],[2.6060598],1.0,[ 0.0423616  -0.0896258   0.53358887 -1.33868835]
3212,[ 0.0423616  -0.0896258   0.53358887 -1.33868835],[2.4843895],1.0,[ 0.08011885 -0.18111019  1.35081748 -3.21806123]
3213,[ 0.08011885 -0.18111019  1.35081748 -3.21806123],[2.9254837],1.0,[ 0.15286992 -0.35194851  2.27660923 -5.28874487]
3214,[ 0.00638283 -0.00691838 -0.00191791  0.00519692],[2.5083191],1.0,[ 0.02300198 -0.0453701   0.83047247 -1.90788286]
3215,[ 0.02300198 -0.0453701   0.83047247 -1.90788286],[2.6144133],1.0,[ 0.07333303 -0.15999616  1.6826931  -3.80951835]
3216,[ 0.07333303 -0.15999616  1.6826931  -3.80951835],[-1.9316527],1.0,[ 0.12751066 -0.28178276  1.03293631 -2.33566269]
3217,[-0.00547979 -0.00133504 -0.00926483  0.00743007],[0.81825346],1.0,[-4.06603121e-04 -1.36127969e-02  2.62190222e-01 -6.15000254e-01]
3218,[-4.06603121e-04 -1.36127969e-02  2.62190222e-01 -6.15000254e-01],[2.7268772],1.0,[ 0.02814213 -0.07952085  1.1626853  -2.66225525]
3219,[ 0.02814213 -0.07952085  1.1626853  -2.66225525],[-1.7725837],1.0,[ 0.062622   -0.15718529  0.56574871 -1.25991862]
3220,[ 0.062622   -0.15718529  0.56574871 -1.25991862],[0.6587832],1.0,[ 0.08971247 -0.2192898   0.78838636 -1.8466875 ]
3221,[ 0.00774513  0.00811289 -0.00051225  0.00070518],[-0.5277046],1.0,[ 0.00419244  0.01647562 -0.17664123  0.41328686]
3222,[ 0.00419244  0.01647562 -0.17664123  0.41328686],[1.499227],1.0,[ 0.00712019  0.00985147  0.32139147 -0.72979847]
3223,[ 0.00712019  0.00985147  0.32139147 -0.72979847],[-0.94042295],1.0,[ 0.01358293 -0.00364756  0.0031896   0.04136431]
3224,[ 0.01358293 -0.00364756  0.0031896   0.04136431],[-2.977857],1.0,[-0.00608658  0.0436535  -0.98382728  2.30047003]
3225,[-0.00608658  0.0436535  -0.98382728  2.30047003],[-2.2067442],1.0,[-0.05977072  0.16720527 -1.69757114  3.8695177 ]
3226,[-0.05977072  0.16720527 -1.69757114  3.8695177 ],[-2.737487],1.0,[-0.14493474  0.36000942 -2.54991116  5.73893705]
3227,[-0.00805928 -0.00058146 -0.00967266 -0.00049201],[0.73511106],1.0,[-0.00355812 -0.01187112  0.23407936 -0.55838872]
3228,[-0.00355812 -0.01187112  0.23407936 -0.55838872],[-0.19028209],1.0,[ 0.00447778 -0.03077675  0.16833627 -0.39298629]
3229,[ 0.00447778 -0.03077675  0.16833627 -0.39298629],[0.24556744],1.0,[ 0.0128498  -0.0504192   0.25032402 -0.59021536]
3230,[ 0.0128498  -0.0504192   0.25032402 -0.59021536],[1.7576187],1.0,[ 0.03455441 -0.10128213  0.83330159 -1.94207092]
3231,[ 0.03455441 -0.10128213  0.83330159 -1.94207092],[1.9593791],1.0,[ 0.08070351 -0.208195    1.47133454 -3.39415684]
3232,[-0.00051558 -0.00774868  0.00338799  0.00211438],[-2.5978382],1.0,[-0.01764615  0.03210242 -0.85750876  1.97029852]
3233,[-0.01764615  0.03210242 -0.85750876  1.97029852],[-0.7033867],1.0,[-0.05636848  0.11977789 -1.07895894  2.4224411 ]
3234,[-0.05636848  0.11977789 -1.07895894  2.4224411 ],[1.379175],1.0,[-0.09025466  0.19530958 -0.61916574  1.38739337]
3235,[-0.09025466  0.19530958 -0.61916574  1.38739337],[-1.8881831],1.0,[-0.12754689  0.2812012  -1.24195304  2.89146933]
3236,[-0.00532358 -0.00155017 -0.00297415  0.00192014],[1.466438],1.0,[ 0.00431212 -0.02400351  0.48343306 -1.11328294]
3237,[ 0.00431212 -0.02400351  0.48343306 -1.11328294],[0.81084234],1.0,[ 0.0289148  -0.0799948   0.74665222 -1.68849279]
3238,[ 0.0289148  -0.0799948   0.74665222 -1.68849279],[1.2095618],1.0,[ 0.06667813 -0.16542696  1.14066055 -2.58327787]
3239,[ 0.06667813 -0.16542696  1.14066055 -2.58327787],[-2.4998972],1.0,[ 0.09574998 -0.23163233  0.31872495 -0.77335503]
3240,[-0.00588976 -0.00722209  0.00403347 -0.00283432],[2.653558],1.0,[ 0.01193243 -0.04822072  0.88451517 -2.02601979]
3241,[ 0.01193243 -0.04822072  0.88451517 -2.02601979],[2.105277],1.0,[ 0.06103161 -0.1596869   1.56805058 -3.54001935]
3242,[ 0.06103161 -0.1596869   1.56805058 -3.54001935],[0.31788948],1.0,[ 0.12539938 -0.30435665  1.65067506 -3.7130079 ]
3243,[-0.0011236   0.00627896 -0.00949934 -0.0073055 ],[1.4563904],1.0,[ 0.00816595 -0.01619569  0.47269198 -1.10543552]
3244,[ 0.00816595 -0.01619569  0.47269198 -1.10543552],[-2.966291],1.0,[ 0.0072091  -0.01371721 -0.51702064  1.19755017]
3245,[ 0.0072091  -0.01371721 -0.51702064  1.19755017],[-2.5081372],1.0,[-0.02993803  0.07081184 -1.33842533  3.01773143]
3246,[-0.02993803  0.07081184 -1.33842533  3.01773143],[-1.5197622],1.0,[-0.09311173  0.21195414 -1.81812875  4.0415146 ]
3247,[-0.00782646  0.0065798   0.0008567   0.00065165],[-1.4014646],1.0,[-0.01713268  0.02832707 -0.46487851  1.07577294]
3248,[-0.01713268  0.02832707 -0.46487851  1.07577294],[1.3688605],1.0,[-0.02652912  0.04961383 -0.0070795   0.00811581]
3249,[-0.02652912  0.04961383 -0.0070795   0.00811581],[-1.3082511],1.0,[-0.03562058  0.0711734  -0.44616976  1.058912  ]
3250,[-0.03562058  0.0711734  -0.44616976  1.058912  ],[2.4048772],1.0,[-0.03750207  0.07705118  0.34912808 -0.73833768]
3251,[-0.03750207  0.07705118  0.34912808 -0.73833768],[2.6536703],1.0,[-0.00618634  0.0096773   1.21535184 -2.61917549]
3252,[-0.00618634  0.0096773   1.21535184 -2.61917549],[2.4256077],1.0,[ 0.05808774 -0.12844243  1.99589882 -4.28262627]
3253,[ 0.05808774 -0.12844243  1.99589882 -4.28262627],[0.02172202],1.0,[ 0.1373771  -0.29656659  1.9697232  -4.15318174]
3254,[-0.00570546 -0.00622188  0.00794272  0.00758397],[2.129684],1.0,[ 0.00878834 -0.03874929  0.71474637 -1.61719027]
3255,[ 0.00878834 -0.03874929  0.71474637 -1.61719027],[-2.0831234],1.0,[ 0.02336431 -0.07019512  0.01739287  0.01478333]
3256,[ 0.02336431 -0.07019512  0.01739287  0.01478333],[-0.7970097],1.0,[ 0.01892026 -0.05901443 -0.23901446  0.53922095]
3257,[ 0.01892026 -0.05901443 -0.23901446  0.53922095],[-2.9320512],1.0,[-0.00992686  0.00548631 -1.20142496  2.66976705]
3258,[-0.00992686  0.00548631 -1.20142496  2.66976705],[-1.7821393],1.0,[-0.06938669  0.13607433 -1.77007314  3.86170233]
3259,[-0.06938669  0.13607433 -1.77007314  3.86170233],[0.9751191],1.0,[-0.1332596   0.27349411 -1.42785047  3.05198694]
3260,[ 0.0043275   0.00952348 -0.00947569 -0.00785281],[-0.743231],1.0,[-0.00102091  0.0208969  -0.25725883  0.57062566]
